"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10LS-200RN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10LS-200RN.html","http://www.nxp.com/documents/data_sheet/BLF6G10-200RN_10LS-200RN.pdf","SOT502B","700","1000","200","28","28.5","20","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10-45","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10-45.html","http://www.nxp.com/documents/data_sheet/BLF6G10-45.pdf","SOT608A","700","1000","45","28","7.8","22.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10L-260PRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10L-260PRN.html","http://www.nxp.com/documents/data_sheet/BLF6G10L-260PRN_LS-260PRN.pdf","SOT539A","700","1000","260","28","26.5","22","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10LS-260PRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10LS-260PRN.html","http://www.nxp.com/documents/data_sheet/BLF6G10L-260PRN_LS-260PRN.pdf","SOT539B","700","1000","260","28","26.5","22","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10L-40BRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10L-40BRN.html","http://www.nxp.com/documents/data_sheet/BLF6G10L-40BRN.pdf","SOT1112A","700","1000","40","28","15","23","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G10LS-135RN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G10LS-135RN.html","http://www.nxp.com/documents/data_sheet/BLF6G10-135RN_10LS-135RN.pdf","SOT502B","700","1000","135","28","28","21","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6G21-10G","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6G21-10G.html","http://www.nxp.com/documents/data_sheet/BLF6G21-10G.pdf","SOT538A","1","2200","10","28","15","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF6H10LS-160","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF6H10LS-160.html","http://www.nxp.com/documents/data_sheet/BLF6H10L-160_6H10LS-160.pdf","SOT467B","729","960","160","50","34","20","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF7G10L-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF7G10L-250.html","http://www.nxp.com/documents/data_sheet/BLF7G10L-250_7G10LS-250.pdf","SOT502A","920","960","250","30","30.5","19.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---0.4 - 1.0 GHz transistors","BLF7G10LS-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/0_4_1_0_ghz_transistors/BLF7G10LS-250.html","http://www.nxp.com/documents/data_sheet/BLF7G10L-250_7G10LS-250.pdf","SOT502B","920","960","250","30","30.5","19.5","2-c WCDMA; 2-c WCDMA","Production"
