"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Logic switching levels","Output drive capability","tpd","fmax","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Schmitt-triggers","74AHCT1G17GV","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT1G17GV.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G17.pdf","Production","AHC(T)","single buffer Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","1","low","-40~125","282","70.5","177","5","TSOP5","SOT753"
"nxp","Logic---Schmitt-triggers","74AHCT1G17GW","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT1G17GW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G17.pdf","Production","AHC(T)","single buffer Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","1","low","-40~125","322","90.7","191","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74AHC3G14DC","http://www.nxp.com/products/logic/schmitt_triggers/74AHC3G14DC.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","3","low","-40~125","204","34.9","114","8","VSSOP8","SOT765-1"
"nxp","Logic---Schmitt-triggers","74AHC3G14DP","http://www.nxp.com/products/logic/schmitt_triggers/74AHC3G14DP.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","3","low","-40~125","216","20.4","105","8","TSSOP8","SOT505-2"
"nxp","Logic---Schmitt-triggers","74AHC3G14GD","http://www.nxp.com/products/logic/schmitt_triggers/74AHC3G14GD.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","3","low","-40~125","616","82.8","276","8","XSON8","SOT996-2"
"nxp","Logic---Schmitt-triggers","74AHC3G14GT","http://www.nxp.com/products/logic/schmitt_triggers/74AHC3G14GT.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","3","low","-40~125","331","6.4","160","8","XSON8","SOT833-1"
"nxp","Logic---Schmitt-triggers","74AHCT3G14DC","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT3G14DC.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","3","low","-40~125","204","34.9","114","8","VSSOP8","SOT765-1"
"nxp","Logic---Schmitt-triggers","74AHCT3G14DP","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT3G14DP.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","3","low","-40~125","216","20.4","105","8","TSSOP8","SOT505-2"
"nxp","Logic---Schmitt-triggers","74AHCT3G14GD","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT3G14GD.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","3","low","-40~125","616","82.8","276","8","XSON8","SOT996-2"
"nxp","Logic---Schmitt-triggers","74AHCT3G14GT","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT3G14GT.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT3G14.pdf","Production","AHC(T)","triple inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4.1","60","3","low","-40~125","331","6.4","160","8","XSON8","SOT833-1"
"nxp","Logic---Schmitt-triggers","74AHC14BQ","http://www.nxp.com/products/logic/schmitt_triggers/74AHC14BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","106","20.9","74","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74AHC14D","http://www.nxp.com/products/logic/schmitt_triggers/74AHC14D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","108","20.1","66","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74AHC14PW","http://www.nxp.com/products/logic/schmitt_triggers/74AHC14PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","141","7.78845353982301","67.1874314159292","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74AHCT14BQ","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT14BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","106","20.9","74","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74AHCT14D","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT14D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","108","20.1","66","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74AHCT14PW","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT14PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","141","7.78845353982301","67.1874314159292","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74AHC132BQ","http://www.nxp.com/products/logic/schmitt_triggers/74AHC132BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74AHC132D","http://www.nxp.com/products/logic/schmitt_triggers/74AHC132D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74AHC132PW","http://www.nxp.com/products/logic/schmitt_triggers/74AHC132PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","138","6.91114601769911","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74AHCT132BQ","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT132BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","3.5","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74AHCT132D","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT132D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","3.5","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74AHCT132PW","http://www.nxp.com/products/logic/schmitt_triggers/74AHCT132PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT132.pdf","Production","AHC(T)","quad 2-input NAND gate Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","3.5","60","4","low","-40~125","138","6.91114601769911","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74ALVC14BQ","http://www.nxp.com/products/logic/schmitt_triggers/74ALVC14BQ.html","http://www.nxp.com/documents/data_sheet/74ALVC14.pdf","Production","ALVC","hex inverter Schmitt-trigger","1.65 - 3.6","TTL","+/- 24","2.4","150","6","low","-40~85","103","18.3","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Schmitt-triggers","74ALVC14D","http://www.nxp.com/products/logic/schmitt_triggers/74ALVC14D.html","http://www.nxp.com/documents/data_sheet/74ALVC14.pdf","Production","ALVC","hex inverter Schmitt-trigger","1.65 - 3.6","TTL","+/- 24","2.4","150","6","low","-40~85","103","17.1","62","14","SO14","SOT108-1"
"nxp","Logic---Schmitt-triggers","74ALVC14PW","http://www.nxp.com/products/logic/schmitt_triggers/74ALVC14PW.html","http://www.nxp.com/documents/data_sheet/74ALVC14.pdf","Production","ALVC","hex inverter Schmitt-trigger","1.65 - 3.6","TTL","+/- 24","2.4","150","6","low","-40~85","138","6.87359292035398","64.1246371681416","14","TSSOP14","SOT402-1"
"nxp","Logic---Schmitt-triggers","74AUP1G14GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","311","7.7","157","6","XSON6","SOT891"
"nxp","Logic---Schmitt-triggers","74AUP1G14GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","311","7.7","157","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AUP1G14GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","334","22.6","207","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AUP1G14GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","321","28.7","215","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AUP1G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","309","79.2","179","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74AUP1G14GX","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G14GX.html","http://www.nxp.com/documents/data_sheet/74AUP1G14.pdf","Production","AUP","Schmitt-trigger; single inverter","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","1","ultra low","-40~125","322","90.7","191","5","X2SON5","SOT1226"
"nxp","Logic---Schmitt-triggers","74AUP1G17GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","311","7.7","157","6","XSON6","SOT891"
"nxp","Logic---Schmitt-triggers","74AUP1G17GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","311","7.7","157","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AUP1G17GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","334","22.6","207","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AUP1G17GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","321","28.7","215","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AUP1G17GW","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","309","79.2","179","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74AUP1G17GX","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G17GX.html","http://www.nxp.com/documents/data_sheet/74AUP1G17.pdf","Production","AUP","single buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","1","ultra Low","-40~125","322","90.7","191","5","X2SON5","SOT1226"
"nxp","Logic---Schmitt-triggers","74AUP1G132GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","311","7.7","157","6","XSON6","SOT891"
"nxp","Logic---Schmitt-triggers","74AUP1G132GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","311","7.7","157","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AUP1G132GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","334","22.6","207","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AUP1G132GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","321","28.7","215","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AUP1G132GW","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","309","79.2","179","5","TSSOP5","SOT353-1"
"nxp","Logic---Schmitt-triggers","74AUP1G132GX","http://www.nxp.com/products/logic/schmitt_triggers/74AUP1G132GX.html","http://www.nxp.com/documents/data_sheet/74AUP1G132.pdf","Production","AUP","single 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","1.9/-1.9","10","70","1","ultra low","-40~125","322","90.7","191","5","X2SON5","SOT1226"
"nxp","Logic---Schmitt-triggers","74AUP2G14GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GF.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Production","AUP","dual inverter; Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Schmitt-triggers","74AUP2G14GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GM.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Production","AUP","dual inverter Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AUP2G14GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GN.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Production","AUP","dual inverter; Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","2","ultra low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AUP2G14GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GS.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Production","AUP","dual inverter; Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","2","ultra low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AUP2G14GW","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GW.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Production","AUP","dual inverter; Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","4.7","70","2","ultra low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74AUP2G14GX","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G14GX.html","http://www.nxp.com/documents/data_sheet/74AUP2G14.pdf","Development","","","","","","","","","","","","","","6","X2SON6","SOT1255"
"nxp","Logic---Schmitt-triggers","74AUP2G17GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G17GF.html","http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf","Production","AUP","dual buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","2","ultra Low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Schmitt-triggers","74AUP2G17GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G17GM.html","http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf","Production","AUP","dual buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","2","ultra Low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AUP2G17GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G17GN.html","http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf","Production","AUP","dual buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","2","ultra Low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AUP2G17GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G17GS.html","http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf","Production","AUP","dual buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","2","ultra Low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Schmitt-triggers","74AUP2G17GW","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G17GW.html","http://www.nxp.com/documents/data_sheet/74AUP2G17.pdf","Production","AUP","dual buffer Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","7.8","70","2","ultra Low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Schmitt-triggers","74AUP2G132DC","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132DC.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","203","34.1","113","8","VSSOP8","SOT765-1"
"nxp","Logic---Schmitt-triggers","74AUP2G132GD","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GD.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","610","80.8","271","8","XSON8","SOT996-2"
"nxp","Logic---Schmitt-triggers","74AUP2G132GF","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GF.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","254","2.1","124","8","XSON8","SOT1089"
"nxp","Logic---Schmitt-triggers","74AUP2G132GM","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GM.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Schmitt-triggers","74AUP2G132GN","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GN.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","238","10.6","148","8","XSON8","SOT1116"
"nxp","Logic---Schmitt-triggers","74AUP2G132GS","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GS.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","276","10.8","146","8","XSON8","SOT1203"
"nxp","Logic---Schmitt-triggers","74AUP2G132GT","http://www.nxp.com/products/logic/schmitt_triggers/74AUP2G132GT.html","http://www.nxp.com/documents/data_sheet/74AUP2G132.pdf","Production","AUP","dual 2-input NAND gate Schmitt-trigger","1.1 - 3.6","CMOS","+/- 1.9","10","70","2","ultra Low","-40~125","327","6.1","157","8","XSON8","SOT833-1"
"nxp","Logic---Schmitt-triggers","74AXP1G14GM","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G14GM.html","http://www.nxp.com/documents/data_sheet/74AXP1G14.pdf","Production","AXP","single inverter Schmitt-trigger","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","1","ultra low","-40~85","322","8.3","164","6","XSON6","SOT886"
"nxp","Logic---Schmitt-triggers","74AXP1G14GN","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G14GN.html","http://www.nxp.com/documents/data_sheet/74AXP1G14.pdf","Production","AXP","single inverter Schmitt-trigger","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","1","ultra low","-40~85","366","28.6","226","6","XSON6","SOT1115"
"nxp","Logic---Schmitt-triggers","74AXP1G14GS","http://www.nxp.com/products/logic/schmitt_triggers/74AXP1G14GS.html","http://www.nxp.com/documents/data_sheet/74AXP1G14.pdf","Production","AXP","single inverter Schmitt-trigger","0.7 - 2.75","CMOS","+/- 4.5","2.9","70","1","ultra low","-40~85","347","36.3","235","6","XSON6","SOT1202"
