"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Logic switching levels","Output drive capability","tpd","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Digital comparators","74HC85D","http://www.nxp.com/products/logic/digital_comparators/74HC85D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT85_CNV.pdf","Production","HC(T)","4-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","23","4","low","-40~125","67","1.0","25","16","SO16","SOT109-1"
"nxp","Logic---Digital comparators","74HC85DB","http://www.nxp.com/products/logic/digital_comparators/74HC85DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT85_CNV.pdf","Production","HC(T)","4-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","23","4","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital comparators","74HC85PW","http://www.nxp.com/products/logic/digital_comparators/74HC85PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT85_CNV.pdf","Production","HC(T)","4-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","23","4","low","-40~125","102","1.0","28.7403592814371","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital comparators","74HCT85D","http://www.nxp.com/products/logic/digital_comparators/74HCT85D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT85_CNV.pdf","Production","HC(T)","4-bit magnitude comparator; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","26","4","low","-40~125","67","1.0","24.8104191616766","16","SO16","SOT109-1"
"nxp","Logic---Digital comparators","74HCT85DB","http://www.nxp.com/products/logic/digital_comparators/74HCT85DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT85_CNV.pdf","Production","HC(T)","4-bit magnitude comparator; TTL enabled","4.5 - 5.5","TTL","+/- 4.0","26","4","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital comparators","74HC688D","http://www.nxp.com/products/logic/digital_comparators/74HC688D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT688_CNV.pdf","Production","HC(T)","8-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","17","8","low","-40~125","82","24.3","58","20","SO20","SOT163-1"
"nxp","Logic---Digital comparators","74HC688DB","http://www.nxp.com/products/logic/digital_comparators/74HC688DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT688_CNV.pdf","Production","HC(T)","8-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","17","8","low","-40~125","136","40.0","","20","SSOP20","SOT339-1"
"nxp","Logic---Digital comparators","74HC688PW","http://www.nxp.com/products/logic/digital_comparators/74HC688PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT688_CNV.pdf","Production","HC(T)","8-bit magnitude comparator","2.0 - 6.0","CMOS","+/- 5.2","17","8","low","-40~125","98","4.03975192706499","42.3227311499785","20","TSSOP20","SOT360-1"
