"brand","Series","PartNo","DetailLink","dataSheet","Package version"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1012HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1012HN.html","http://www.nxp.com/documents/data_sheet/TFF1012HN.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1013HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1013HN.html","http://www.nxp.com/documents/data_sheet/TFF1013HN.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1014HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1014HN.html","http://www.nxp.com/documents/data_sheet/TFF1014HN.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1015HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1015HN.html","http://www.nxp.com/documents/data_sheet/TFF1015HN_N1.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1017HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1017HN.html","http://www.nxp.com/documents/data_sheet/TFF1017HN_N1.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1018HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1018HN.html","http://www.nxp.com/documents/data_sheet/TFF1018HN.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1024HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1024HN.html","http://www.nxp.com/documents/data_sheet/TFF1024HN.pdf","SOT763-1"
"nxp","RF---Mixers---Mixer with integrated LO","TFF1044HN","http://www.nxp.com/products/rf/mixers/mixer_with_integrated_lo/TFF1044HN.html","http://www.nxp.com/documents/data_sheet/TFF1044HN.pdf","SOT1359-1"
