"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Cable demodulators","Out of Band demodulator","Support of DVB-C","Support of ITU-T J83 A/B/C","TSMF for Annex C","SCTE40 compliant","Parallel and Serial TS output","Support of SCTE55-1 and SCTE55-2","Power consumption","Supply Voltage"
"nxp","TV and STB front ends---Digital demodulators","TDA10025HN","http://www.nxp.com/products/tv_and_stb_front_ends/digital_demodulators/TDA10025HN.html","No full datasheet available","SOT619-1","HVQFN48","2","No","Yes","Yes","Yes","Yes","Yes","No","235","1.2; 3.3"
"nxp","TV and STB front ends---Digital demodulators","TDA10026HN","http://www.nxp.com/products/tv_and_stb_front_ends/digital_demodulators/TDA10026HN.html","No full datasheet available","SOT804-4","HVQFN64","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes","160","1.2; 3.3"
"nxp","TV and STB front ends---Digital demodulators","TDA10027HN","http://www.nxp.com/products/tv_and_stb_front_ends/digital_demodulators/TDA10027HN.html","No full datasheet available","SOT804-4","HVQFN64","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","260","1.2; 3.3"
