"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2731-120","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2731-120.html","http://www.nxp.com/documents/data_sheet/BLS6G2731-120_6G2731S-120.pdf","SOT502A","2700","3100","120","32","48","13.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2731S-120","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2731S-120.html","http://www.nxp.com/documents/data_sheet/BLS6G2731-120_6G2731S-120.pdf","SOT502B","2700","3100","120","32","48","13.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2731-6G","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2731-6G.html","http://www.nxp.com/documents/data_sheet/BLS6G2731-6G.pdf","SOT975C","2700","3100","6","32","33","15","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2731S-130","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2731S-130.html","http://www.nxp.com/documents/data_sheet/BLS6G2731S-130.pdf","SOT922-1","2700","3100","130","32","50","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2735L-30","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2735L-30.html","http://www.nxp.com/documents/data_sheet/BLS6G2735L-30_6G2735LS-30.pdf","SOT1135A","2700","3500","30","32","50","13","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2735LS-30","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2735LS-30.html","http://www.nxp.com/documents/data_sheet/BLS6G2735L-30_6G2735LS-30.pdf","SOT1135B","2700","3500","30","32","50","13","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G2933S-130","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G2933S-130.html","http://www.nxp.com/documents/data_sheet/BLS6G2933S-130.pdf","SOT922-1","2900","3300","130","32","47","12.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G3135-20","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G3135-20.html","http://www.nxp.com/documents/data_sheet/BLS6G3135-20_6G3135S-20.pdf","SOT608A","3100","3500","20","32","45","15.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G3135S-20","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G3135S-20.html","http://www.nxp.com/documents/data_sheet/BLS6G3135-20_6G3135S-20.pdf","SOT608B","3100","3500","20","32","45","15.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G3135-120","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G3135-120.html","http://www.nxp.com/documents/data_sheet/BLS6G3135-120_6G3135S-120.pdf","SOT502A","3100","3500","120","32","43","11","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS6G3135S-120","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS6G3135S-120.html","http://www.nxp.com/documents/data_sheet/BLS6G3135-120_6G3135S-120.pdf","SOT502B","3100","3500","120","32","43","11","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2325L-105","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2325L-105.html","http://www.nxp.com/documents/data_sheet/BLS7G2325L-105.pdf","SOT502A","2300","2500","105","30","55","16.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2729L-350P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2729L-350P.html","http://www.nxp.com/documents/data_sheet/BLS7G2729L-350P_LS-350P.pdf","SOT539A","2700","2900","350","32","50","13","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2729LS-350P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2729LS-350P.html","http://www.nxp.com/documents/data_sheet/BLS7G2729L-350P_LS-350P.pdf","SOT539B","2700","2900","350","32","50","13","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2730L-200P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2730L-200P.html","http://www.nxp.com/documents/data_sheet/BLS7G2730L-200P_LS-200P.pdf","SOT539A","2700","3000","200","32","48","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2730LS-200P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2730LS-200P.html","http://www.nxp.com/documents/data_sheet/BLS7G2730L-200P_LS-200P.pdf","SOT539B","2700","3000","200","32","48","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G2933S-150","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G2933S-150.html","http://www.nxp.com/documents/data_sheet/BLS7G2933S-150.pdf","SOT922-1","2900","3300","150","32","47","13.5","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G3135L-350P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G3135L-350P.html","http://www.nxp.com/documents/data_sheet/BLS7G3135L-350P_7G3135LS-350P.pdf","SOT539A","3100","3500","350","32","43","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G3135LS-350P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G3135LS-350P.html","http://www.nxp.com/documents/data_sheet/BLS7G3135L-350P_7G3135LS-350P.pdf","SOT539B","3100","3500","350","32","43","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS7G3135LS-200","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS7G3135LS-200.html","http://www.nxp.com/documents/data_sheet/BLS7G3135LS-200.pdf","SOT502B","3100","3500","200","32","43","12","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS8G2731L-400P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS8G2731L-400P.html","http://www.nxp.com/documents/data_sheet/BLS8G2731L-400P_LS-400P.pdf","SOT539A","2700","3100","400","32","47","13","Pulsed RF; Pulsed RF","Production"
"nxp","MOSFETs---RF power transistors (LDMOS)---Aerospace & Defense---S-Band LDMOS transistors","BLS8G2731LS-400P","http://www.nxp.com/products/mosfets/rf_power_transistors_ldmos/aerospace_defense/s_band_ldmos_transistors/BLS8G2731LS-400P.html","http://www.nxp.com/documents/data_sheet/BLS8G2731L-400P_LS-400P.pdf","SOT539B","2700","3100","400","32","47","13","Pulsed RF; Pulsed RF","Production"
