"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","IC [max]","R1 (typ)","R2 (typ)","channel type","Ptot","VCEO"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD114ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD114ET.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD143ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD143ET.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD143XT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD143XT.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD113EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD113EU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","1","1","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD113ZU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD113ZU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","1","10","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD114EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD114EU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","10","10","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123EU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","2.2","2.2","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123YU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123YU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","2.2","10","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD143EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD143EU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","4.7","4.7","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD143XU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD143XU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","7.7","10","NPN","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD113ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD113ET.html","http://www.nxp.com/documents/data_sheet/PDTD113E_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","1","1","NPN","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD113ZT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD113ZT.html","http://www.nxp.com/documents/data_sheet/PDTD113ZT.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","1","10","NPN","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123ET.html","http://www.nxp.com/documents/data_sheet/PDTD123E_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","2.2","NPN","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123TT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123TT.html","http://www.nxp.com/documents/data_sheet/PDTD123T_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","","NPN","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123YT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123YT.html","http://www.nxp.com/documents/data_sheet/PDTD123Y_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","10","NPN","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single NPN","PDTD123YU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_npn/PDTD123YU.html","http://www.nxp.com/documents/data_sheet/PDTD1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","2.2","10","NPN","320","50"
