"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","PPPM @10/1000 µs [max] (W)","Configuration","No of protected lines","VRWM (V)","VBR [min] (V)","VBR [typ] (V)","VBR [max] (V)","IRM [max] (µA)","Vcl @ IPPM 10/1000 µs [max] (V)","IPPM @10/1000 µs [max] (A)","VESD IEC61000-4-2 (kV)","Tj [max]"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS5V0Z1USKN","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS5V0Z1USKN.html","http://www.nxp.com/documents/data_sheet/PTVS5V0Z1USKN.pdf","SOD963","DSN1608-2","1.6 x 0.8 x 0.25 mm","","","","","","","","","","","",""
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS12VZ1USKN","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS12VZ1USKN.html","http://www.nxp.com/documents/data_sheet/PTVS12VZ1USKN.pdf","SOD963","DSN1608-2","1.6 x 0.8 x 0.25 mm","","","","","","","","","","","",""
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS7V5U1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS7V5U1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","7.5","8.33","8.77","9.21","1000","12.9","23.3","30","150"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS10VU1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS10VU1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","10","11.1","11.7","12.3","50","17","17.6","30","150"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS12VU1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS12VU1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","12","13.3","14","14.7","50","19.9","15.1","30","150"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS15VU1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS15VU1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","15","16.7","17.6","18.5","50","24.4","12.3","30","150"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS18VU1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS18VU1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","18","20","21","22.1","50","29.2","10.3","30","150"
"nxp","ESD protection， TVS， filtering and signal conditioning---Transient voltage suppressor (TVS) diodes---TVS diodes for mobile applications","PTVS26VU1UPA","http://www.nxp.com/products/esd_protection_tvs_filtering_and_signal_conditioning/transient_voltage_suppressor_tvs_diodes/tvs_diodes_for_mobile_applications/PTVS26VU1UPA.html","http://www.nxp.com/documents/data_sheet/PTVSXU1UPA_SER.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","300","Unidirectional","1","26","28.9","30.4","31.9","50","42.1","7","30","150"
