"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","channel type","Ptot","R2 (typ)","IC [max]","R1 (typ)","VCEO"
"nxp","Bipolar transistors---General purpose bipolar transistors---Standard load switches","PEMF21","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/standard_load_switches/PEMF21.html","http://www.nxp.com/documents/data_sheet/PEMF21.pdf","SOT666","SOT666","1.6 x 1.2 x 0.55","NPN/PNP","300","10","100","10","50"
