"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLC8G20LS-310AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLC8G20LS-310AV.html","http://www.nxp.com/documents/data_sheet/BLC8G20LS-310AV.pdf","SOT1258-3","1900","2000","310","28","42.5","16.9","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLC8G20LS-400AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLC8G20LS-400AV.html","http://www.nxp.com/documents/data_sheet/BLC8G20LS-400AV.pdf","SOT1258-3","1800","2000","400","32","44","15.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLC8G21LS-160AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLC8G21LS-160AV.html","http://www.nxp.com/documents/data_sheet/BLC8G21LS-160AV.pdf","SOT1275-1","1805","2025","160","28","45","15","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLC9G20LS-120V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLC9G20LS-120V.html","http://www.nxp.com/documents/data_sheet/BLC9G20LS-120V.pdf","SOT1275-3","1805","1995","120","28","31","19.2","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLC9G20LS-240PV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLC9G20LS-240PV.html","http://www.nxp.com/documents/data_sheet/BLC9G20LS-240PV.pdf","SOT1275-3","1805","1995","240","28","30","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF6G20LS-110","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF6G20LS-110.html","http://www.nxp.com/documents/data_sheet/BLF6G20-110_BLF6G20LS-110.pdf","SOT502B","1800","2000","110","28","32","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF6G20LS-140","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF6G20LS-140.html","http://www.nxp.com/documents/data_sheet/BLF6G20LS-140.pdf","SOT502B","1800","2000","140","28","30","16.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF6G21-10G","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF6G21-10G.html","http://www.nxp.com/documents/data_sheet/BLF6G21-10G.pdf","SOT538A","1","2200","10","28","15","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF6G22LS-40P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF6G22LS-40P.html","http://www.nxp.com/documents/data_sheet/BLF6G22L-40P_6G22LS-40P.pdf","SOT1121B","2110","2170","40","28","30","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF7G20L-90P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF7G20L-90P.html","http://www.nxp.com/documents/data_sheet/BLF7G20L-90P_7G20LS-90P.pdf","SOT1121A","1427","2170","90","28","41","19.5","GSM EDGE; GSM EDGE","Production"
