"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF7G20LS-90P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF7G20LS-90P.html","http://www.nxp.com/documents/data_sheet/BLF7G20L-90P_7G20LS-90P.pdf","SOT1121B","1427","2170","90","28","41","19.5","GSM EDGE; GSM EDGE","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF7G20LS-200","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF7G20LS-200.html","http://www.nxp.com/documents/data_sheet/BLF7G20L-200_7G20LS-200.pdf","SOT502B","1805","1990","200","28","33","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF7G20LS-250P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF7G20LS-250P.html","http://www.nxp.com/documents/data_sheet/BLF7G20L-250P_7G20LS-250P.pdf","SOT539B","1805","1880","250","28","35","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF7G20LS-140P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF7G20LS-140P.html","http://www.nxp.com/documents/data_sheet/BLF7G20LS-140P.pdf","SOT1121B","1800","2000","140","28","41","17.5","GSM EDGE; GSM EDGE","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G19LS-170BV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G19LS-170BV.html","http://www.nxp.com/documents/data_sheet/BLF8G19LS-170BV.pdf","SOT1120B","1800","1990","170","32","32","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-140GV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-140GV.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-140V_20LS-140GV.pdf","SOT1244C","1805","1990","140","28","32","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-140V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-140V.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-140V_20LS-140GV.pdf","SOT1244B","1805","1990","140","28","32","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-160V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-160V.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-160V.pdf","SOT1239B","1800","2000","160","28","34","20","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-200V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-200V.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-200V.pdf","SOT1120B","1800","2000","200","28","33","17.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-220","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-220.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-220.pdf","SOT502B","1800","2000","220","28","34","18.9","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-230V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-230V.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-230V.pdf","SOT1239B","1800","2000","230","28","31.7","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-260A","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-260A.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-260A.pdf","SOT539B","1805","1880","260","28","45.5","15.9","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-400PGV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-400PGV.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-400PV_LS-400PGV.pdf","SOT1242C","1805","1995","400","28","28","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF8G20LS-400PV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF8G20LS-400PV.html","http://www.nxp.com/documents/data_sheet/BLF8G20LS-400PV_LS-400PGV.pdf","SOT1242B","1805","1995","400","28","28","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLF9G20LS-160V","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLF9G20LS-160V.html","http://www.nxp.com/documents/data_sheet/BLF9G20LS-160V.pdf","SOT1120B","1800","2000","160","28","33.5","19.8","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-20PB","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-20PB.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-20PB_S-20PBG.pdf","SOT1211-1","1805","2170","20","28","23","32.3","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-20PBG","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-20PBG.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-20PB_S-20PBG.pdf","SOT1212-1","1805","2170","20","28","23","32.3","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-40AB","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-40AB.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-40AB_S-40ABG.pdf","SOT1211-2","1805","2170","40","28","26.5","31.8","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-40ABG","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-40ABG.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-40AB_S-40ABG.pdf","SOT1212-2","1805","2170","40","28","26.5","31.8","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-40PB","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-40PB.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-40PB_S-40PBG.pdf","SOT1211-1","1805","2170","40","28","25","31.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.8 - 2.0 GHz transistors","BLM7G1822S-40PBG","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_8_2_0_ghz_transistors/BLM7G1822S-40PBG.html","http://www.nxp.com/documents/data_sheet/BLM7G1822S-40PB_S-40PBG.pdf","SOT1212-1","1805","2170","40","28","25","31.5","1-c WCDMA; 1-c WCDMA","Production"
