"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Product status","Product description","Application","Po","Output configuration","Speaker impedance (BTL / SE)","Input format","VP [min - max]","Class","Power Down","Volume control","Remarks"
"nxp","Amplifiers---Audio amplifiers---Class-AB","SA58631TK","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/SA58631TK.html","http://www.nxp.com/documents/data_sheet/SA58631.pdf","SOT909-1","HVSON8","Production","Mono 3 W in 8 Ohm at 9 V BTL Class-AB audio amplifier","Speaker","3","BTL","8","Analog","2.2 - 18","AB","Yes","",""
"nxp","Amplifiers---Audio amplifiers---Class-AB","SA58637BS","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/SA58637BS.html","http://www.nxp.com/documents/data_sheet/SA58637.pdf","SOT910-1","HVQFN20","Production","2x 2.2 W in 8 Ohm at 9 V BTL Class-AB audio amplifier","Speaker / headphone","2.2","BTL","8","Analog","2.2 - 18","AB","Yes","","SELECT pin can switch one of the output channels in standby."
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA1308T","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA1308T.html","http://www.nxp.com/documents/data_sheet/TDA1308.pdf","SOT96-1","SO8","Production","2x 40 mW Class-AB headphone driver","Headphone","0.08","SE / BTL","8; 16; 32","Analog","3.0 - 7.0","AB","","",""
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA7052AT","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA7052AT.html","http://www.nxp.com/documents/data_sheet/TDA7052A_AT.pdf","SOT96-1","SO8","Production","Mono 0.55 W in 16 Ohm at 6 V BTL Class-AB audio amplifier with DC volume control","Speaker","0.55","BTL","16","Analog","4.5 - 18","AB","","DC","Volume control (gain -70 .. 35.5 dB)"
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA7056AT","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA7056AT.html","http://www.nxp.com/documents/data_sheet/TDA7056AT.pdf","SOT163-1","SO20","Production","Mono 3.5 W in 16 Ohm at 12 V BTL Class-AB audio amplifier with DC volume control","Speaker","3.5","BTL","16","Analog","4.5 - 18","AB","","DC","Volume control (gain -70 .. 35.5 dB)"
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA8541T","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA8541T.html","http://www.nxp.com/documents/data_sheet/TDA8541.pdf","SOT96-1","SO8","Production","Mono 1.2 W in 8 Ohm at 5 V BTL Class-AB audio amplifier","Speaker","1.2","SE / BTL","4; 8; 16","Analog","2.2 - 18","AB","Yes","",""
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA8547TS","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA8547TS.html","http://www.nxp.com/documents/data_sheet/TDA8547TS.pdf","SOT266-1","SSOP20","Production","2x 0.7 W in 16 Ohm at 5 V BTL Class-AB audio amplifier with select pin for standby / channel","Speaker","0.7","SE / BTL","8; 16","Analog","2.2 - 18","AB","Yes","","SELECT pin can switch one of the output channels in standby."
"nxp","Amplifiers---Audio amplifiers---Class-AB","TDA8551T","http://www.nxp.com/products/amplifiers/audio_amplifiers/class_ab/TDA8551T.html","http://www.nxp.com/documents/data_sheet/TDA8551_T.pdf","SOT96-1","SO8","Production","Mono 1.4 W in 8 Ohm at 5 V BTL Class-AB audio amplifier with digital volume control","Speaker","1.4","BTL","4; 8; 16","Analog","2.7 - 5.5","AB","Yes","Via Up/Down pin",""
