"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","hFE min","hFE max","fT min","Complement","IC max","VCEO max","Ptot max","Polarity"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC859B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC859B.html","http://www.nxp.com/documents/data_sheet/BC859_BC860.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","220","475","100","BC849B","100","30","250","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC859C","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC859C.html","http://www.nxp.com/documents/data_sheet/BC859_BC860.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","420","800","100","BC849C","100","30","250","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC860B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC860B.html","http://www.nxp.com/documents/data_sheet/BC859_BC860.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","220","475","100","BC850B","100","45","250","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC860C","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC860C.html","http://www.nxp.com/documents/data_sheet/BC859_BC860.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","420","800","100","BC850C","100","45","250","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC859BW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC859BW.html","http://www.nxp.com/documents/data_sheet/BC859W_860W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","220","475","100","BC849BW","100","30","200","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC859CW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC859CW.html","http://www.nxp.com/documents/data_sheet/BC859W_860W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","420","800","100","BC849CW","100","30","200","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC860BW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC860BW.html","http://www.nxp.com/documents/data_sheet/BC859W_860W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","220","475","100","BC850BW","100","45","200","PNP"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---PNP","BC860CW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/pnp/BC860CW.html","http://www.nxp.com/documents/data_sheet/BC859W_860W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","420","800","100","BC850CW","100","45","200","PNP"
