"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Topology","fosc","fburst","VCC [max]","Softstart","RDSon [typ]","Features","Product status"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1721AT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1721AT.html","http://www.nxp.com/documents/data_sheet/TEA1721AT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","0.43","35","Y","15.5","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1721BT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1721BT.html","http://www.nxp.com/documents/data_sheet/TEA1721BT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","0.905","35","Y","15.5","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1721DT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1721DT.html","http://www.nxp.com/documents/data_sheet/TEA1721DT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","1.27","35","Y","15.5","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1721FT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1721FT.html","http://www.nxp.com/documents/data_sheet/TEA1721FT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","1.75","35","Y","15.5","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1723AT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1723AT.html","http://www.nxp.com/documents/data_sheet/TEA1723AT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","0.43","35","Y","4.8","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1723BT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1723BT.html","http://www.nxp.com/documents/data_sheet/TEA1723BT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","0.905","35","Y","4.8","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1723DT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1723DT.html","http://www.nxp.com/documents/data_sheet/TEA1723DT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","1.27","35","Y","4.8","Burst mode; Safe Restart","Production"
"nxp","Power management---AC-to-DC solutions---AC-DC controllers with integrated power switch","TEA1723FT","http://www.nxp.com/products/power_management/ac_to_dc_solutions/ac_dc_controllers_with_integrated_power_switch/TEA1723FT.html","http://www.nxp.com/documents/data_sheet/TEA1723FT.pdf","SOT1175-1","SO7","Flyback / Buck; Flyback / Buck","50.5","1.75","35","Y","4.8","Burst mode; Safe Restart","Production"
