"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6G1214L-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6G1214L-250.html","http://www.nxp.com/documents/data_sheet/BLL6G1214L-250_1214LS-250.pdf","SOT502A","1200","1400","250","36","45","15","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H0514-25","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H0514-25.html","http://www.nxp.com/documents/data_sheet/BLL6H0514-25.pdf","SOT467C","500","1400","25","50","50","19","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H0514L-130","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H0514L-130.html","http://www.nxp.com/documents/data_sheet/BLL6H0514L-130_0514LS-130.pdf","SOT1135A","500","1400","130","50","50","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H0514LS-130","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H0514LS-130.html","http://www.nxp.com/documents/data_sheet/BLL6H0514L-130_0514LS-130.pdf","SOT1135B","500","1400","130","50","50","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H1214-500","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H1214-500.html","http://www.nxp.com/documents/data_sheet/BLL6H1214-500_1214LS-500.pdf","SOT539A","1200","1400","500","50","50","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H1214LS-500","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H1214LS-500.html","http://www.nxp.com/documents/data_sheet/BLL6H1214-500_1214LS-500.pdf","SOT539B","1200","1400","500","50","50","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H1214L-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H1214L-250.html","http://www.nxp.com/documents/data_sheet/BLL6H1214L-250_1214LS-250.pdf","SOT502A","1200","1400","250","50","55","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H1214LS-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H1214LS-250.html","http://www.nxp.com/documents/data_sheet/BLL6H1214L-250_1214LS-250.pdf","SOT502B","1200","1400","250","50","55","17","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL6H1214P2S-250","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL6H1214P2S-250.html","http://www.nxp.com/documents/data_sheet/BLL6H1214P2S-250.pdf","SOM039","1200","1400","250","45","48","27","Pulsed RF; Pulsed RF","Production"
"nxp","RF---Amplifiers---Power transistors---Aerospace & Defense---L-Band LDMOS transistors","BLL8H0514-25","http://www.nxp.com/products/rf/amplifiers/power_transistors/aerospace_defense/l_band_ldmos_transistors/BLL8H0514-25.html","http://www.nxp.com/documents/data_sheet/BLL8H0514-25.pdf","SOT467C","500","1400","25","50","59","21","Pulsed RF; Pulsed RF","Production"
