"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","IC [max]","R1 (typ)","R2 (typ)","channel type","Ptot","VCEO"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET + general purpose transistor","PUMF11","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_general_purpose_transistor/PUMF11.html","http://www.nxp.com/documents/data_sheet/PUMF11.pdf","SOT363","TSSOP6","2 x 1.25 x 0.95","100","22","47","NPN/PNP","300","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET + general purpose transistor","PUMF12","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_general_purpose_transistor/PUMF12.html","http://www.nxp.com/documents/data_sheet/PUMF12.pdf","SOT363","TSSOP6","2 x 1.25 x 0.95","100","22","47","NPN/PNP","300","50"
