"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Logic switching levels","Output drive capability","tpd","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Digital multiplexers","74AUP1G157GF","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Digital multiplexers","74AUP1G157GM","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Digital multiplexers","74AUP1G157GN","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Digital multiplexers","74AUP1G157GS","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Digital multiplexers","74AUP1G157GW","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Digital multiplexers","74AUP1G157GX","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G157GX.html","http://www.nxp.com/documents/data_sheet/74AUP1G157.pdf","Development","","","","","","","","","","","","6","X2SON6","SOT1255"
"nxp","Logic---Digital multiplexers","74AUP1G158GF","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G158GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G158.pdf","Production","AUP","inverting; single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Digital multiplexers","74AUP1G158GM","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G158GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G158.pdf","Production","AUP","inverting; single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Digital multiplexers","74AUP1G158GN","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G158GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G158.pdf","Production","AUP","inverting; single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Digital multiplexers","74AUP1G158GS","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G158GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G158.pdf","Production","AUP","inverting; single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Digital multiplexers","74AUP1G158GW","http://www.nxp.com/products/logic/digital_multiplexers/74AUP1G158GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G158.pdf","Production","AUP","inverting; single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.2","ultra low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Digital multiplexers","74AUP2G157DC","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157DC.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","203","34.1","113","8","VSSOP8","SOT765-1"
"nxp","Logic---Digital multiplexers","74AUP2G157GD","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GD.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","610","80.8","271","8","XSON8","SOT996-2"
"nxp","Logic---Digital multiplexers","74AUP2G157GF","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GF.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","254","2.1","124","8","XSON8","SOT1089"
"nxp","Logic---Digital multiplexers","74AUP2G157GM","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GM.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Digital multiplexers","74AUP2G157GN","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GN.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","238","10.6","148","8","XSON8","SOT1116"
"nxp","Logic---Digital multiplexers","74AUP2G157GS","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GS.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","276","10.8","146","8","XSON8","SOT1203"
"nxp","Logic---Digital multiplexers","74AUP2G157GT","http://www.nxp.com/products/logic/digital_multiplexers/74AUP2G157GT.html","http://www.nxp.com/documents/data_sheet/74AUP2G157.pdf","Production","AUP","single 2-input multiplexer","1.1 - 3.6","CMOS","1.9/-1.9","3.4","ultra low","-40~125","327","6.1","157","8","XSON8","SOT833-1"
"nxp","Logic---Digital multiplexers","74HC158D","http://www.nxp.com/products/logic/digital_multiplexers/74HC158D.html","http://www.nxp.com/documents/data_sheet/74HC158.pdf","Production","HC(T)","inverting; quad 2-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","12","low","-40~125","78","2.9","36","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC151D","http://www.nxp.com/products/logic/digital_multiplexers/74HC151D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","91","8.9","50","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC151DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC151DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC151PW","http://www.nxp.com/products/logic/digital_multiplexers/74HC151PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","123","4.20052095808383","52.8794610778443","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HCT151D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT151D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","91","8.9","50","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT151DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT151DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT151PW","http://www.nxp.com/products/logic/digital_multiplexers/74HCT151PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT151.pdf","Production","HC(T)","8-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","123","4.20052095808383","52.8794610778443","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HC153D","http://www.nxp.com/products/logic/digital_multiplexers/74HC153D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","87","7.0","45","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC153DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC153DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC153PW","http://www.nxp.com/products/logic/digital_multiplexers/74HC153PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","17","low","-40~125","120","3.39992335329341","48.9791137724551","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HCT153D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT153D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","87","7.0","45","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT153DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT153DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT153PW","http://www.nxp.com/products/logic/digital_multiplexers/74HCT153PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT153.pdf","Production","HC(T)","dual 4-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","19","low","-40~125","120","3.39992335329341","48.9791137724551","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HC157BQ","http://www.nxp.com/products/logic/digital_multiplexers/74HC157BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","11","low","-40~125","92","13.1","61","16","DHVQFN16","SOT763-1"
"nxp","Logic---Digital multiplexers","74HC157D","http://www.nxp.com/products/logic/digital_multiplexers/74HC157D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","11","low","-40~125","92","9.2","51","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC157DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC157DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","11","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC157PW","http://www.nxp.com/products/logic/digital_multiplexers/74HC157PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer","2.0 - 6.0","CMOS","+/- 5.2","11","low","-40~125","124","4.35103293413174","53.6127245508982","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HCT157BQ","http://www.nxp.com/products/logic/digital_multiplexers/74HCT157BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","13","low","-40~125","92","13.1","61","16","DHVQFN16","SOT763-1"
"nxp","Logic---Digital multiplexers","74HCT157D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT157D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","13","low","-40~125","92","9.2","51","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT157DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT157DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","13","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT157PW","http://www.nxp.com/products/logic/digital_multiplexers/74HCT157PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT157.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled","4.5 - 5.5","TTL","+/- 4","13","low","-40~125","124","4.35103293413174","53.6127245508982","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HC251D","http://www.nxp.com/products/logic/digital_multiplexers/74HC251D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 5.2","18","low","-40~125","80","4.1","38","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC251DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC251DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 5.2","18","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC251PW","http://www.nxp.com/products/logic/digital_multiplexers/74HC251PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 5.2","18","low","-40~125","114","1.95411161676647","41.9354155688623","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HCT251D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT251D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 4","22","low","-40~125","80","4.1","38","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT251DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT251DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 4","22","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT251PW","http://www.nxp.com/products/logic/digital_multiplexers/74HCT251PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT251.pdf","Production","HC(T)","8-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 4","22","low","-40~125","114","1.95411161676647","41.9354155688623","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HC253D","http://www.nxp.com/products/logic/digital_multiplexers/74HC253D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT253.pdf","Production","HC(T)","dual 4-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 7.8","17","low","-40~125","78","3.2","36","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC253DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC253DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT253.pdf","Production","HC(T)","dual 4-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 7.8","17","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT253D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT253D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT253.pdf","Production","HC(T)","dual 4-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","17","low","-40~125","78","3.2","36","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT253DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT253DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT253.pdf","Production","HC(T)","dual 4-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","17","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC257D","http://www.nxp.com/products/logic/digital_multiplexers/74HC257D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","low","-40~125","92","9.6","52","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HC257DB","http://www.nxp.com/products/logic/digital_multiplexers/74HC257DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HC257PW","http://www.nxp.com/products/logic/digital_multiplexers/74HC257PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer (3-State)","2.0 - 6.0","CMOS","+/- 7.8","11","low","-40~125","125","4.54603293413174","54.5627245508982","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74HCT257D","http://www.nxp.com/products/logic/digital_multiplexers/74HCT257D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","13","low","-40~125","92","9.6","52","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74HCT257DB","http://www.nxp.com/products/logic/digital_multiplexers/74HCT257DB.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","13","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74HCT257PW","http://www.nxp.com/products/logic/digital_multiplexers/74HCT257PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT257.pdf","Production","HC(T)","quad 2-input multiplexer; TTL enabled (3-State)","4.5 - 5.5","TTL","+/- 6","13","low","-40~125","125","4.54603293413174","54.5627245508982","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74LVC1G157GF","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GF.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","307","7.5","155","6","XSON6","SOT891"
"nxp","Logic---Digital multiplexers","74LVC1G157GM","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GM.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","307","7.5","155","6","XSON6","SOT886"
"nxp","Logic---Digital multiplexers","74LVC1G157GN","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GN.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","322","20.4","199","6","XSON6","SOT1115"
"nxp","Logic---Digital multiplexers","74LVC1G157GS","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GS.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","311","25.9","207","6","XSON6","SOT1202"
"nxp","Logic---Digital multiplexers","74LVC1G157GV","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GV.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","249","53.8","162","6","TSOP6","SOT457"
"nxp","Logic---Digital multiplexers","74LVC1G157GW","http://www.nxp.com/products/logic/digital_multiplexers/74LVC1G157GW.html","http://www.nxp.com/documents/data_sheet/74LVC1G157.pdf","Production","LVC","single 2-input multiplexer","1.65 - 5.5","CMOS/LVTTL","+/- 32","2.2","low","-40~125","276","49.4","164","6","TSSOP6","SOT363"
"nxp","Logic---Digital multiplexers","74LVC157ABQ","http://www.nxp.com/products/logic/digital_multiplexers/74LVC157ABQ.html","http://www.nxp.com/documents/data_sheet/74LVC157A.pdf","Production","LVC","quad 2-input multiplexer","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.5","low","-40~125","94","14.9","64","16","DHVQFN16","SOT763-1"
"nxp","Logic---Digital multiplexers","74LVC157AD","http://www.nxp.com/products/logic/digital_multiplexers/74LVC157AD.html","http://www.nxp.com/documents/data_sheet/74LVC157A.pdf","Production","LVC","quad 2-input multiplexer","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.5","low","-40~125","93","10.2906946107784","53.2777425149701","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74LVC157ADB","http://www.nxp.com/products/logic/digital_multiplexers/74LVC157ADB.html","http://www.nxp.com/documents/data_sheet/74LVC157A.pdf","Production","LVC","quad 2-input multiplexer","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.5","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74LVC157APW","http://www.nxp.com/products/logic/digital_multiplexers/74LVC157APW.html","http://www.nxp.com/documents/data_sheet/74LVC157A.pdf","Production","LVC","quad 2-input multiplexer","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.5","low","-40~125","126","4.92980694610779","56.4323928143713","16","TSSOP16","SOT403-1"
"nxp","Logic---Digital multiplexers","74LVC257ABQ","http://www.nxp.com/products/logic/digital_multiplexers/74LVC257ABQ.html","http://www.nxp.com/documents/data_sheet/74LVC257A.pdf","Production","LVC","quad 2-input multiplexer (3-State)","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.4","low","-40~125","93","13.8","62","16","DHVQFN16","SOT763-1"
"nxp","Logic---Digital multiplexers","74LVC257AD","http://www.nxp.com/products/logic/digital_multiplexers/74LVC257AD.html","http://www.nxp.com/documents/data_sheet/74LVC257A.pdf","Production","LVC","quad 2-input multiplexer (3-State)","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.4","low","-40~125","92","9.56221556886228","51.5352994011976","16","SO16","SOT109-1"
"nxp","Logic---Digital multiplexers","74LVC257ADB","http://www.nxp.com/products/logic/digital_multiplexers/74LVC257ADB.html","http://www.nxp.com/documents/data_sheet/74LVC257A.pdf","Production","LVC","quad 2-input multiplexer (3-State)","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.4","low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Digital multiplexers","74LVC257APW","http://www.nxp.com/products/logic/digital_multiplexers/74LVC257APW.html","http://www.nxp.com/documents/data_sheet/74LVC257A.pdf","Production","LVC","quad 2-input multiplexer (3-State)","1.2 - 3.6","CMOS/LVTTL","+/- 24","2.4","low","-40~125","125","4.56074550898204","54.6344011976048","16","TSSOP16","SOT403-1"
