"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","hFE min","Ptot [max]","fT min","Polarity","IC max","VCEO max","Ptot max","Complement","Complement","IC [max]","Polarity","Ptot [max]","VCEO [max]","fT [min]","hFE [max]","hFE [min]","hFE [min]","hFE [max]","fT [min]","Polarity","Complement","IC [max]","VCEO [max]","hFE max"
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCV72","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCV72.html","http://www.nxp.com/documents/data_sheet/BCV71_72.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","100","NPN","250","60","100","450","200","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW31","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW31.html","http://www.nxp.com/documents/data_sheet/BCW31_BCW32_BCW33.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW29","100","NPN","250","32","100","220","110","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW32","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW32.html","http://www.nxp.com/documents/data_sheet/BCW31_BCW32_BCW33.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW30","100","NPN","250","32","100","450","200","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW33","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW33.html","http://www.nxp.com/documents/data_sheet/BCW31_BCW32_BCW33.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","100","NPN","250","32","100","800","420","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW60B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW60B.html","http://www.nxp.com/documents/data_sheet/BCW60.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW61B","100","NPN","250","32","100","310","180","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW60C","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW60C.html","http://www.nxp.com/documents/data_sheet/BCW60.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW61C","100","NPN","250","32","100","460","250","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW60D","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW60D.html","http://www.nxp.com/documents/data_sheet/BCW60.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","100","NPN","250","32","100","630","380","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW71","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW71.html","http://www.nxp.com/documents/data_sheet/BCW71_72.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW69","100","NPN","250","45","100","220","110","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCW72","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCW72.html","http://www.nxp.com/documents/data_sheet/BCW71_72.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCW70","100","NPN","250","45","100","450","200","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCX19","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCX19.html","http://www.nxp.com/documents/data_sheet/BCX19.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","100","","100","NPN","500","45","250","BCX17","","","","","","","","","","","","","","","","600"
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCX70G","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCX70G.html","http://www.nxp.com/documents/data_sheet/BCX70.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","100","NPN","250","45","100","220","120","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCX70H","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCX70H.html","http://www.nxp.com/documents/data_sheet/BCX70.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCX71H","100","NPN","250","45","100","310","180","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCX70J","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCX70J.html","http://www.nxp.com/documents/data_sheet/BCX70.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCX71J","100","NPN","250","45","100","460","250","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","BCX70K","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/BCX70K.html","http://www.nxp.com/documents/data_sheet/BCX70.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","BCX71K","100","NPN","250","45","100","630","380","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","NXP3875G","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/NXP3875G.html","http://www.nxp.com/documents/data_sheet/NXP3875Y_NXP3875G.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","","","","","","","","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","NXP3875Y","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/NXP3875Y.html","http://www.nxp.com/documents/data_sheet/NXP3875Y_NXP3875G.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","","","","","","","","","","","","","","","","","","","",""
"nxp","Bipolar transistors---General purpose bipolar transistors---General purpose transistors---Single transistors NPN","PMBS3904","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/general_purpose_transistors/single_transistors_npn/PMBS3904.html","http://www.nxp.com/documents/data_sheet/PMBS3904.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","250","","","","","","","","","","","","","","","100","300","180","NPN","PMBS3906","100","40",""
