"brand","Series","PartNo","DetailLink","dataSheet","Description","Package version","Package name","Product status"
"nxp","Interface and connectivity---Signal Conditioners - USB 3.0","PTN36001HX","http://www.nxp.com/products/interface_and_connectivity/signal_conditioners_usb_3_0/PTN36001HX.html","No full datasheet available","","SOT1408-1","X2QFN12","Production"
"nxp","Interface and connectivity---Signal Conditioners - USB 3.0","PTN36221AHX","http://www.nxp.com/products/interface_and_connectivity/signal_conditioners_usb_3_0/PTN36221AHX.html","http://www.nxp.com/documents/data_sheet/PTN36221A.pdf","Single-channel SuperSpeed USB 3.0 redriver","SOT1355-1","X2QFN12","Production"
"nxp","Interface and connectivity---Signal Conditioners - USB 3.0","PTN36241BBS","http://www.nxp.com/products/interface_and_connectivity/signal_conditioners_usb_3_0/PTN36241BBS.html","http://www.nxp.com/documents/data_sheet/PTN36241B.pdf","","SOT616-3","HVQFN24","Production"
"nxp","Interface and connectivity---Signal Conditioners - USB 3.0","PTN36241GHX","http://www.nxp.com/products/interface_and_connectivity/signal_conditioners_usb_3_0/PTN36241GHX.html","No full datasheet available","","SOT1408-1","X2QFN12","Production"
"nxp","Interface and connectivity---Signal Conditioners - USB 3.0","PTN36242LBS","http://www.nxp.com/products/interface_and_connectivity/signal_conditioners_usb_3_0/PTN36242LBS.html","http://www.nxp.com/documents/data_sheet/PTN36242L.pdf","","SOT1185-1","HVQFN32","Production"
