"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","Description"
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","NCR401T","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/NCR401T.html","http://www.nxp.com/documents/data_sheet/NCR401T.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1",""
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","NCR401U","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/NCR401U.html","http://www.nxp.com/documents/data_sheet/NCR401U.pdf","SOT457","TSOP6","2.9 x 1.5 x 1",""
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","NCR402T","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/NCR402T.html","http://www.nxp.com/documents/data_sheet/NCR402T.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1",""
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","NCR402U","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/NCR402U.html","http://www.nxp.com/documents/data_sheet/NCR402U.pdf","SOT457","TSOP6","2.9 x 1.5 x 1",""
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","NCR405U","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/NCR405U.html","http://www.nxp.com/documents/data_sheet/NCR405U.pdf","SOT457","TSOP6","2.9 x 1.5 x 1",""
"nxp","Bipolar transistors---General purpose bipolar transistors---Constant current source","PSSI2021SAY","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/constant_current_source/PSSI2021SAY.html","http://www.nxp.com/documents/data_sheet/PSSI2021SAY.pdf","SOT353","TSSOP5","2 x 1.25 x 0.95","Constant Current Source"
