"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","generation","fT [typ]","VCEO [max]","IC [max]","Ptot [max]","Polarity","NF","@f","@IC","@VCE","NF","@f","@IC","@VCE"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---12 GHz -> +18 GHz (Ku high， Ka band)","BFU730F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/12_ghz_gt_18_ghz_ku_high_ka_band/BFU730F.html","http://www.nxp.com/documents/data_sheet/BFU730F.pdf","SOT343F","DFP4","7th","55","2.8","30","197","NPN","0.8","5.8","5","2","1.3","12","5","2"
