"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","IC [max]","R1 (typ)","R2 (typ)","channel type","Ptot","VCEO"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB114ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB114ET.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB143ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB143ET.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB143XT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB143XT.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXT_SER.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","","","","","",""
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB113EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB113EU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","1","1","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB113ZU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB113ZU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","1","10","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB114EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB114EU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","10","10","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB123EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB123EU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","2.2","2.2","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB123YU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB123YU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","2.2","10","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB143EU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB143EU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","4.7","4.7","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB143XU","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB143XU.html","http://www.nxp.com/documents/data_sheet/PDTB1XXXU_SER.pdf","SOT323","SC-70","2 x 1.25 x 0.95","500","4.7","10","PNP","320","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB113ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB113ET.html","http://www.nxp.com/documents/data_sheet/PDTB113ET.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","1","1","PNP","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB113ZT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB113ZT.html","http://www.nxp.com/documents/data_sheet/PDTB113ZT.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","1","10","PNP","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB123ET","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB123ET.html","http://www.nxp.com/documents/data_sheet/PDTB123ET.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","2.2","PNP","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB123TT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB123TT.html","http://www.nxp.com/documents/data_sheet/PDTB123TT.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","","PNP","250","50"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V single PNP","PDTB123YT","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_single_pnp/PDTB123YT.html","http://www.nxp.com/documents/data_sheet/PDTB123YT.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","500","2.2","10","PNP","250","50"
