"brand","Series","PartNo","DetailLink","dataSheet","Package version"
"nxp","Power management---Lighting driver and controller ICs---LED flash driver ICs","SSL3252UK","http://www.nxp.com/products/power_management/lighting_driver_and_controller_ics/led_flash_driver_ics/SSL3252UK.html","http://www.nxp.com/documents/data_sheet/SSL3252.pdf","NAU000"
