"brand","Series","PartNo","DetailLink","dataSheet","Package name","Package version","LCD graphic driver display rows","LCD graphic driver display columns","LCD graphic driver display format","AEC-Q100 compliant","I<sup>2</sup>C-bus","I<sup>2</sup>C speed","VDD1 [min]","VDD1 [max]","VDD2 [min]","VDD2 [max]","IDD [typ]","VLCD [min]","VLCD [max]","ffr","Remark"
"nxp","Interface and connectivity---LCD drivers---LCD graphic drivers","PCA8539DUG","http://www.nxp.com/products/interface_and_connectivity/lcd_drivers/lcd_graphic_drivers/PCA8539DUG.html","http://www.nxp.com/documents/data_sheet/PCA8539.pdf","NAU000","NAU000","18","100","18 x 100","Y","Y","Fast","-0.5","6.5","2.5","5.5","120","4","16","360","Programable frame frequency"
"nxp","Interface and connectivity---LCD drivers---LCD graphic drivers","PCF8531U","http://www.nxp.com/products/interface_and_connectivity/lcd_drivers/lcd_graphic_drivers/PCF8531U.html","http://www.nxp.com/documents/data_sheet/PCF8531.pdf","UC","OL-PCF8531U","34,26,17","128","34x128 or 33x128 &amp; 1280 icons","N","Y","Fast","1.8","5.5","2.5","5.5","10","4","9","66",""
"nxp","Interface and connectivity---LCD drivers---LCD graphic drivers","PCF8578HT","http://www.nxp.com/products/interface_and_connectivity/lcd_drivers/lcd_graphic_drivers/PCF8578HT.html","http://www.nxp.com/documents/data_sheet/PCF8578.pdf","TQFP64","SOT357-1","8,16,24,32","32,24,16,8","8x32 or 16x24 stand alone; up to 40960 dots with 32 PCF8579","N","Y","Standard","2.5","6","","","6","3.5","9","64","External V_LCD"
"nxp","Interface and connectivity---LCD drivers---LCD graphic drivers","PCF8578T","http://www.nxp.com/products/interface_and_connectivity/lcd_drivers/lcd_graphic_drivers/PCF8578T.html","http://www.nxp.com/documents/data_sheet/PCF8578.pdf","VSO56","SOT190-1","8,16,24,32","32,24,16,8","8x32 or 16x24 stand alone; up to 40960 dots with 32 PCF8579","N","Y","Standard","2.5","6","","","6","3.5","9","64","External V_LCD"
"nxp","Interface and connectivity---LCD drivers---LCD graphic drivers","PCF8579HT","http://www.nxp.com/products/interface_and_connectivity/lcd_drivers/lcd_graphic_drivers/PCF8579HT.html","http://www.nxp.com/documents/data_sheet/PCF8579.pdf","TQFP64","SOT357-1","32, driven by PCF8578","40","32 PCF8579 drive up to 40960 dots, 32x1280; with PCF8578","N","Y","Standard","2.5","6","","","9","3.5","9","64",""
