"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","generation","fT [typ]","VCEO [max]","IC [max]","Ptot [max]","Polarity","GUM [typ]","@f","@IC","@VCE","GUM [typ]","@f","@IC","@VCE","NF","@f","@IC","@VCE","NF","@f","@IC","@VCE"
"nxp","RF---Transistors---Bipolar---PNP","BFG31","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFG31.html","http://www.nxp.com/documents/data_sheet/BFG31.pdf","SOT223","SC-73","2nd","5","-15","-100","1000","PNP","16","500","-70","-10","12","800","-70","-10","","","","","","","",""
"nxp","RF---Transistors---Bipolar---PNP","BFQ149","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFQ149.html","http://www.nxp.com/documents/data_sheet/BFQ149_N.pdf","SOT89","SOT89","2nd","5","-15","-100","1000","PNP","12","500","-50","-10","12","","","","3.75","500","-50","-10","","","",""
"nxp","RF---Transistors---Bipolar---PNP","BFT92","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFT92.html","http://www.nxp.com/documents/data_sheet/BFT92_CNV.pdf","SOT23","TO-236AB","2nd","5","-15","-25","300","PNP","18","500","-14","-10","18","","","","2.5","500","-5","-10","","","",""
"nxp","RF---Transistors---Bipolar---PNP","BFT92W","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFT92W.html","http://www.nxp.com/documents/data_sheet/BFT92W.pdf","SOT323","SC-70","2nd","4","-15","-35","300","PNP","17","500","-15","-10","11","1000","-15","-10","2.5","500","-5","-10","3","1000","-5","-10"
"nxp","RF---Transistors---Bipolar---PNP","BFT93","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFT93.html","http://www.nxp.com/documents/data_sheet/BFT93_CNV.pdf","SOT23","TO-236AB","2nd","5","-12","-35","300","PNP","16.5","500","-30","-5","16.5","","","","2.4","500","-10","-5","","","",""
"nxp","RF---Transistors---Bipolar---PNP","BFT93W","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BFT93W.html","http://www.nxp.com/documents/data_sheet/BFT93W.pdf","SOT323","SC-70","2nd","4","-12","-50","300","PNP","15.5","500","-30","-5","10","1000","-30","-5","2.4","500","-10","-5","3","1000","-10","-5"
"nxp","RF---Transistors---Bipolar---PNP","BSR12","http://www.nxp.com/products/rf/transistors/bipolar/pnp/BSR12.html","http://www.nxp.com/documents/data_sheet/BSR12_CNV.pdf","SOT23","TO-236AB","","","-15","","250","PNP","","","","","","","","","","","","","","","",""
