"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Logic switching levels","Output drive capability","tpd","fmax","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Buffers/inverters/drivers","74AHCT04PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT04PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT04.pdf","Production","AHC(T)","hex inverter; TTL enabled","4.5 - 5.5","TTL","+/- 8","3","60","6","low","-40~125","141","1.0","67.1874314159292","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC14BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC14BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","106","20.9","74","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC14D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC14D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","108","20.1","66","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC14PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC14PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger","2.0 - 5.5","CMOS","+/- 8","3.2","60","6","low","-40~125","141","7.78845353982301","67.1874314159292","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT14BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT14BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","106","20.9","74","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT14D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT14D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","108","20.1","66","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT14PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT14PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT14.pdf","Production","AHC(T)","hex inverter Schmitt-trigger; TTL enabled","4.5 - 5.5","TTL","+/- 8","4","60","6","low","-40~125","141","7.78845353982301","67.1874314159292","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC125BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC125BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC125D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC125D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC125PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC125PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3","60","4","low","-40~125","138","6.91114601769911","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT125BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT125BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT125D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT125D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT125PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT125PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT125.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","138","1.0","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC126BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC126BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC126D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC126D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC126PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC126PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.3","60","4","low","-40~125","138","6.91114601769911","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT126BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT126BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","103","18.4","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT126D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT126D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","105","17.8","63","14","SO14","SOT108-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT126PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT126PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT126.pdf","Production","AHC(T)","quad buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","4","low","-40~125","138","6.91114601769911","64.2503584070796","14","TSSOP14","SOT402-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT240BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT240BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT240.pdf","Production","AHC(T)","octal inverter/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","8","low","-40~125","78","9.1","50","20","DHVQFN20","SOT764-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT240D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT240D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT240.pdf","Production","AHC(T)","octal inverter/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","8","low","-40~125","85","27.2","61","20","SO20","SOT163-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT240PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT240PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT240.pdf","Production","AHC(T)","octal inverter/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3","60","8","low","-40~125","100","4.58571558998839","44.6393877737345","20","TSSOP20","SOT360-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC244BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC244BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.5","60","8","low","-40~125","78","9.1","50","20","DHVQFN20","SOT764-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC244D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC244D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.5","60","8","low","-40~125","85","27.2","61","20","SO20","SOT163-1"
"nxp","Logic---Buffers/inverters/drivers","74AHC244PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHC244PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver (3-state)","2.0 - 5.5","CMOS","+/- 8","3.5","60","8","low","-40~125","100","4.59030011347185","44.6588410220292","20","TSSOP20","SOT360-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT244BQ","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT244BQ.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3.5","60","8","low","-40~125","78","9.1","50","20","DHVQFN20","SOT764-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT244D","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT244D.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3.5","60","8","low","-40~125","85","27.2","61","20","SO20","SOT163-1"
"nxp","Logic---Buffers/inverters/drivers","74AHCT244PW","http://www.nxp.com/products/logic/buffers_inverters_drivers/74AHCT244PW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT244.pdf","Production","AHC(T)","octal buffer/line driver; TTL enabled (3-state)","4.5 - 5.5","TTL","+/- 8","3.5","60","8","low","-40~125","100","4.59030011347185","44.6588410220292","20","TSSOP20","SOT360-1"
