"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLC8G21LS-160AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLC8G21LS-160AV.html","http://www.nxp.com/documents/data_sheet/BLC8G21LS-160AV.pdf","SOT1275-1","1805","2025","160","28","45","15","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLC8G22LS-450AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLC8G22LS-450AV.html","http://www.nxp.com/documents/data_sheet/BLC8G22LS-450AV.pdf","SOT1258-1","2110","2170","450","28","41","14","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF6G21-10G","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF6G21-10G.html","http://www.nxp.com/documents/data_sheet/BLF6G21-10G.pdf","SOT538A","1","2200","10","28","15","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF6G22LS-40P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF6G22LS-40P.html","http://www.nxp.com/documents/data_sheet/BLF6G22L-40P_6G22LS-40P.pdf","SOT1121B","2110","2170","40","28","30","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF6G22LS-100","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF6G22LS-100.html","http://www.nxp.com/documents/data_sheet/BLF6G22LS-100.pdf","SOT502B","2000","2200","100","28","29","18.2","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF6G22LS-130","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF6G22LS-130.html","http://www.nxp.com/documents/data_sheet/BLF6G22LS-130.pdf","SOT502B","2000","2200","130","28","28.5","17","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF7G21LS-160P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF7G21LS-160P.html","http://www.nxp.com/documents/data_sheet/BLF7G21L-160P_7G21LS-160P.pdf","SOT1121B","1800","2050","160","28","34","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF7G21LS-160","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF7G21LS-160.html","http://www.nxp.com/documents/data_sheet/BLF7G21LS-160.pdf","SOT1121B","1800","2050","160","28","34","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF7G22L-130","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF7G22L-130.html","http://www.nxp.com/documents/data_sheet/BLF7G22L-130_7G22LS-130.pdf","SOT502A","2000","2200","130","28","32","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.0 - 2.2 GHz transistors","BLF7G22LS-130","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_0_2_2_ghz_transistors/BLF7G22LS-130.html","http://www.nxp.com/documents/data_sheet/BLF7G22L-130_7G22LS-130.pdf","SOT502B","2000","2200","130","28","32","18.5","2-c WCDMA; 2-c WCDMA","Production"
