"brand","Series","PartNo","DetailLink","dataSheet","Package name","RF-IF function","RF  frequency [max]","VCC [min]","VCC [max]","Product status"
"nxp","RF---Switches","SA630D","http://www.nxp.com/products/rf/switches/SA630D.html","http://www.nxp.com/documents/data_sheet/SA630.pdf","SO8","SPDT Switch","1000","3","5.5","Production"
