"brand","Series","PartNo","DetailLink","dataSheet","Package version","Supply voltage","Phase offset","Other features","Operating Temperature","Inputs","Outputs","Output frequency range","Jitter (pk-pk)","Output skew","Application"
"nxp","Interface and connectivity---Clock distribution","PCKV857DGG","http://www.nxp.com/products/interface_and_connectivity/clock_distribution/PCKV857DGG.html","http://www.nxp.com/documents/data_sheet/PCKV857.pdf","SOT362-1","2","150","power-down?input frequency detection","0~+70","1 x SSTL-2","11 x SSTL-2","60~190","100","100","DDR200 - DDR266 zero-delay clock distribution, DIMMs"
