"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC","Output drive capability","Logic switching levels","tpd","fmax","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Counters/frequency dividers---Divider counters","HEF4060BT","http://www.nxp.com/products/logic/counters_frequency_dividers/divider_counters/HEF4060BT.html","http://www.nxp.com/documents/data_sheet/HEF4060B.pdf","Production","HEF4000B","14-stage binary ripple counter with oscillator","4.5 - 15.5","+/- 2.4","CMOS","50","30","medium","-40~85","88","7.74633532934132","47.1919101796407","16","SO16","SOT109-1"
