"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","IC [max]","R1 (typ)","R2 (typ)","channel type","VCEO"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V double NPN","PIMN31","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_double_npn/PIMN31.html","http://www.nxp.com/documents/data_sheet/PIMN31.pdf","SOT457","TSOP6","2.9 x 1.5 x 1","500","1","10","NPN/NPN","50"
