"brand","Series","PartNo","DetailLink","dataSheet","Package version","matched capacitance","Cd1/Cd2 [min]","Cd1/Cd2 [typ]","Cd1/Cd2 [max]","@V1","@V2","@f","rs [typ]","rs [max]","@f","@Cd"
"nxp","RF---Diodes---Varicap diodes---TV/VCR/DVD/HDD varicap diodes - UHF tuning","BB135","http://www.nxp.com/products/rf/diodes/varicap_diodes/tv_vcr_dvd_hdd_varicap_diodes_uhf_tuning/BB135.html","http://www.nxp.com/documents/data_sheet/BB135.pdf","SOD323","N; N","8.9","","12","0.5","28","1","","0.75","470","9"
"nxp","RF---Diodes---Varicap diodes---TV/VCR/DVD/HDD varicap diodes - UHF tuning","BB174","http://www.nxp.com/products/rf/diodes/varicap_diodes/tv_vcr_dvd_hdd_varicap_diodes_uhf_tuning/BB174.html","http://www.nxp.com/documents/data_sheet/BB174.pdf","SOD523","N; N","8.45","9","10.9","1","28","1","0.6","0.75","470","9"
