"brand","Series","PartNo","DetailLink","dataSheet","Package version","Application","Operating Temperature","Number of pins","Receiver/Transmitter type","Function"
"nxp","Interface and connectivity---UARTs---Eight channel","SC28L198A1A","http://www.nxp.com/products/interface_and_connectivity/uarts/eight_channel/SC28L198A1A.html","http://www.nxp.com/documents/data_sheet/SC28L198.pdf","SOT189-2","Data Communication","-40~85","84","Octal UARTs","Receivers/Transmitters"
"nxp","Interface and connectivity---UARTs---Eight channel","SC28L198A1BE","http://www.nxp.com/products/interface_and_connectivity/uarts/eight_channel/SC28L198A1BE.html","http://www.nxp.com/documents/data_sheet/SC28L198.pdf","SOT407-1","Data Communication","-40~85","100","Octal UARTs","Receivers/Transmitters"
"nxp","Interface and connectivity---UARTs---Eight channel","SCC2698BC1A84","http://www.nxp.com/products/interface_and_connectivity/uarts/eight_channel/SCC2698BC1A84.html","http://www.nxp.com/documents/data_sheet/SCC2698B.pdf","SOT189-2","Data Communication","0~70","84","Octal UARTs","Receivers/Transmitters"
"nxp","Interface and connectivity---UARTs---Eight channel","SCC2698BE1A84","http://www.nxp.com/products/interface_and_connectivity/uarts/eight_channel/SCC2698BE1A84.html","http://www.nxp.com/documents/data_sheet/SCC2698B.pdf","SOT189-2","Data Communication","-40~85","84","Octal UARTs","Receivers/Transmitters"
