"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Type","Description","VCC","Logic switching levels","Output drive capability","tpd","fmax","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Gates---OR gates","74ABT32D","http://www.nxp.com/products/logic/gates/or_gates/74ABT32D.html","http://www.nxp.com/documents/data_sheet/74ABT32.pdf","Production","ABT","OR gates","quad 2-input OR gate","4.5 - 5.5","TTL","-15/+20","2.3","100","4","medium","-40~85","106","18.9","64","14","SO14","SOT108-1"
"nxp","Logic---Gates---OR gates","74ABT32DB","http://www.nxp.com/products/logic/gates/or_gates/74ABT32DB.html","http://www.nxp.com/documents/data_sheet/74ABT32.pdf","Production","ABT","OR gates","quad 2-input OR gate","4.5 - 5.5","TTL","-15/+20","2.3","100","4","medium","-40~85","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Gates---OR gates","74ABT32PW","http://www.nxp.com/products/logic/gates/or_gates/74ABT32PW.html","http://www.nxp.com/documents/data_sheet/74ABT32.pdf","Production","ABT","OR gates","quad 2-input OR gate","4.5 - 5.5","TTL","-15/+20","2.3","100","4","medium","-40~85","140","7.36346238938053","65.7646349557522","14","TSSOP14","SOT402-1"
"nxp","Logic---Gates---OR gates","74AHC1G32GV","http://www.nxp.com/products/logic/gates/or_gates/74AHC1G32GV.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G32.pdf","Production","AHC(T)","OR gates","single 2-input OR gate","2.0 - 5.5","CMOS","+/- 8","3.2","60","1","low","-40~125","272","64.5","170","5","TSOP5","SOT753"
"nxp","Logic---Gates---OR gates","74AHC1G32GW","http://www.nxp.com/products/logic/gates/or_gates/74AHC1G32GW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G32.pdf","Production","AHC(T)","OR gates","single 2-input OR gate","2.0 - 5.5","CMOS","+/- 8","3.2","60","1","low","-40~125","312","82.5","183","5","TSSOP5","SOT353-1"
"nxp","Logic---Gates---OR gates","74AHCT1G32GV","http://www.nxp.com/products/logic/gates/or_gates/74AHCT1G32GV.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G32.pdf","Production","AHC(T)","OR gates","single 2-input OR gate","4.5 - 5.5","TTL","+/- 8","3.3","60","1","low","-40~125","272","64.5","170","5","TSOP5","SOT753"
"nxp","Logic---Gates---OR gates","74AHCT1G32GW","http://www.nxp.com/products/logic/gates/or_gates/74AHCT1G32GW.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT1G32.pdf","Production","AHC(T)","OR gates","single 2-input OR gate","4.5 - 5.5","TTL","+/- 8","3.3","60","1","low","-40~125","312","82.5","183","5","TSSOP5","SOT353-1"
"nxp","Logic---Gates---OR gates","74AHC2G32DC","http://www.nxp.com/products/logic/gates/or_gates/74AHC2G32DC.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT2G32.pdf","Production","AHC(T)","OR gates","dual 2-input OR gate","2.0 - 5.5","CMOS","+/- 8","3.2","60","2","low","-40~125","205","35.8","116","8","VSSOP8","SOT765-1"
"nxp","Logic---Gates---OR gates","74AHC2G32DP","http://www.nxp.com/products/logic/gates/or_gates/74AHC2G32DP.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT2G32.pdf","Production","AHC(T)","OR gates","dual 2-input OR gate","2.0 - 5.5","CMOS","+/- 8","3.2","60","2","low","-40~125","218","20.9","106","8","TSSOP8","SOT505-2"
"nxp","Logic---Gates---OR gates","74AHC2G32GD","http://www.nxp.com/products/logic/gates/or_gates/74AHC2G32GD.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT2G32.pdf","Production","AHC(T)","OR gates","dual 2-input OR gate","2.0 - 5.5","CMOS","+/- 8","3.2","60","2","low","-40~125","623","85.0","281","8","XSON8","SOT996-2"
"nxp","Logic---Gates---OR gates","74AHCT2G32DC","http://www.nxp.com/products/logic/gates/or_gates/74AHCT2G32DC.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT2G32.pdf","Production","AHC(T)","OR gates","dual 2-input OR gate","4.5 - 5.5","TTL","+/- 8","3.3","60","2","low","-40~125","205","35.8","116","8","VSSOP8","SOT765-1"
"nxp","Logic---Gates---OR gates","74AHCT2G32DP","http://www.nxp.com/products/logic/gates/or_gates/74AHCT2G32DP.html","http://www.nxp.com/documents/data_sheet/74AHC_AHCT2G32.pdf","Production","AHC(T)","OR gates","dual 2-input OR gate","4.5 - 5.5","TTL","+/- 8","3.3","60","2","low","-40~125","218","20.9","106","8","TSSOP8","SOT505-2"
