"brand","Series","PartNo","DetailLink","dataSheet","Package version"
"nxp","Interface and connectivity---CAN protocol controllers","SJA1000T","http://www.nxp.com/products/interface_and_connectivity/can_protocol_controllers/SJA1000T.html","http://www.nxp.com/documents/data_sheet/SJA1000.pdf","SOT136-1"
