"brand","Series","PartNo","DetailLink","dataSheet","Package version"
"nxp","Interface and connectivity---Video SERDES","PTN3700EV","http://www.nxp.com/products/interface_and_connectivity/video_serdes/PTN3700EV.html","http://www.nxp.com/documents/data_sheet/PTN3700.pdf","SOT991-1"
