"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size"
"nxp","Bipolar transistors---Resistor-equipped transistors (RETs)---RET 500 mA， 50 V---RET 500 mA， 50 V complementary","PIMC31","http://www.nxp.com/products/bipolar_transistors/resistor_equipped_transistors_rets/ret_500_ma_50_v/ret_500_ma_50_v_complementary/PIMC31.html","http://www.nxp.com/documents/data_sheet/PIMC31.pdf","SOT457","TSOP6","2.9 x 1.5 x 1"
