"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF571","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF571.html","http://www.nxp.com/documents/data_sheet/BLF571.pdf","SOT467C","10","500","20","50","70","27.5","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF642","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF642.html","http://www.nxp.com/documents/data_sheet/BLF642.pdf","SOT467C","1","1400","35","32","63","19","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF871","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF871.html","http://www.nxp.com/documents/data_sheet/BLF871_BLF871S.pdf","SOT467C","1","1000","100","40","60","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF871S","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF871S.html","http://www.nxp.com/documents/data_sheet/BLF871_BLF871S.pdf","SOT467B","1","1000","100","40","60","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF879P","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF879P.html","http://www.nxp.com/documents/data_sheet/BLF879P_BLF879PS.pdf","SOT539A","470","860","500","42","47","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF879PS","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF879PS.html","http://www.nxp.com/documents/data_sheet/BLF879P_BLF879PS.pdf","SOT539B","470","860","500","42","47","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF881","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF881.html","http://www.nxp.com/documents/data_sheet/BLF881_BLF881S.pdf","SOT467C","1","1000","140","50","49","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF881S","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF881S.html","http://www.nxp.com/documents/data_sheet/BLF881_BLF881S.pdf","SOT467B","1","1000","140","50","49","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF882","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF882.html","http://www.nxp.com/documents/data_sheet/BLF882_BLF882S.pdf","SOT502A","10","860","200","50","63","20.6","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF882S","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF882S.html","http://www.nxp.com/documents/data_sheet/BLF882_BLF882S.pdf","SOT502B","10","860","200","50","63","20.6","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF884P","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF884P.html","http://www.nxp.com/documents/data_sheet/BLF884P_BLF884PS.pdf","SOT1121A","470","860","300","50","46","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF884PS","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF884PS.html","http://www.nxp.com/documents/data_sheet/BLF884P_BLF884PS.pdf","SOT1121B","470","860","300","50","46","21","CW; CW","Production"
"nxp","RF---Amplifiers---Power transistors---Broadcast---470-860 MHz UHF broadcast","BLF888A","http://www.nxp.com/products/rf/amplifiers/power_transistors/broadcast/470_860_mhz_uhf_broadcast/BLF888A.html","http://www.nxp.com/documents/data_sheet/BLF888A_BLF888AS.pdf","SOT539A","470","860","600","50","31","20","DVB-T; DVB-T","Production"
