"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Product status","Product description","Input formats","Output formats","VP [min - max]","T[min] - [max]","Resolution [max]","Sampling rate [min] - [max]","Power dissipation [Typ]","ADC SNo [Typ]"
"nxp","Data converters---Audio converters---Audio ADCs","UDA1361TS","http://www.nxp.com/products/data_converters/audio_converters/audio_adcs/UDA1361TS.html","http://www.nxp.com/documents/data_sheet/UDA1361TS.pdf","SOT369-1","SSOP16","Production","96 kHz sampling 24-bit stereo audio ADC","Analog","I2S","2.4 - 3.6","-40 - +85","24","5 - 110","42","100"
