"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","Configuration","VCC","Logic switching levels","RON","RON(FLAT)","f(-3dB)","THD","Xtalk","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Analog switches","74HCT4851D","http://www.nxp.com/products/logic/analog_switches/74HCT4851D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4851.pdf","Production","HC(T)","single-pole, octal-throw analog switch; TTL enabled","SP8T-Z","4.5 - 5.5","TTL","240","","","","","very low","-40~125","79","3.76030538922156","37.6577574850299","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74HCT4851PW","http://www.nxp.com/products/logic/analog_switches/74HCT4851PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4851.pdf","Production","HC(T)","single-pole, octal-throw analog switch; TTL enabled","SP8T-Z","4.5 - 5.5","TTL","240","","","","","very low","-40~125","112","1.5879880239521","40.1517365269461","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74HC4852BQ","http://www.nxp.com/products/logic/analog_switches/74HC4852BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","2.0 - 10.0","CMOS","220","","","","","very low","-40~125","80","4.9","48","16","DHVQFN16","SOT763-1"
"nxp","Logic---Analog switches","74HC4852D","http://www.nxp.com/products/logic/analog_switches/74HC4852D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","2.0 - 10.0","CMOS","220","","","","","very low","-40~125","80","3.9","38","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74HC4852PW","http://www.nxp.com/products/logic/analog_switches/74HC4852PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","2.0 - 10.0","CMOS","220","","","","","very low","-40~125","112","1.65489520958084","40.4776946107784","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74HCT4852BQ","http://www.nxp.com/products/logic/analog_switches/74HCT4852BQ.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","4.5 - 5.5","TTL","240","","","","","very low","-40~125","80","4.7","47","16","DHVQFN16","SOT763-1"
"nxp","Logic---Analog switches","74HCT4852D","http://www.nxp.com/products/logic/analog_switches/74HCT4852D.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","4.5 - 5.5","TTL","240","","","","","very low","-40~125","79","3.76030538922156","37.6577574850299","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74HCT4852PW","http://www.nxp.com/products/logic/analog_switches/74HCT4852PW.html","http://www.nxp.com/documents/data_sheet/74HC_HCT4852.pdf","Production","HC(T)","dual single-pole, quad-throw analog switch; TTL enabled","SP4T-Z","4.5 - 5.5","TTL","240","","","","","very low","-40~125","112","1.5879880239521","40.1517365269461","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74LV4051BQ","http://www.nxp.com/products/logic/analog_switches/74LV4051BQ.html","http://www.nxp.com/documents/data_sheet/74LV4051.pdf","Production","LV","single-pole, octal-throw analog switch","SP8T-Z","1.0 - 6.0","TTL","135","35","200","0.4","-60","very low","-40~125","84","7.4","52","16","DHVQFN16","SOT763-1"
"nxp","Logic---Analog switches","74LV4051D","http://www.nxp.com/products/logic/analog_switches/74LV4051D.html","http://www.nxp.com/documents/data_sheet/74LV4051.pdf","Production","LV","single-pole, octal-throw analog switch","SP8T-Z","1.0 - 6.0","TTL","135","35","200","0.4","-60","very low","-40~125","82","5.06416766467066","40.7764550898204","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74LV4051DB","http://www.nxp.com/products/logic/analog_switches/74LV4051DB.html","http://www.nxp.com/documents/data_sheet/74LV4051.pdf","Production","LV","single-pole, octal-throw analog switch","SP8T-Z","1.0 - 6.0","TTL","135","35","200","0.4","-60","very low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Analog switches","74LV4051PW","http://www.nxp.com/products/logic/analog_switches/74LV4051PW.html","http://www.nxp.com/documents/data_sheet/74LV4051.pdf","Production","LV","single-pole, octal-throw analog switch","SP8T-Z","1.0 - 6.0","TTL","135","35","200","0.4","-60","very low","-40~125","116","2.45234011976048","44.3626826347305","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74LV4052D","http://www.nxp.com/products/logic/analog_switches/74LV4052D.html","http://www.nxp.com/documents/data_sheet/74LV4052.pdf","Production","LV","dual single-pole, quad-throw analog switch","SP4T-Z","1.0 - 6.0","TTL","125","15","180","0.4","-60","very low","-40~125","78","3.50440718562874","37.0456766467066","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74LV4052DB","http://www.nxp.com/products/logic/analog_switches/74LV4052DB.html","http://www.nxp.com/documents/data_sheet/74LV4052.pdf","Production","LV","dual single-pole, quad-throw analog switch","SP4T-Z","1.0 - 6.0","TTL","125","15","180","0.4","-60","very low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Analog switches","74LV4052PW","http://www.nxp.com/products/logic/analog_switches/74LV4052PW.html","http://www.nxp.com/documents/data_sheet/74LV4052.pdf","Production","LV","dual single-pole, quad-throw analog switch","SP4T-Z","1.0 - 6.0","TTL","125","15","180","0.4","-60","very low","-40~125","113","1.69254071856287","40.6610958083832","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74LV4053BQ","http://www.nxp.com/products/logic/analog_switches/74LV4053BQ.html","http://www.nxp.com/documents/data_sheet/74LV4053.pdf","Production","LV","triple single-pole, double-throw analog switch","SPDT-Z","1.0 - 6.0","TTL","150","30","180","0.4","-60","very low","-40~125","86","9.1","54","16","DHVQFN16","SOT763-1"
"nxp","Logic---Analog switches","74LV4053D","http://www.nxp.com/products/logic/analog_switches/74LV4053D.html","http://www.nxp.com/documents/data_sheet/74LV4053.pdf","Production","LV","triple single-pole, double-throw analog switch","SPDT-Z","1.0 - 6.0","TTL","150","30","180","0.4","-60","very low","-40~125","84","6.25525748502994","43.6254131736527","16","SO16","SOT109-1"
"nxp","Logic---Analog switches","74LV4053DB","http://www.nxp.com/products/logic/analog_switches/74LV4053DB.html","http://www.nxp.com/documents/data_sheet/74LV4053.pdf","Production","LV","triple single-pole, double-throw analog switch","SPDT-Z","1.0 - 6.0","TTL","150","30","180","0.4","-60","very low","-40~125","148","42.0","","16","SSOP16","SOT338-1"
"nxp","Logic---Analog switches","74LV4053PW","http://www.nxp.com/products/logic/analog_switches/74LV4053PW.html","http://www.nxp.com/documents/data_sheet/74LV4053.pdf","Production","LV","triple single-pole, double-throw analog switch","SPDT-Z","1.0 - 6.0","TTL","150","30","180","0.4","-60","very low","-40~125","118","3.03972215568862","47.2242874251497","16","TSSOP16","SOT403-1"
"nxp","Logic---Analog switches","74LV4066D","http://www.nxp.com/products/logic/analog_switches/74LV4066D.html","http://www.nxp.com/documents/data_sheet/74LV4066.pdf","Production","LV","quad single-pole, single-throw analog switch","SPST-NO","1.0 - 6.0","TTL","50","3","180","0.02","-60","very low","-40~125","102","15.9","60","14","SO14","SOT108-1"
"nxp","Logic---Analog switches","74LV4066DB","http://www.nxp.com/products/logic/analog_switches/74LV4066DB.html","http://www.nxp.com/documents/data_sheet/74LV4066.pdf","Production","LV","quad single-pole, single-throw analog switch","SPST-NO","1.0 - 6.0","TTL","50","3","180","0.02","-60","very low","-40~125","156","40.0","","14","SSOP14","SOT337-1"
"nxp","Logic---Analog switches","74LV4066PW","http://www.nxp.com/products/logic/analog_switches/74LV4066PW.html","http://www.nxp.com/documents/data_sheet/74LV4066.pdf","Production","LV","quad single-pole, single-throw analog switch","SPST-NO","1.0 - 6.0","TTL","50","3","180","0.02","-60","very low","-40~125","117","1.0","40.3050619469027","14","TSSOP14","SOT402-1"
"nxp","Logic---Analog switches","74LVC1G53DC","http://www.nxp.com/products/logic/analog_switches/74LVC1G53DC.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","203","34.1","113","8","VSSOP8","SOT765-1"
"nxp","Logic---Analog switches","74LVC1G53DP","http://www.nxp.com/products/logic/analog_switches/74LVC1G53DP.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","214","19.9","105","8","TSSOP8","SOT505-2"
"nxp","Logic---Analog switches","74LVC1G53GD","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GD.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","610","80.7","270","8","XSON8","SOT996-2"
"nxp","Logic---Analog switches","74LVC1G53GF","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GF.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","252","2.1","123","8","XSON8","SOT1089"
"nxp","Logic---Analog switches","74LVC1G53GM","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GM.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Analog switches","74LVC1G53GN","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GN.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","238","10.6","148","8","XSON8","SOT1116"
"nxp","Logic---Analog switches","74LVC1G53GS","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GS.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","276","10.8","146","8","XSON8","SOT1203"
"nxp","Logic---Analog switches","74LVC1G53GT","http://www.nxp.com/products/logic/analog_switches/74LVC1G53GT.html","http://www.nxp.com/documents/data_sheet/74LVC1G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","327","6.1","157","8","XSON8","SOT833-1"
"nxp","Logic---Analog switches","74LVC1G66GF","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GF.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","303","7.3","152","6","XSON6","SOT891"
"nxp","Logic---Analog switches","74LVC1G66GM","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GM.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","303","7.3","152","6","XSON6","SOT886"
"nxp","Logic---Analog switches","74LVC1G66GN","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GN.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","311","18.4","193","6","XSON6","SOT1115"
"nxp","Logic---Analog switches","74LVC1G66GS","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GS.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","302","23.3","200","6","XSON6","SOT1202"
"nxp","Logic---Analog switches","74LVC1G66GV","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GV.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","258","56.2","160","5","TSOP5","SOT753"
"nxp","Logic---Analog switches","74LVC1G66GW","http://www.nxp.com/products/logic/analog_switches/74LVC1G66GW.html","http://www.nxp.com/documents/data_sheet/74LVC1G66.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","299","71.1","171","5","TSSOP5","SOT353-1"
"nxp","Logic---Analog switches","74LVC1G384GF","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GF.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","303","7.3","152","6","XSON6","SOT891"
"nxp","Logic---Analog switches","74LVC1G384GM","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GM.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","303","7.3","152","6","XSON6","SOT886"
"nxp","Logic---Analog switches","74LVC1G384GN","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GN.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","311","18.4","193","6","XSON6","SOT1115"
"nxp","Logic---Analog switches","74LVC1G384GS","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GS.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","302","23.3","200","6","XSON6","SOT1202"
"nxp","Logic---Analog switches","74LVC1G384GV","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GV.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","258","56.2","160","5","TSOP5","SOT753"
"nxp","Logic---Analog switches","74LVC1G384GW","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GW.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","299","71.1","171","5","TSSOP5","SOT353-1"
"nxp","Logic---Analog switches","74LVC1G384GX","http://www.nxp.com/products/logic/analog_switches/74LVC1G384GX.html","http://www.nxp.com/documents/data_sheet/74LVC1G384.pdf","Production","LVC","single-pole, single-throw analog switch","SPST-NC","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.001","","very low","-40~125","","","","5","X2SON5","SOT1226"
"nxp","Logic---Analog switches","74LVC1G3157GF","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GF.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","286","6.3","142","6","XSON6","SOT891"
"nxp","Logic---Analog switches","74LVC1G3157GM","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GM.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","286","6.3","142","6","XSON6","SOT886"
"nxp","Logic---Analog switches","74LVC1G3157GN","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GN.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","262","9.4","163","6","XSON6","SOT1115"
"nxp","Logic---Analog switches","74LVC1G3157GS","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GS.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","261","11.8","169","6","XSON6","SOT1202"
"nxp","Logic---Analog switches","74LVC1G3157GV","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GV.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","227","35.5","141","6","TSOP6","SOT457"
"nxp","Logic---Analog switches","74LVC1G3157GW","http://www.nxp.com/products/logic/analog_switches/74LVC1G3157GW.html","http://www.nxp.com/documents/data_sheet/74LVC1G3157.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","261","35.7","150","6","TSSOP6","SOT363"
"nxp","Logic---Analog switches","74LVC2G53DC","http://www.nxp.com/products/logic/analog_switches/74LVC2G53DC.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","203","34.1","113","8","VSSOP8","SOT765-1"
"nxp","Logic---Analog switches","74LVC2G53DP","http://www.nxp.com/products/logic/analog_switches/74LVC2G53DP.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","214","19.9","105","8","TSSOP8","SOT505-2"
"nxp","Logic---Analog switches","74LVC2G53GD","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GD.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","610","80.7","270","8","XSON8","SOT996-2"
"nxp","Logic---Analog switches","74LVC2G53GF","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GF.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","251","128.0","","8","XSON8","SOT1089"
"nxp","Logic---Analog switches","74LVC2G53GM","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GM.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Analog switches","74LVC2G53GN","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GN.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","238","10.6","148","8","XSON8","SOT1116"
"nxp","Logic---Analog switches","74LVC2G53GS","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GS.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","276","10.8","146","8","XSON8","SOT1203"
"nxp","Logic---Analog switches","74LVC2G53GT","http://www.nxp.com/products/logic/analog_switches/74LVC2G53GT.html","http://www.nxp.com/documents/data_sheet/74LVC2G53.pdf","Production","LVC","single-pole, double-throw analog switch","SPDT-Z","1.65 - 5.5","CMOS/LVTTL","15","1.5","300","0.078","","very low","-40~125","327","6.1","157","8","XSON8","SOT833-1"
"nxp","Logic---Analog switches","74LVC2G66DC","http://www.nxp.com/products/logic/analog_switches/74LVC2G66DC.html","http://www.nxp.com/documents/data_sheet/74LVC2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","192","26.5","101","8","VSSOP8","SOT765-1"
"nxp","Logic---Analog switches","74LVC2G66DP","http://www.nxp.com/products/logic/analog_switches/74LVC2G66DP.html","http://www.nxp.com/documents/data_sheet/74LVC2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","196","15.1","99","8","TSSOP8","SOT505-2"
"nxp","Logic---Analog switches","74LVC2G66GD","http://www.nxp.com/products/logic/analog_switches/74LVC2G66GD.html","http://www.nxp.com/documents/data_sheet/74LVC2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","546","60.7","220","8","XSON8","SOT996-2"
"nxp","Logic---Analog switches","74LVC2G66GM","http://www.nxp.com/products/logic/analog_switches/74LVC2G66GM.html","http://www.nxp.com/documents/data_sheet/74LVC2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Analog switches","74LVC2G66GT","http://www.nxp.com/products/logic/analog_switches/74LVC2G66GT.html","http://www.nxp.com/documents/data_sheet/74LVC2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","285","3.8","128","8","XSON8","SOT833-1"
"nxp","Logic---Analog switches","74LVC4066BQ","http://www.nxp.com/products/logic/analog_switches/74LVC4066BQ.html","http://www.nxp.com/documents/data_sheet/74LVC4066.pdf","Production","LVC","quad single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","103","18.5","71","14","DHVQFN14","SOT762-1"
"nxp","Logic---Analog switches","74LVC4066D","http://www.nxp.com/products/logic/analog_switches/74LVC4066D.html","http://www.nxp.com/documents/data_sheet/74LVC4066.pdf","Production","LVC","quad single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","104","17.7","63","14","SO14","SOT108-1"
"nxp","Logic---Analog switches","74LVC4066PW","http://www.nxp.com/products/logic/analog_switches/74LVC4066PW.html","http://www.nxp.com/documents/data_sheet/74LVC4066.pdf","Production","LVC","quad single-pole, single-throw analog switch","SPST-NO","1.65 - 5.5","CMOS/LVTTL","15","1.5","440","0.005","","very low","-40~125","138","6.92396902654867","64.2932876106195","14","TSSOP14","SOT402-1"
"nxp","Logic---Analog switches","74LVCV2G66DC","http://www.nxp.com/products/logic/analog_switches/74LVCV2G66DC.html","http://www.nxp.com/documents/data_sheet/74LVCV2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch; overvoltage tolerant","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","3","210","0.01","","very low","-40~125","192","26.5","101","8","VSSOP8","SOT765-1"
"nxp","Logic---Analog switches","74LVCV2G66DP","http://www.nxp.com/products/logic/analog_switches/74LVCV2G66DP.html","http://www.nxp.com/documents/data_sheet/74LVCV2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch; overvoltage tolerant","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","3","210","0.01","","very low","-40~125","196","15.1","99","8","TSSOP8","SOT505-2"
"nxp","Logic---Analog switches","74LVCV2G66GD","http://www.nxp.com/products/logic/analog_switches/74LVCV2G66GD.html","http://www.nxp.com/documents/data_sheet/74LVCV2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch; overvoltage tolerant","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","3","210","0.01","","very low","-40~125","546","60.7","220","8","XSON8","SOT996-2"
"nxp","Logic---Analog switches","74LVCV2G66GM","http://www.nxp.com/products/logic/analog_switches/74LVCV2G66GM.html","http://www.nxp.com/documents/data_sheet/74LVCV2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch; overvoltage tolerant","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","3","210","0.01","","very low","-40~125","","","","8","XQFN8","SOT902-2"
"nxp","Logic---Analog switches","74LVCV2G66GT","http://www.nxp.com/products/logic/analog_switches/74LVCV2G66GT.html","http://www.nxp.com/documents/data_sheet/74LVCV2G66.pdf","Production","LVC","dual single-pole, single-throw analog switch; overvoltage tolerant","SPST-NO","2.3 - 5.5","CMOS/LVTTL","15","3","210","0.01","","very low","-40~125","","","","8","XSON8","SOT833-1"
