"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G15L-40RN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G15L-40RN.html","http://www.nxp.com/documents/data_sheet/BLF6G15L-40RN_6G15LS-40RN.pdf","SOT1135A","1450","1550","40","28","13.5","22.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G15LS-40RN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G15LS-40RN.html","http://www.nxp.com/documents/data_sheet/BLF6G15L-40RN_6G15LS-40RN.pdf","SOT1135B","1450","1550","40","28","13.5","22.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G15L-40BRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G15L-40BRN.html","http://www.nxp.com/documents/data_sheet/BLF6G15L-40BRN.pdf","SOT1112A","1450","1550","40","28","13","22","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G15L-250PBRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G15L-250PBRN.html","http://www.nxp.com/documents/data_sheet/BLF6G15L-250PBRN.pdf","SOT1110A","1450","1550","250","28","33","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G15LS-250PBRN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G15LS-250PBRN.html","http://www.nxp.com/documents/data_sheet/BLF6G15LS-250PBRN.pdf","SOT1110B","1450","1550","250","28","34","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF6G21-10G","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF6G21-10G.html","http://www.nxp.com/documents/data_sheet/BLF6G21-10G.pdf","SOT538A","1","2200","10","28","15","18.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF7G15LS-200","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF7G15LS-200.html","http://www.nxp.com/documents/data_sheet/BLF7G15LS-200.pdf","SOT502B","1450","1550","200","28","29","19.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLF7G15LS-300P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLF7G15LS-300P.html","http://www.nxp.com/documents/data_sheet/BLF7G15LS-300P.pdf","SOT539B","1450","1550","300","28","31","18","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLP7G22-05","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLP7G22-05.html","http://www.nxp.com/documents/data_sheet/BLP7G22-05.pdf","SOT1179-2","700","2700","5","28","23","16","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLP7G22-10","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLP7G22-10.html","http://www.nxp.com/documents/data_sheet/BLP7G22-10.pdf","SOT1179-2","700","2700","10","28","25","17.4","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLP8G27-5","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLP8G27-5.html","http://www.nxp.com/documents/data_sheet/BLP8G27-5.pdf","SOT1371-1","700","2700","5","28","19","19","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---1.3 - 1.7 GHz transistors","BLP8G27-10","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/1_3_1_7_ghz_transistors/BLP8G27-10.html","http://www.nxp.com/documents/data_sheet/BLP8G27-10.pdf","SOT1371-1","700","2700","10","28","22","17","2-c WCDMA; 2-c WCDMA","Production"
