"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","generation","fT [typ]","VCEO [max]","IC [max]","Ptot [max]","Polarity","NF","@f","@IC","@VCE","NF","@f","@IC","@VCE"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU630F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU630F.html","http://www.nxp.com/documents/data_sheet/BFU630F.pdf","SOT343F","DFP4","6th","21","5.5","30","200","NPN","0.85","2.4","3","2","1.3","5.8","3","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU660F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU660F.html","http://www.nxp.com/documents/data_sheet/BFU660F.pdf","SOT343F","DFP4","6th","21","5.5","60","225","NPN","0.6","1.5","6","2","1.2","5.8","6","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU690F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU690F.html","http://www.nxp.com/documents/data_sheet/BFU690F.pdf","SOT343F","DFP4","6th","18","5.5","100","490","NPN","0.6","1.5","15","2","0.7","2.4","15","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU725F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU725F.html","http://www.nxp.com/documents/data_sheet/BFU725F_N1.pdf","SOT343F","DFP4","7th","55","2.8","40","136","NPN","0.7","5.8","5","2","1.1","12","5","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU730F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU730F.html","http://www.nxp.com/documents/data_sheet/BFU730F.pdf","SOT343F","DFP4","7th","55","2.8","30","197","NPN","0.8","5.8","5","2","1.3","12","5","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU760F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU760F.html","http://www.nxp.com/documents/data_sheet/BFU760F.pdf","SOT343F","DFP4","7th","45","2.8","70","220","NPN","0.4","1.5","12","2","0.5","2.4","12","2"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU768F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU768F.html","http://www.nxp.com/documents/data_sheet/BFU768F.pdf","SOT343F","DFP4","7th","","2.8","70","220","NPN","1.1","2.4","10.8","2.1","1.2","5.9","10.8","2.1"
"nxp","RF---Transistors---Bipolar---High Linearity Amplifiers， High Output Amplifiers， Drivers---3.5 GHz -> 6 GHz (S， C band)","BFU790F","http://www.nxp.com/products/rf/transistors/bipolar/high_linearity_amplifiers_high_output_amplifiers_drivers/3_5_ghz_gt_6_ghz_s_c_band/BFU790F.html","http://www.nxp.com/documents/data_sheet/BFU790F.pdf","SOT343F","DFP4","7th","25","2.8","100","234","NPN","0.4","1.5","20","2","0.5","2.4","20","2"
