"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","hFE min","hFE max","fT min","Complement","IC max","VCEO max","Ptot max","Polarity"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC849B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC849B.html","http://www.nxp.com/documents/data_sheet/BC849_BC850.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","200","450","100","BC859B","100","30","250","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC849C","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC849C.html","http://www.nxp.com/documents/data_sheet/BC849_BC850.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","420","800","100","BC859C","100","30","250","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC850B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC850B.html","http://www.nxp.com/documents/data_sheet/BC849_BC850.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","200","450","100","BC860B","100","45","250","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC850C","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC850C.html","http://www.nxp.com/documents/data_sheet/BC849_BC850.pdf","SOT23","TO-236AB","2.9 x 1.3 x 1","420","800","100","BC860C","100","45","250","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC849BW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC849BW.html","http://www.nxp.com/documents/data_sheet/BC849W_850W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","200","450","100","BC859BW","100","30","200","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC849CW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC849CW.html","http://www.nxp.com/documents/data_sheet/BC849W_850W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","420","800","100","BC859CW","100","30","200","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC850BW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC850BW.html","http://www.nxp.com/documents/data_sheet/BC849W_850W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","200","450","100","BC860BW","100","45","200","NPN"
"nxp","Bipolar transistors---General purpose bipolar transistors---Low noise transistors---NPN","BC850CW","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/low_noise_transistors/npn/BC850CW.html","http://www.nxp.com/documents/data_sheet/BC849W_850W.pdf","SOT323","SC-70","2 x 1.25 x 0.95","420","800","100","BC860CW","100","45","200","NPN"
