"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Description","VCC(A)","VCC(B)","Logic switching levels","Output drive capability","tpd","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Level shifters/translators","74LVC2T45GM","http://www.nxp.com/products/logic/level_shifters_translators/74LVC2T45GM.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Level shifters/translators","74LVC2T45GN","http://www.nxp.com/products/logic/level_shifters_translators/74LVC2T45GN.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","224","8.3","137","8","XSON8","SOT1116"
"nxp","Logic---Level shifters/translators","74LVC2T45GS","http://www.nxp.com/products/logic/level_shifters_translators/74LVC2T45GS.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","261","8.5","136","8","XSON8","SOT1203"
"nxp","Logic---Level shifters/translators","74LVC2T45GT","http://www.nxp.com/products/logic/level_shifters_translators/74LVC2T45GT.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","307","5.1","144","8","XSON8","SOT833-1"
"nxp","Logic---Level shifters/translators","74LVCH2T45DC","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45DC.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","198","30.6","107","8","VSSOP8","SOT765-1"
"nxp","Logic---Level shifters/translators","74LVCH2T45GD","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GD.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","580","71.4","247","8","XSON8","SOT996-2"
"nxp","Logic---Level shifters/translators","74LVCH2T45GF","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GF.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","239","1.8","114","8","XSON8","SOT1089"
"nxp","Logic---Level shifters/translators","74LVCH2T45GM","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GM.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Level shifters/translators","74LVCH2T45GN","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GN.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","224","8.3","137","8","XSON8","SOT1116"
"nxp","Logic---Level shifters/translators","74LVCH2T45GS","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GS.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","261","8.5","136","8","XSON8","SOT1203"
"nxp","Logic---Level shifters/translators","74LVCH2T45GT","http://www.nxp.com/products/logic/level_shifters_translators/74LVCH2T45GT.html","http://www.nxp.com/documents/data_sheet/74LVC_LVCH2T45.pdf","Production","LVC","dual-bit dual-supply voltage level translating transceiver with bus hold (3-state)","1.2 - 5.5","1.2 - 5.5","CMOS/LVTTL","+/- 24","2.5","2","low","-40~125","307","5.1","144","8","XSON8","SOT833-1"
