"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","Complement","IC [max]","Polarity","Ptot [max]","VCEO [max]","fT [min]","hFE [max]","hFE [min]"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BC69PA","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BC69PA.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT1061","DFN2020-3","2 x 2 x 0.65","BC68PA","1000","PNP","1650","20","140","375","40"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BC869","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BC869.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BC868","1000","PNP","1350","20","140","375","40"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BC869-16","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BC869-16.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BC868-16","1000","PNP","1350","20","140","250","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BC869-25","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BC869-25.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BC868-25","1000","PNP","1350","20","140","375","160"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BCP69","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BCP69.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BCP68","1000","PNP","1350","20","140","375","40"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BCP69-16","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BCP69-16.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BCP68-16","1000","PNP","1350","20","140","250","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BCP69-25","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BCP69-25.html","http://www.nxp.com/documents/data_sheet/BCP69_BC869_BC69PA.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BCP68-25","1000","PNP","1350","20","140","375","160"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSP31","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSP31.html","http://www.nxp.com/documents/data_sheet/BSP31_32_33.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BSP41","1000","PNP","1350","60","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSP32","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSP32.html","http://www.nxp.com/documents/data_sheet/BSP31_32_33.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","","1000","PNP","1350","80","","120","40"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSP33","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSP33.html","http://www.nxp.com/documents/data_sheet/BSP31_32_33.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BSP43","1000","PNP","1350","80","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSP41","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSP41.html","http://www.nxp.com/documents/data_sheet/BSP41_43.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BSP31","1000","NPN","1350","60","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSP43","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSP43.html","http://www.nxp.com/documents/data_sheet/BSP41_43.pdf","SOT223","SC-73","6.5 x 3.5 x 1.65","BSP33","1000","NPN","1350","80","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSR30","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSR30.html","http://www.nxp.com/documents/data_sheet/BSR30_31_33.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BSR40","1000","PNP","1350","60","","120","40"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSR31","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSR31.html","http://www.nxp.com/documents/data_sheet/BSR30_31_33.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BSR41","1000","PNP","1350","60","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSR33","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSR33.html","http://www.nxp.com/documents/data_sheet/BSR30_31_33.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BSR43","1000","PNP","1350","80","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSR41","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSR41.html","http://www.nxp.com/documents/data_sheet/BSR40_41_42_43.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BSR31","1000","NPN","1350","60","","300","100"
"nxp","Bipolar transistors---General purpose bipolar transistors---Medium power transistors","BSR43","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/medium_power_transistors/BSR43.html","http://www.nxp.com/documents/data_sheet/BSR40_41_42_43.pdf","SOT89","SOT89","4.5 x 2.5 x 1.5","BSR33","1000","NPN","1350","80","","300","100"
