"brand","Series","PartNo","DetailLink","dataSheet","Product status","Family","Type","Description","VCC","Logic switching levels","Output drive capability","tpd","fmax","No of bits","Power dissipation considerations","Tamb","Rth(j-a)","Ψth(j-top)","Rth(j-c)","No of pins","Package name","Package version"
"nxp","Logic---Gates---Combination gates","74AUP1G885DC","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885DC.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","203","34.1","113","8","VSSOP8","SOT765-1"
"nxp","Logic---Gates---Combination gates","74AUP1G885GD","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GD.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","610","80.8","271","8","XSON8","SOT996-2"
"nxp","Logic---Gates---Combination gates","74AUP1G885GF","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","254","2.1","124","8","XSON8","SOT1089"
"nxp","Logic---Gates---Combination gates","74AUP1G885GM","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","251","128.0","","8","XQFN8","SOT902-2"
"nxp","Logic---Gates---Combination gates","74AUP1G885GN","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","238","10.6","148","8","XSON8","SOT1116"
"nxp","Logic---Gates---Combination gates","74AUP1G885GS","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","276","10.8","146","8","XSON8","SOT1203"
"nxp","Logic---Gates---Combination gates","74AUP1G885GT","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G885GT.html","http://www.nxp.com/documents/data_sheet/74AUP1G885.pdf","Production","AUP","Combination gates","dual function gate","1.1 - 3.6","CMOS","+/- 1.9","7.6","70","1","ultra low","-40~125","327","6.1","157","8","XSON8","SOT833-1"
"nxp","Logic---Gates---Combination gates","74AUP1G0832GF","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G0832GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf","Production","AUP","Combination gates","single 3-input AND-OR gate","1.1 - 3.6","CMOS","+/- 1.9","6.7","70","1","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Gates---Combination gates","74AUP1G0832GM","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G0832GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf","Production","AUP","Combination gates","single 3-input AND-OR gate","1.1 - 3.6","CMOS","+/- 1.9","6.7","70","1","ultra low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Gates---Combination gates","74AUP1G0832GN","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G0832GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf","Production","AUP","Combination gates","single 3-input AND-OR gate","1.1 - 3.6","CMOS","+/- 1.9","6.7","70","1","ultra low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Gates---Combination gates","74AUP1G0832GS","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G0832GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf","Production","AUP","Combination gates","single 3-input AND-OR gate","1.1 - 3.6","CMOS","+/- 1.9","6.7","70","1","ultra low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Gates---Combination gates","74AUP1G0832GW","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G0832GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G0832.pdf","Production","AUP","Combination gates","single 3-input AND-OR gate","1.1 - 3.6","CMOS","+/- 1.9","6.7","70","1","ultra low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Gates---Combination gates","74AUP1G3208GF","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G3208GF.html","http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf","Production","AUP","Combination gates","single 3-input OR-AND gate","1.1 - 3.6","CMOS","+/- 1.9","7.4","70","1","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
"nxp","Logic---Gates---Combination gates","74AUP1G3208GM","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G3208GM.html","http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf","Production","AUP","Combination gates","single 3-input OR-AND gate","1.1 - 3.6","CMOS","+/- 1.9","7.4","70","1","ultra low","-40~125","290","6.5","145","6","XSON6","SOT886"
"nxp","Logic---Gates---Combination gates","74AUP1G3208GN","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G3208GN.html","http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf","Production","AUP","Combination gates","single 3-input OR-AND gate","1.1 - 3.6","CMOS","+/- 1.9","7.4","70","1","ultra low","-40~125","275","11.7","171","6","XSON6","SOT1115"
"nxp","Logic---Gates---Combination gates","74AUP1G3208GS","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G3208GS.html","http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf","Production","AUP","Combination gates","single 3-input OR-AND gate","1.1 - 3.6","CMOS","+/- 1.9","7.4","70","1","ultra low","-40~125","272","14.8","177","6","XSON6","SOT1202"
"nxp","Logic---Gates---Combination gates","74AUP1G3208GW","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1G3208GW.html","http://www.nxp.com/documents/data_sheet/74AUP1G3208.pdf","Production","AUP","Combination gates","single 3-input OR-AND gate","1.1 - 3.6","CMOS","+/- 1.9","7.4","70","1","ultra low","-40~125","264","38.6","153","6","TSSOP6","SOT363"
"nxp","Logic---Gates---Combination gates","74AUP1Z04GF","http://www.nxp.com/products/logic/gates/combination_gates/74AUP1Z04GF.html","http://www.nxp.com/documents/data_sheet/74AUP1Z04.pdf","Production","AUP","Combination gates","crystal driver with enable and internal resistor","1.1 - 3.6","CMOS","+/- 1.9","5.6","70","1","ultra low","-40~125","290","6.5","145","6","XSON6","SOT891"
