"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Functional Description","Carrier frequency [min]","Carrier frequency [max]","VCC [min]","VCC [max]","ICC receive mode [max] @ 5V","ICC transmit mode [max] @ 5V","Vo(rms) [min]","Vo(rms) [max]","Vi(rms) Receive Input [min]","Vi(rms) Receive Input [max]","Receiver THD [typ]","Bit Error Rate (BER) [typ] @data rate 600 bps","B−20dB Carrier frequency 20 dB BW","Detection BW","Data rate","Product status"
"nxp","Interface and connectivity---Modems---Power Line modems---ASK modem","TDA5051AT","http://www.nxp.com/products/interface_and_connectivity/modems/power_line_modems/ask_modem/TDA5051AT.html","http://www.nxp.com/documents/data_sheet/TDA5051A.pdf","SOT162-1","SO16","Powerline Communication Transceiver","75","148","4.75","5.25","38","68","120","122","82","122","-55","1x E-04","3","3","1.2","Production"
