"brand","Series","PartNo","DetailLink","dataSheet","Package version","Package name","Size","Description"
"nxp","Bipolar transistors---General purpose bipolar transistors---Schmitt triggers","BCV63","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/schmitt_triggers/BCV63.html","http://www.nxp.com/documents/data_sheet/BCV63_63B.pdf","SOT143B","SOT143B","2.9 x 1.3 x 1","Schmitt Trigger"
"nxp","Bipolar transistors---General purpose bipolar transistors---Schmitt triggers","BCV63B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/schmitt_triggers/BCV63B.html","http://www.nxp.com/documents/data_sheet/BCV63_63B.pdf","SOT143B","SOT143B","2.9 x 1.3 x 1","Schmitt Trigger"
"nxp","Bipolar transistors---General purpose bipolar transistors---Schmitt triggers","BCV64B","http://www.nxp.com/products/bipolar_transistors/general_purpose_bipolar_transistors/schmitt_triggers/BCV64B.html","http://www.nxp.com/documents/data_sheet/BCV64B.pdf","SOT143B","SOT143B","2.9 x 1.3 x 1","Schmitt Trigger"
