"brand","Series","PartNo","DetailLink","dataSheet","Package version","frange [min]","frange [max]","PL(1dB)","VDS","η","GP","Test signal","Product status"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-60AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-60AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-60AV.pdf","SOT1275-3","2300","2690","60","28","47","15.2","1-c WCDMA; 1-c WCDMA","Development"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-60AVH","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-60AVH.html","No full datasheet available","SOT1275-1","2300","2690","60","28","47","15.2","1-c WCDMA; 1-c WCDMA","Development"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-100AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-100AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-100AV.pdf","SOT1275-1","2496","2690","100","28","44","15.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-140AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-140AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-140AV.pdf","SOT1275-1","2496","2690","140","28","43","14.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-160AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-160AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-160AV.pdf","SOT1275-1","2496","2690","160","28","41","14.3","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-180AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-180AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-180AV.pdf","SOT1275-3","2496","2690","180","28","43.5","14","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-210PV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-210PV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-210PV.pdf","SOT1251-3","2500","2700","200","28","30","17","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-240AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-240AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-240AV.pdf","SOT1252-1","2500","2700","240","28","37","14","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC8G27LS-245AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC8G27LS-245AV.html","http://www.nxp.com/documents/data_sheet/BLC8G27LS-245AV.pdf","SOT1251-2","2500","2700","240","28","37","14","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLC9G27LS-150AV","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLC9G27LS-150AV.html","http://www.nxp.com/documents/data_sheet/BLC9G27LS-150AV.pdf","SOT1275-1","2496","2690","150","28","44","15","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF6G27S-45","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF6G27S-45.html","http://www.nxp.com/documents/data_sheet/BLF6G27-45_BLF6G27S-45.pdf","SOT608B","2500","2700","45","28","24","18","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF6G27-10G","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF6G27-10G.html","http://www.nxp.com/documents/data_sheet/BLF6G27-10_BLF6G27-10G.pdf","SOT975C","2300","2700","10","28","20","19","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF6G27LS-40P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF6G27LS-40P.html","http://www.nxp.com/documents/data_sheet/BLF6G27L-40P_27LS-40P_27LS-40PG.pdf","SOT1121B","2500","2700","40","28","37","17.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF6G27LS-40PG","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF6G27LS-40PG.html","http://www.nxp.com/documents/data_sheet/BLF6G27L-40P_27LS-40P_27LS-40PG.pdf","SOT1121E","2500","2700","40","28","37","17.5","1-c WCDMA; 1-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF6G27L-50BN","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF6G27L-50BN.html","http://www.nxp.com/documents/data_sheet/BLF6G27L-50BN.pdf","SOT1112A","2500","2700","50","28","14.5","16.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27L-75P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27L-75P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-75P_BLF7G27LS-75P.pdf","SOT1121A","2300","2700","75","28","26","17","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27LS-75P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27LS-75P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-75P_BLF7G27LS-75P.pdf","SOT1121B","2300","2700","75","28","26","17","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27L-90P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27L-90P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-90P_BLF7G27LS-90P.pdf","SOT1121A","2500","2700","90","28","29","18.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27LS-90P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27LS-90P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-90P_BLF7G27LS-90P.pdf","SOT1121B","2500","2700","90","28","29","18.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27LS-100","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27LS-100.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-100_7G27LS-100.pdf","SOT502B","2500","2700","100","28","28","18","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27L-140","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27L-140.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-140_7G27LS-140.pdf","SOT502A","2500","2700","140","28","22","16.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27LS-140","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27LS-140.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-140_7G27LS-140.pdf","SOT502B","2500","2700","140","28","22","16.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27L-150P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27L-150P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-150P_7G27LS-150P.pdf","SOT539A","2500","2700","150","28","26","16.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27LS-150P","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27LS-150P.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-150P_7G27LS-150P.pdf","SOT539B","2500","2700","150","28","26","16.5","NCDMA/IS95; NCDMA/IS95","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF7G27L-200PB","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF7G27L-200PB.html","http://www.nxp.com/documents/data_sheet/BLF7G27L-200PB.pdf","SOT1110A","2600","2700","200","32","29","16.5","2-c WCDMA; 2-c WCDMA","Production"
"nxp","RF---Amplifiers---Power transistors---Base stations---2.5 - 2.7 GHz transistors","BLF8G27LS-100","http://www.nxp.com/products/rf/amplifiers/power_transistors/base_stations/2_5_2_7_ghz_transistors/BLF8G27LS-100.html","http://www.nxp.com/documents/data_sheet/BLF8G27LS-100.pdf","SOT502B","2500","2700","100","28","28","17","2-c WCDMA; 2-c WCDMA","Production"
