"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","频率 (Min) (MHz) ","频率 (Max) (MHz) ","供电电压 (Typ) (V) ","P1dB (Typ) (dBm) ","P1dB (Typ) (W) ","输出功率 (Typ) (W)  @ Intermodulation Level at Test Signal","测试信号","功率增益 (Typ) (dB)  @ f (MHz)","效率 (Typ) (%) ","热阻 (Spec)(&#176;C/W)","匹配","类型","模具技术","PLC代码","封装类型和焊端数","Pin count","PLC描述","频率 (Min-Max) (MHz) ","无铅","RoHS","预算报价（不含税）(CNY)","认证级别","宽带效率 (Typ) (%) ","宽带频率 (Min-Max) (MHz) (f)","替代部件"
"FSL","射频---移动对讲机射频","AFT09MP055N","AFT09MP055GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT09MP055N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/764-941-mhz-55-w-12.5-v-broadband-rf-power-ldmos-transistors:AFT09MP055N?&fpsp=1&tab=Documentation_Tab#AFT09MP055GNR1","Airfast Broadband RF Power LDMOS Transistor, 764-941 MHz, 55 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT09MP055GNR1');trackRFAnalytics('AFT09MP055GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","764","941","12.5","47.6","57","57 @ CW","1-Tone","17.5 @ 870","69","0.32","Input","AB","LDMOS","2","High Pwr RF SMT 5","5","PRODUCT RAPID GROWTH(2)","764 to 941","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT09MP055N","AFT09MP055NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT09MP055N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/764-941-mhz-55-w-12.5-v-broadband-rf-power-ldmos-transistors:AFT09MP055N?&fpsp=1&tab=Documentation_Tab#AFT09MP055NR1","Airfast Broadband RF Power LDMOS Transistor, 764-941 MHz, 55 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT09MP055NR1');trackRFAnalytics('AFT09MP055NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","764","941","12.5","47.6","57","57 @ CW","1-Tone","17.5 @ 870","69","0.32","Input","AB","LDMOS","2","High Pwr RF SMT 5","5","PRODUCT RAPID GROWTH(2)","764 to 941","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT05MS031N","AFT05MS031GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MS031N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-520-mhz-31-w-13.6-v-wideband-rf-power-ldmos-transistors:AFT05MS031N?&fpsp=1&tab=Documentation_Tab#AFT05MS031GNR1","Airfast Wideband RF Power LDMOS Transistor, 136-520 MHz, 31 W, 13.6 V","-","-","1.8","520","12.5, 13.6","44.9","31","31 @ CW","1-Tone","17.7 @ 520","71","0.67","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 520","-","-","-","10-YEARS APPLICATION LIFE","62","450 to 520","-"
"FSL","射频---移动对讲机射频","AFT05MS031N","AFT05MS031NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MS031N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-520-mhz-31-w-13.6-v-wideband-rf-power-ldmos-transistors:AFT05MS031N?&fpsp=1&tab=Documentation_Tab#AFT05MS031NR1","Airfast Wideband RF Power LDMOS Transistor, 136-520 MHz, 31 W, 13.6 V","-","-","1.8","520","13.6, 12.5","44.9","31","31 @ CW","1-Tone","17.7 @ 520","71","0.67","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 520","-","-","-","10-YEARS APPLICATION LIFE","62","450 to 520","-"
"FSL","射频---移动对讲机射频","MRF1535N","MRF1535FNT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRF1535N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/520-mhz-35-w-12.5-v-lateral-n-channel-broadband-rf-power-mosfets:MRF1535N?&fpsp=1&tab=Documentation_Tab#MRF1535FNT1","Lateral N-Channel Broadband RF Power MOSFET, 520 MHz, 35 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRF1535FNT1');trackRFAnalytics('MRF1535FNT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","520","12.5","45.4","35","35 @ CW","1-Tone","13.5 @ 520","55","0.9","Unmatched","AB","LDMOS","4","High Pwr RF SMT 7","7","PRODUCT MATURITY/SATURATION(4)","136 to 520","-","-","-","10-YEARS APPLICATION LIFE","50","-","-"
"FSL","射频---移动对讲机射频","MRF1535N","MRF1535NT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRF1535N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/520-mhz-35-w-12.5-v-lateral-n-channel-broadband-rf-power-mosfets:MRF1535N?&fpsp=1&tab=Documentation_Tab#MRF1535NT1","Lateral N-Channel Broadband RF Power MOSFET, 520 MHz, 35 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRF1535NT1');trackRFAnalytics('MRF1535NT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","520","12.5","45.4","35","35 @ CW","1-Tone","13.5 @ 520","55","0.9","Unmatched","AB","LDMOS","4","High Pwr RF SMT 7","7","PRODUCT MATURITY/SATURATION(4)","136 to 520","-","-","-","10-YEARS APPLICATION LIFE","50","-","-"
"FSL","射频---移动对讲机射频","AFT05MS006N","AFT05MS006NT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MS006N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-941-mhz-6.0-w-7.5-v-wideband-rf-power-ldmos-transistor:AFT05MS006N?&fpsp=1&tab=Documentation_Tab#AFT05MS006NT1","Wideband  RF Power LDMOS Transistor, 136-941 MHz, 6 W, 7.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT05MS006NT1');trackRFAnalytics('AFT05MS006NT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","941","7.5","37.8","6","6 @ CW","CW","18.3 @ 520","73","1","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","136 to 941","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT05MS004N","AFT05MS004NT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MS004N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-941-mhz-4-w-7.5-v-wideband-rf-power-ldmos-transistor:AFT05MS004N?&fpsp=1&tab=Documentation_Tab#AFT05MS004NT1","Wideband RF Power LDMOS Transistor, 136-941 MHz, 4 W, 7.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT05MS004NT1');trackRFAnalytics('AFT05MS004NT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","941","7.5","36","4","4.9 @ CW","CW","20.9 @ 520","74.9","4.4","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","136 to 941","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT05MS003N","AFT05MS003NT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MS003N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/3-w-cw-over-1.8-941-mhz-7.5-v-wideband-rf-power-ldmos-transistor:AFT05MS003N?&fpsp=1&tab=Documentation_Tab#AFT05MS003NT1","Airfast Wideband RF Power LDMOS Transistor 1.8-941 MHz, 3 W, 7.5V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT05MS003NT1');trackRFAnalytics('AFT05MS003NT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","941","7.5","38.4","3","3 @ CW","CW","20.8 @ 520","68.3","4.1","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","1.8 to 941","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT05MP075N","AFT05MP075GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MP075N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-520-mhz-70-w-12.5-v-broadband-rf-power-ldmos-transistors:AFT05MP075N?&fpsp=1&tab=Documentation_Tab#AFT05MP075GNR1","Airfast Broadband RF Power LDMOS Transistor, 136-520 MHz, 70 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT05MP075GNR1');trackRFAnalytics('AFT05MP075GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","520","12.5","48.5","70","70 @ CW","CW","18.5 @ 520","68.5","0.29","Unmatched","AB","LDMOS","2","High Pwr RF SMT 5","5","PRODUCT RAPID GROWTH(2)","136 to 520","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFT05MP075N","AFT05MP075NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT05MP075N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/136-520-mhz-70-w-12.5-v-broadband-rf-power-ldmos-transistors:AFT05MP075N?&fpsp=1&tab=Documentation_Tab#AFT05MP075NR1","Airfast Broadband RF Power LDMOS Transistor, 136-520 MHz, 70 W, 12.5 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('AFT05MP075NR1');trackRFAnalytics('AFT05MP075NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","136","520","12.5","48.5","70","70 @ CW","CW","18.5 @ 520","68.5","0.29","Unmatched","AB","LDMOS","2","High Pwr RF SMT 5","5","PRODUCT RAPID GROWTH(2)","136 to 520","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---移动对讲机射频","AFIC901N","PAFIC901N","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFIC901N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/30-dbm-136-941-mhz-7.5-v-integrated-dual-stage-rf-power-ldmos-amplifier:AFIC901N?&fpsp=1&tab=Documentation_Tab#PAFIC901N","NONSALEABLE BULK DEVICE","-","-","136","941","7.5","30","1","1 @ CW","CW","32.2 @ 520","73","-","I/O","AB","LDMOS","0","QFN-EP 17","17","PRODUCT INTRODUCTION PENDING(0)","136 to 941","-","-","-","-","-","-","-"
"FSL","射频---移动对讲机射频","AFT09MS031N","AFT09MS031GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT09MS031N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/764-941-mhz-31-w-13.6-v-wideband-rf-power-ldmos-transistors:AFT09MS031N?&fpsp=1&tab=Documentation_Tab#AFT09MS031GNR1","Airfast Wideband RF Power LDMOS Transistor, 764-941 MHz, 31 W, 13.6 V","-","-","1.8","941","13.6, 12.5","44.9","31","31 @ CW","1-Tone","17.2 @ 870","71","0.63","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 941","-","-","-","10-YEARS APPLICATION LIFE","61","760 to 870","-"
"FSL","射频---移动对讲机射频","AFT09MS031N","AFT09MS031NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=AFT09MS031N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-mobile-radio/764-941-mhz-31-w-13.6-v-wideband-rf-power-ldmos-transistors:AFT09MS031N?&fpsp=1&tab=Documentation_Tab#AFT09MS031NR1","Airfast Wideband RF Power LDMOS Transistor, 764-941 MHz, 31 W, 13.6 V","-","-","1.8","941","13.6, 12.5","44.9","31","31 @ CW","1-Tone","17.2 @ 870","71","0.63","Unmatched","AB","LDMOS","2","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 941","-","-","-","10-YEARS APPLICATION LIFE","61","760 to 870","-"
