"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","压力检测类型","压力范围 最小值-最大值 (Min-Max) (kPa) ","压力等级 (Max) (kPa) ","压力等级 (Max) (psi) ","精度(% 误差率) (Max) (%) ","输出类型","移植","集成度","工作环境温度 (Min-Max) (°C) ","Z轴加速 (Min-Max) (g) ","Pressure offset accuracy (kPa)   (0C &lt;= Ta &lt;= 70C)","GPIOs","供电电压 (Typ) (V) ","Accelerometer (Z Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","PLC代码","感应轴","Accelerometer (X Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","封装类型和焊端数","Pin count","PLC描述","LF灵敏度 (Min-Max) (V) ","X轴加速 (Min-Max)","射频输出功率 (Min-Max) (dBm) ","MCU内部用户闪存 (Spec) (kByte) ","无铅","供电电压 (Min-Max) (V) ","加速度传感器输出","加速度特性","认证级别","RoHS","特性","灵敏度数字Z轴 (Typ) (Cnts/g) ","状态","替代部件"
"FSL","传感器---压力传感器","MPXx2053","MPXM2053D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPXM2053D","Pressure Sensor, 10V, 0/50kPa, Sensor 5, Rail","-","1000 @ CNY25.62 each","Differential","0 to 50","50","7","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2053","MPXM2053DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPXM2053DT1","Pressure Sensor, 10V, 0/50kPa, Sensor 5, Reel","-","1000 @ CNY25.62 each","Differential","0 to 50","50","7","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2053","MPXM2053GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPXM2053GS","Pressure Sensor, 10V, 0/50kPa, Sensor 5, Rail","-","1000 @ CNY22.57 each","Gauge","0 to 50","50","7","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2053","MPXM2053GST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPXM2053GST1","Pressure Sensor, 10V, 0/50kPa, Sensor 5, Reel","-","1000 @ CNY23.65 each","Gauge","0 to 50","50","7","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2053","MPXV2053DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPXV2053DP","Pressure Sensor, 10V, 0/50kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Differential","0 to 50","50","7","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx12","MPX12D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx12&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx12?&fpsp=1&tab=Documentation_Tab#MPX12D","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Rail","-","1000 @ CNY26.64 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx12","MPX12GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx12&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx12?&fpsp=1&tab=Documentation_Tab#MPX12GP","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Tray","-","1000 @ CNY28.42 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx12","MPXC12DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx12&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx12?&fpsp=1&tab=Documentation_Tab#MPXC12DT1","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Reel","-","1000 @ CNY38.47 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx12","MPXM12GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx12&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx12?&fpsp=1&tab=Documentation_Tab#MPXM12GS","Pressure Sensor, 3V, 0/10kPa, Sensor 5, Rail","-","1000 @ CNY38.47 each","Gauge","0 to 10","10","1.45","-","Analog","Axial Port","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx12","MPXM12GST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx12&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-and-gauge-uncompensated-pressure-sensor-0-to-10kpa:MPXx12?&fpsp=1&tab=Documentation_Tab#MPXM12GST1","Pressure Sensor, 3V, 0/10kPa, Sensor 5, Reel","-","1000 @ CNY38.47 each","Gauge","0 to 10","10","1.45","-","Analog","Axial Port","Uncompensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 6","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV5100","MPXV5100DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-integrated-pressure-sensor-0-to-115kpa:MPXV5100?&fpsp=1&tab=Documentation_Tab#MPXV5100DP","Pressure Sensor, 5V, 0/100kPa, SOP 8, Dual Port, Tray","-","1000 @ CNY45.65 each","Absolute","0 to 100","100","14.5","2.5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV5100","MPXV5100GC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-integrated-pressure-sensor-0-to-115kpa:MPXV5100?&fpsp=1&tab=Documentation_Tab#MPXV5100GC6U","Pressure Sensor, 5V, 0/100kPa, SOP 8, Port, Rail","-","1000 @ CNY47.31 each","Gauge","0 to 100","100","14.5","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","5-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV5100","MPXV5100GC7U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-integrated-pressure-sensor-0-to-115kpa:MPXV5100?&fpsp=1&tab=Documentation_Tab#MPXV5100GC7U","Pressure Sensor, 5V, 0/100kPa, SOP 8, Port, Rail","-","1000 @ CNY47.31 each","Gauge","0 to 100","100","14.5","2.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","Sensor 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","5-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV5100","MPXV5100GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV5100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-integrated-pressure-sensor-0-to-115kpa:MPXV5100?&fpsp=1&tab=Documentation_Tab#MPXV5100GP","Pressure Sensor, 5V, 0/100kPa, SOP 8, Port, Tray","-","1000 @ CNY36.56 each","Gauge","0 to 100","100","14.5","2.5","Analog","Side Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7007DP","MPXV7007DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7007DP&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-7-to-7kpa-differential-and-gauge-pressure-sensor:MPXV7007DP?&fpsp=1&tab=Documentation_Tab#MPXV7007DP","Pressure Sensor, 5V, -7/7kPa, SOP 8, Dual Port, Tray","-","1000 @ CNY45.65 each","Differential","-7 to 7","7","1","5","Analog","Dual Side Ports","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7007DP","MPXV7007GC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7007DP&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-7-to-7kpa-differential-and-gauge-pressure-sensor:MPXV7007DP?&fpsp=1&tab=Documentation_Tab#MPXV7007GC6U","Pressure Sensor, 5V, -7/7kPa, SOP 8, Axial Port Rail","-","1000 @ CNY46.35 each","Gauge","-7 to 7","7","1","5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7007DP","MPXV7007GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7007DP&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-7-to-7kpa-differential-and-gauge-pressure-sensor:MPXV7007DP?&fpsp=1&tab=Documentation_Tab#MPXV7007GP","Pressure Sensor, 5V, -7/7kPa, SOP 8, Port, Tray","-","1000 @ CNY45.65 each","Gauge","-7 to 7","7","1","5","Analog","Side Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPX2010D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPX2010D","Pressure Sensor, 10V, 0/10kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPX2010DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPX2010DP","Pressure Sensor, 10V, 0/10kPa, Sensor 4, Dual Port, Tray","-","1000 @ CNY32.75 each","Differential","0 to 10","10","1.45","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPX2010GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPX2010GP","Pressure Sensor, 10V, 0/10kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPX2010GSX","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPX2010GSX","Pressure Sensor, 10V, 0/10kPa, Tray","-","1000 @ CNY39.93 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXM2010D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXM2010D","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Rail","-","1000 @ CNY15.83 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXM2010DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXM2010DT1","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Reel","-","1000 @ CNY15.83 each","Differential","0 to 10","10","1.45","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXM2010GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXM2010GS","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Rail","-","1000 @ CNY24.61 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXM2010GST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXM2010GST1","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Reel","-","1000 @ CNY24.61 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXV2010DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXV2010DP","Pressure Sensor, 10V, 0/10kPa, SOP 8, Dual Port, Tray","-","1000 @ CNY32.75 each","Differential","0 to 10","10","1.45","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2010","MPXV2010GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2010&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/0-to-10kpa-differential-and-gauge-compensated-pressure-sensor:MPXx2010?&fpsp=1&tab=Documentation_Tab#MPXV2010GP","Pressure Sensor, 10V, 0/10kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Gauge","0 to 10","10","1.45","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7002","MPXV7002DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7002&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-2-to-2kpa-vacuum-pressure-sensor:MPXV7002?&fpsp=1&tab=Documentation_Tab#MPXV7002DP","Pressure Sensor, 5V, -2/2kPa, SOP 8, Port, Tray","-","1000 @ CNY43.43 each","Differential","-2 to 2","2","0.3","2.5","Analog","Dual Side Ports","Integrated","10 to 60","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7002","MPXV7002DPT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7002&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-2-to-2kpa-vacuum-pressure-sensor:MPXV7002?&fpsp=1&tab=Documentation_Tab#MPXV7002DPT1","Pressure Sensor, 5V, -2/2kPa, SOP 8, Port, Reel","-","1000 @ CNY43.43 each","Differential","-2 to 2","2","0.3","2.5","Analog","Dual Side Ports","Integrated","10 to 60","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7002","MPXV7002GC6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7002&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-2-to-2kpa-vacuum-pressure-sensor:MPXV7002?&fpsp=1&tab=Documentation_Tab#MPXV7002GC6T1","Pressure Sensor, 5V, -2/2kPa, SOP 8, Axial Port, Reel","-","1000 @ CNY44.06 each","Gauge","-2 to 2","2","0.3","2.5","Analog","Axial Port","Integrated","10 to 60","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7002","MPXV7002GC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7002&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-2-to-2kpa-vacuum-pressure-sensor:MPXV7002?&fpsp=1&tab=Documentation_Tab#MPXV7002GC6U","Pressure Sensor, 5V, -2/2kPa, SOP 8, Axial Port, Rail","-","1000 @ CNY44.06 each","Gauge","-2 to 2","2","0.3","2.5","Analog","Axial Port","Integrated","10 to 60","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXV7002","MPXV7002GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXV7002&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/vacuum-sensors-50-to-115-kpa/-2-to-2kpa-vacuum-pressure-sensor:MPXV7002?&fpsp=1&tab=Documentation_Tab#MPXV7002GP","Pressure Sensor, 5V, -2/2kPa, SOP 8, Port, Tray","-","1000 @ CNY43.43 each","Gauge","-2 to 2","2","0.3","2.5","Analog","Side Port","Integrated","10 to 60","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.25","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2051","MPXM2051GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2051&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2051?&fpsp=1&tab=Documentation_Tab#MPXM2051GS","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Rail","-","1000 @ CNY52.01 each","Gauge","0 to 10","50","7","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2051","MPXM2051GST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2051&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2051?&fpsp=1&tab=Documentation_Tab#MPXM2051GST1","Pressure Sensor, 10V, 0/10kPa, Sensor 5, Reel","-","1000 @ CNY52.01 each","Gauge","0 to 10","50","7","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
