"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channel Polarity","Configuration","V(BR)DSS Min (V)","VGS Max (V)","VGS(th) Max (V)","ID Max (A)","PD Max (W)","rDS(on) Max @ VGS = 2.5 V  (mOhms)","rDS(on) Max @ VGS = 4.5 V  (mOhms)","rDS(on) Max @ VGS = 10 V  (mOhms)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Ciss Typ (pF)","Coss Typ (pF)","Crss Typ (pF)","Package Type"
"on","IGBT 和 FET---MOSFET","NTD4302","NTD4302T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4302T4G","http://www.onsemi.com/pub/Collateral/NTD4302-D.PDF","Power MOSFET 30V 18.5A 10 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 18.5A 10 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","3","68","75",,"13","10",,"55",,"0.043","2050","640","225","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4805N","NTD4805NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4805NT4G","http://www.onsemi.com/pub/Collateral/NTD4805N-D.PDF","Power MOSFET 30V 88A 5 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 88A 5 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","88","79",,"7.4","5","20.5","48","8.36",,"2865","610","338","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4808N","NTD4808N-1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4808N-1G","http://www.onsemi.com/pub/Collateral/NTD4808N-D.PDF","Power MOSFET 30V 63A 8 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 63A 8 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","63","54.6",,"12.4","8","11.3","26","4.9","9.7","1538","334","180","IPAK-4"
"on","IGBT 和 FET---MOSFET","NTD4813NH","NTD4813NHT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4813NHT4G","http://www.onsemi.com/pub/Collateral/NTD4813NH-D.PDF","Power MOSFET 30V 40A 13 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 40A 13 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","40","35.3",,"25.9","13","7.1","18.2","3","7","940","201","115","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4858N","NTD4858N-35G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4858N-35G","http://www.onsemi.com/pub/Collateral/NTD4858N-D.PDF","Power MOSFET 25V 73A 6.2 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 25V 73A 6.2 mOhm Single N-Channel DPAK","N-Channel","Single","25","20","2.5","73","2",,"9.3","6.2","12.8",,"5.2","3","1563","405","200","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4858N","NTD4858NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4858NT4G","http://www.onsemi.com/pub/Collateral/NTD4858N-D.PDF","Power MOSFET 25V 73A 6.2 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 25V 73A 6.2 mOhm Single N-Channel DPAK","N-Channel","Single","25","20","2.5","73","2",,"9.3","6.2","12.8",,"5.2","3","1563","405","200","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4863N","NTD4863NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4863NT4G","http://www.onsemi.com/pub/Collateral/NTD4863N-D.PDF","Power MOSFET 25V 49A 9.3 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 25V 49A 9.3 mOhm Single N-Channel DPAK","N-Channel","Single","25","20","2.5","49","1.95",,"12.8","9.3","9",,"4.1","2.7","990","253","144","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4906N","NTD4906N-35G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4906N-35G","http://www.onsemi.com/pub/Collateral/NTD4906N-D.PDF","Power MOSFET 30V 54A 5.5 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 54A 5.5 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.2","54","37.5",,"8","5.5","11","24","1.8","25","1932","642","19","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4906N","NTD4906NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4906NT4G","http://www.onsemi.com/pub/Collateral/NTD4906N-D.PDF","Power MOSFET 30V 54A 5.5 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 54A 5.5 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.2","54","37.5",,"8","5.5","11","24","1.8","25","1932","642","19","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4965N","NTD4965N-35G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4965N-35G","http://www.onsemi.com/pub/Collateral/NTD4965N-D.PDF","Power MOSFET 30V 68A 4.7 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 68A 4.7 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","68","38.5",,"10","4.7","17.2","28.2","8.5","16","1710","664","340","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4965N","NTD4965NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4965NT4G","http://www.onsemi.com/pub/Collateral/NTD4965N-D.PDF","Power MOSFET 30V 68A 4.7 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 68A 4.7 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","68","38.5",,"10","4.7","17.2","28.2","8.5","16","1710","664","340","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4970N","NTD4970N-35G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4970N-35G","http://www.onsemi.com/pub/Collateral/NTD4970N-D.PDF","Power MOSFET 30V 36A 11 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 36A 11 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","36","24.6",,"21","11","8.2","15.8","4","7","774","306","161","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD4970N","NTD4970NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD4970NT4G","http://www.onsemi.com/pub/Collateral/NTD4970N-D.PDF","Power MOSFET 30V 36A 11 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 30V 36A 11 mOhm Single N-Channel DPAK","N-Channel","Single","30","20","2.5","36","24.6",,"21","11","8.2","15.8","4","7","774","306","161","DPAK-3
IPAK-3"
"on","IGBT 和 FET---MOSFET","NTD5862N","NTD5862NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD5862NT4G","http://www.onsemi.com/pub/Collateral/NTD5862N-D.PDF","Power MOSFET 60V 98A 5.7 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 60V 98A 5.7 mOhm Single N-Channel DPAK","N-Channel","Single","60","20","4","90","96",,,"5.7",,"82","27","40","5050","500","300","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD5865NL","NTD5865NLT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD5865NLT4G","http://www.onsemi.com/pub/Collateral/NTD5865NL-D.PDF","Power MOSFET 60V 46A 16 mOhm Single N-Channel DPAK Logic Level","Pb-free
Halide free","Active","Power MOSFET 60V 46A 16 mOhm Single N-Channel DPAK Logic Level","N-Channel","Single","60","20","2","40","52",,"19","16",,"29","8","13","1400","137","95","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD6414AN","NTD6414ANT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD6414ANT4G","http://www.onsemi.com/pub/Collateral/NTD6414AN-D.PDF","Power MOSFET 100V 32A 37 mohm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 100V 32A 37 mohm Single N-Channel DPAK","N-Channel","Single","100","20","4","32","100",,,"37",,"40","20","195","1450","230","95","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTD6416AN","NTD6416ANT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTD6416ANT4G","http://www.onsemi.com/pub/Collateral/NTD6416AN-D.PDF","Power MOSFET 100V 17A 81 mOhm Single N-Channel DPAK","Pb-free
Halide free","Active","Power MOSFET 100V 17A 81 mOhm Single N-Channel DPAK","N-Channel","Single","100","20","4","17","71",,,"81",,"20","10","135","620","110","50","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTDV20N06","NTDV20N06T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTDV20N06T4G","http://www.onsemi.com/pub/Collateral/NTD20N06-D.PDF","Power MOSFET 60V 20A 46 mOhm Single N-Channel DPAK., Power MOSFET 60V 20A 46 mOhm Single N-Channel DPAK.","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V 20A 46 mOhm Single N-Channel DPAK.","N-Channel","Single","60","20","4","20","60",,,"46",,"21.2",,"84","725","213","58","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTDV20P06L","NTDV20P06LT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTDV20P06LT4G","http://www.onsemi.com/pub/Collateral/NTD20P06L-D.PDF","Power MOSFET 60V, 15.5A, 150 mOhm, Single P-Channel, DPAK, Logic Level., Power MOSFET 60V 15.5A 150 mOhm Single P-Channel DPAK Logic Level","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V, 15.5A, 150 mOhm, Single P-Channel, DPAK, Logic Level.","P-Channel","Single","60","20","2","15.5","65",,"150",,"15",,,"0.13","740","207","66","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTDV5804N","NTDV5804NT4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTDV5804NT4G","http://www.onsemi.com/pub/Collateral/NTD5804N-D.PDF","Power MOSFET 40V, 69A, 8.5 mOhm, Single N-Channel, DPAK., Power MOSFET 40V 69A 8.5 mOhm Single N-Channel DPAK","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 40V, 69A, 8.5 mOhm, Single N-Channel, DPAK.","N-Channel","Single","40","20","3.5","69","71",,"12","7.5",,"45",,"11.8","2460","310","215","DPAK-3"
"on","IGBT 和 FET---MOSFET","NTE4153N","NTE4153NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTE4153NT1G","http://www.onsemi.com/pub/Collateral/NTA4153N-D.PDF","Small Signal MOSFET 20V 915mA 230 mOhm Single N-Channel SC-89 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET 20V 915mA 230 mOhm Single N-Channel SC-89 with ESD Protection","N-Channel","Single","20","6","1.1","0.915","0.3","275","230",,"1.82",,"0.5",,"110","16","10","SC-89-3"
"on","IGBT 和 FET---MOSFET","NTF3055-100","NTF3055-100T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTF3055-100T1G","http://www.onsemi.com/pub/Collateral/NTF3055-100-D.PDF","Power MOSFET 60V 3A 100 mOhm Single N-Channel SOT-223","Pb-free
Halide free","Active","Power MOSFET 60V 3A 100 mOhm Single N-Channel SOT-223","N-Channel","Single","60","20","4","3","2.1",,,"110",,"10.6",,"0.04","324","25","110","SOT-223-4 / TO-261-4"
"on","IGBT 和 FET---MOSFET","NTF5P03","NTF5P03T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTF5P03T3G","http://www.onsemi.com/pub/Collateral/NTF5P03T3-D.PDF","Power MOSFET -30V -5A 100 mOhm Single P-Channel SOT-223","Pb-free
Halide free","Active","Power MOSFET -30V -5A 100 mOhm Single P-Channel SOT-223","P-Channel","Single","30","20","3","5.2","3.13",,"150","100",,,,"0.036","500","153","58","SOT-223-4 / TO-261-4"
"on","IGBT 和 FET---MOSFET","NTGD1100L","NTGD1100LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGD1100LT1G","http://www.onsemi.com/pub/Collateral/NTGD1100L-D.PDF","Small Signal MOSFET -8V -3.3A 55 mOhm Dual P-Channel SC74 with Level-Shift, Small Signal MOSFET 8V 3.3 A 55 mOhm Dual P-Channel TSOP6 with Level-Shift","Pb-free
Halide free","Active","Small Signal MOSFET -8V -3.3A 55 mOhm Dual P-Channel SC74 with Level-Shift","P-Channel","Dual","8","8","1.2","3.3","0.83",,"55",,,,,,,,,"SC-74"
"on","IGBT 和 FET---MOSFET","NTGD4161P","NTGD4161PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGD4161PT1G","http://www.onsemi.com/pub/Collateral/NTGD4161P-D.PDF","Power MOSFET -30V -2.3A 160 mOhm Dual P-Channel TSOP6","Pb-free
Halide free","Active","Power MOSFET -30V -2.3A 160 mOhm Dual P-Channel TSOP6","P-Channel","Dual","30","20","3","2.3","1.3",,,"160",,"7.1",,"3","281","50","28","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTGS3130N","NTGS3130NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGS3130NT1G","http://www.onsemi.com/pub/Collateral/NTGS3130N-D.PDF","Power MOSFET 20V 5.6A 24 mOhm Single N-Channel TSOP6","Pb-free
Halide free","Active","Power MOSFET 20V 5.6A 24 mOhm Single N-Channel TSOP6","N-Channel","Single","20","8","1.4","5.6","1.1","32","24",,"13.2",,"4.2","8.8","935","169
198","104
110","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTGS3433","NTGS3433T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGS3433T1G","http://www.onsemi.com/pub/Collateral/NTGS3433T1-D.PDF","Power MOSFET -12V- 3.3A 75 mOhm Single P-Channel TSOP-6","Pb-free
Halide free","Active","Power MOSFET -12V- 3.3A 75 mOhm Single P-Channel TSOP-6","P-Channel","Single","12","8","1.5","2.35","1","95","75",,"7",,"3.5",,"550","450","200","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTGS3443","NTGS3443T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGS3443T1G","http://www.onsemi.com/pub/Collateral/NTGS3443T1-D.PDF","Power MOSFET -20V -2A 65 mOhm Single P-Channel TSOP-6","Pb-free
Halide free","Active","Power MOSFET -20V -2A 65 mOhm Single P-Channel TSOP-6","P-Channel","Single","20","12","1.5","4.4","2","90","65",,,"7.5","2.9",,"565","320","120","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTGS3455","NTGS3455T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGS3455T1G","http://www.onsemi.com/pub/Collateral/NTGS3455T1-D.PDF","Power MOSFET -30V -3.5A 100 mOhm Single P-Channel TSOP-6","Pb-free
Halide free","Active","Power MOSFET -30V -3.5A 100 mOhm Single P-Channel TSOP-6","P-Channel","Single","30","20","3","3.5","1",,"170","100",,"9","2",,"480","220","60","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTGS4141N","NTGS4141NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTGS4141NT1G","http://www.onsemi.com/pub/Collateral/NTGS4141N-D.PDF","Power MOSFET 30V 7A 25 mOhm Single N-Channel TSOP6","Pb-free
Halide free","Active","Power MOSFET 30V 7A 25 mOhm Single N-Channel TSOP6","N-Channel","Single","30","20","3","7","2",,"30","21.5","6","12","3","8","560","115","75","TSOP-6"
"on","IGBT 和 FET---MOSFET","NTHC5513","NTHC5513T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHC5513T1G","http://www.onsemi.com/pub/Collateral/NTHC5513-D.PDF","Power MOSFET 20V 3.9A 80 mOhm Complementary ChipFET","Pb-free
Halide free","Active","Power MOSFET 20V 3.9A 80 mOhm Complementary ChipFET","Complementary","Dual","20","12","1.2","3.9","2.1","115","80",,"4",,"0.7","6","180","80","25","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHD3101F","NTHD3101FT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHD3101FT1G","http://www.onsemi.com/pub/Collateral/NTHD3101F-D.PDF","Power MOSFET -20V -4.4A 80 mOhm Dual P-Channel ChipFET FETky","Pb-free
Halide free","Active","Power MOSFET -20V -4.4A 80 mOhm Dual P-Channel ChipFET FETky","P-Channel","with Schottky Diode","20","8","1.5","4.4","2.1","110","80",,"7.4",,"2.5","6.5","680","100","70","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHD4102P","NTHD4102PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHD4102PT1G","http://www.onsemi.com/pub/Collateral/NTHD4102P-D.PDF","Power MOSFET -20V -4.1A 80 mOhm Dual P-Channel ChipFET","Pb-free
Halide free","Active","Power MOSFET -20V -4.1A 80 mOhm Dual P-Channel ChipFET","P-Channel","Dual","20","8","1.5","4.1","2.1","110","80",,"8.6",,"2.6","0.01","750","100","45","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHD4508N","NTHD4508NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHD4508NT1G","http://www.onsemi.com/pub/Collateral/NTHD4508N-D.PDF","Power MOSFET 20V 4.1A 75 mOhm Dual N-Channel ChipFET","Pb-free
Halide free","Active","Power MOSFET 20V 4.1A 75 mOhm Dual N-Channel ChipFET","N-Channel","Dual","20","12","1.2","4.1","2.1","115","75",,"2.6",,"0.7","6","180","100","25","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHS4101P","NTHS4101PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHS4101PT1G","http://www.onsemi.com/pub/Collateral/NTHS4101P-D.PDF","Power MOSFET -20V -6.7A 34 mOhm Single P-Channel ChipFET","Pb-free
Halide free","Active","Power MOSFET -20V -6.7A 34 mOhm Single P-Channel ChipFET","P-Channel","Single","20","8","1.5","6.7","2.5","40","34",,"25",,"7",,"2100","290","200","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHS5404","NTHS5404T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHS5404T1G","http://www.onsemi.com/pub/Collateral/NTHS5404T1-D.PDF","Power MOSFET 20V 7.2A 30 mOhm Single N-Channel ChipFET","Pb-free
Halide free","Active","Power MOSFET 20V 7.2A 30 mOhm Single N-Channel ChipFET","N-Channel","Single","20","12",,"7.2","2.5","45","30",,,"12","3.2","11","740","337","88","ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTHS5443","NTHS5443T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTHS5443T1G","http://www.onsemi.com/pub/Collateral/NTHS5443T1-D.PDF","Power MOSFET -20V -4.9A 65 mOhm Single P-Channel ChipFET","Pb-free
Halide free","Active","Power MOSFET -20V -4.9A 65 mOhm Single P-Channel ChipFET","P-Channel","Single","20","12","0.6","4.9","2.5","110","65",,"7.5",,"2.2",,,,,"ChipFET-8"
"on","IGBT 和 FET---MOSFET","NTJD4001N","NTJD4001NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJD4001NT1G","http://www.onsemi.com/pub/Collateral/NTJD4001N-D.PDF","Small Signal MOSFET 30V 250mA 1.5 Ohm Dual N-Channel SC−88","Pb-free
Halide free","Active","Small Signal MOSFET 30V 250mA 1.5 Ohm Dual N-Channel SC&#8722;88","N-Channel","Dual","30","20","1.5","0.25","0.272","2500","1500",,"0.9",,"0.2",,"20","19","7.25","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTJD4152P","NTJD4152PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJD4152PT1G","http://www.onsemi.com/pub/Collateral/NTJD4152P-D.PDF","Small Signal MOSFET -20V -0.88A 260 mOhm Dual P-Channel SC88 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -0.88A 260 mOhm Dual P-Channel SC88 with ESD Protection","P-Channel","Dual","20","12","1.2","0.88","0.272","500","260",,"2.2",,"0.65",,"155","25","18","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTJD4401N","NTJD4401NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJD4401NT1G","http://www.onsemi.com/pub/Collateral/NTJD4401N-D.PDF","Small Signal MOSFET 20V 630mA 375 mOhm Dual N-Channel SC88 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET 20V 630mA 375 mOhm Dual N-Channel SC88 with ESD Protection","N-Channel","Dual","20","12","1.5","0.63","0.27","445","375",,"1.3",,"0.4",,"33","13","2.8","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTJS3151P","NTJS3151PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJS3151PT1G","http://www.onsemi.com/pub/Collateral/NTJS3151P-D.PDF","Small Signal MOSFET -12V -3.3A 60 mOhm Single P-Channel SC-88 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -12V -3.3A 60 mOhm Single P-Channel SC-88 with ESD Protection","P-Channel","Single","12","12",,"2.7","0.625","90","60",,"8.6",,"2.2",,"850","170","110","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTJS3151P","NTJS3151PT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJS3151PT2G","http://www.onsemi.com/pub/Collateral/NTJS3151P-D.PDF","Small Signal MOSFET -12V -3.3A 60 mOhm Single P-Channel SC-88 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -12V -3.3A 60 mOhm Single P-Channel SC-88 with ESD Protection","P-Channel","Single","12","12",,"2.7","0.625","90","60",,"8.6",,"2.2",,"850","170","110","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTJS4151P","NTJS4151PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTJS4151PT1G","http://www.onsemi.com/pub/Collateral/NTJS4151P-D.PDF","Power MOSFET -20V -4.2A 60 mOhm Single P-Channel SC−88","Pb-free
Halide free","Active","Power MOSFET -20V -4.2A 60 mOhm Single P-Channel SC&#8722;88","P-Channel","Single","20","12","1.2","4.2","1","70","47",,"10",,"2.8","0.23","850","160","110","SC-88-6 / SC-70-6 / SOT-363-6"
"on","IGBT 和 FET---MOSFET","NTK3043N","NTK3043NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTK3043NT1G","http://www.onsemi.com/pub/Collateral/NTK3043N-D.PDF","Small Signal MOSFET 20V 285mA 3.4 Ohm Single N-Channel SOT-723 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET 20V 285mA 3.4 Ohm Single N-Channel SOT-723 with ESD Protection","N-Channel","Single","20","10","1.3","0.285","0.44","4500","3400",,,,,"3.7","11","8.3","2.7","SOT-723-3"
"on","IGBT 和 FET---MOSFET","NTK3043N","NTK3043NT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTK3043NT5G","http://www.onsemi.com/pub/Collateral/NTK3043N-D.PDF","Small Signal MOSFET 20V 285mA 3.4 Ohm Single N-Channel SOT-723 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET 20V 285mA 3.4 Ohm Single N-Channel SOT-723 with ESD Protection","N-Channel","Single","20","10","1.3","0.285","0.44","4500","3400",,,,,"3.7","11","8.3","2.7","SOT-723-3"
"on","IGBT 和 FET---MOSFET","NTK3139P","NTK3139PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTK3139PT1G","http://www.onsemi.com/pub/Collateral/NTK3139P-D.PDF","Small Signal MOSFET -20V -780mA 480 mOhm Single P-Channel SOT-723 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -780mA 480 mOhm Single P-Channel SOT-723 with ESD Protection","P-Channel","Single","20","6","1.2","0.78","0.55",,"480",,,,,"5","113","15","9","SOT-723-3"
"on","IGBT 和 FET---MOSFET","NTK3139P","NTK3139PT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTK3139PT5G","http://www.onsemi.com/pub/Collateral/NTK3139P-D.PDF","Small Signal MOSFET -20V -780mA 480 mOhm Single P-Channel SOT-723 with ESD Protection","Pb-free
Halide free","Active","Small Signal MOSFET -20V -780mA 480 mOhm Single P-Channel SOT-723 with ESD Protection","P-Channel","Single","20","6","1.2","0.78","0.55",,"480",,,,,"5","113","15","9","SOT-723-3"
"on","IGBT 和 FET---MOSFET","NTLGF3402P","NTLGF3402PT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLGF3402PT2G","http://www.onsemi.com/pub/Collateral/NTLGF3402P-D.PDF","Power MOSFET -20V -3.9A 140 mOhm Single P-Channel WDFN6 FETky","Pb-free
Halide free","Active","Power MOSFET -20V -3.9A 140 mOhm Single P-Channel WDFN6 FETky","P-Channel","with Schottky Diode","20","12","2","3.9","3","225","140",,"3.8",,"1.6","37","230","105","40","DFN-6"
"on","IGBT 和 FET---MOSFET","NTLJD3119C","NTLJD3119CTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLJD3119CTBG","http://www.onsemi.com/pub/Collateral/NTLJD3119C-D.PDF","Power MOSFET 20V 4.6A 65 mOhm Complementary WDFN6","Pb-free
Halide free","Active","Power MOSFET 20V 4.6A 65 mOhm Complementary WDFN6","Complementary","Dual","20","8","1","4.6","2.3","85","65",,"3.7",,"1","3","271","72","43","WDFN-6"
"on","IGBT 和 FET---MOSFET","NTLJF3117P","NTLJF3117PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLJF3117PT1G","http://www.onsemi.com/pub/Collateral/NTLJF3117P-D.PDF","Power MOSFET -20V -4.1A 100 mOhm Single P-Channel WDFN-6 FETky","Pb-free
Halide free","Active","Power MOSFET -20V -4.1A 100 mOhm Single P-Channel WDFN-6 FETky","P-Channel","with Schottky Diode","20","8","1","4.1","2.3","135","100",,"5.5",,,"5.7","531","91","56","WDFN-6"
"on","IGBT 和 FET---MOSFET","NTLJS2103P","NTLJS2103PTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLJS2103PTBG","http://www.onsemi.com/pub/Collateral/NTLJS2103P-D.PDF","Power MOSFET -12V -7.7A 40 mOhm Single P-Channel WDFN6","Pb-free
Halide free","Active","Power MOSFET -12V -7.7A 40 mOhm Single P-Channel WDFN6","P-Channel","Single","12","8","0.8","5.9","1.9","50","40",,"12.8",,,"14","1157","300","200","WDFN-6"
"on","IGBT 和 FET---MOSFET","NTLJS3A18PZ","NTLJS3A18PZTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLJS3A18PZTWG","http://www.onsemi.com/pub/Collateral/NTLJS3A18PZ-D.PDF","Power MOSFET -20V -8.2A 18 mOhm Single P-Channel WDFN6 with ESD Protection","Pb-free
Halide free","Active","Power MOSFET -20V -8.2A 18 mOhm Single P-Channel WDFN6 with ESD Protection","P-Channel","Single","20","8","1","8.4","3.4","25","18",,"28",,"8.8","12","2240","240","210","WDFN-6"
"on","IGBT 和 FET---MOSFET","NTLJS3A18PZ","NTLJS3A18PZTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NTLJS3A18PZTXG","http://www.onsemi.com/pub/Collateral/NTLJS3A18PZ-D.PDF","Power MOSFET -20V -8.2A 18 mOhm Single P-Channel WDFN6 with ESD Protection","Pb-free
Halide free","Active","Power MOSFET -20V -8.2A 18 mOhm Single P-Channel WDFN6 with ESD Protection","P-Channel","Single","20","8","1","8.4","3.4","25","18",,"28",,"8.8","12","2240","240","210","WDFN-6"
