"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channel Polarity","Configuration","V(BR)DSS Min (V)","VGS Max (V)","VGS(th) Max (V)","ID Max (A)","PD Max (W)","rDS(on) Max @ VGS = 2.5 V  (mOhms)","rDS(on) Max @ VGS = 4.5 V  (mOhms)","rDS(on) Max @ VGS = 10 V  (mOhms)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Ciss Typ (pF)","Coss Typ (pF)","Crss Typ (pF)","Package Type"
"on","IGBT 和 FET---MOSFET","NVMFS5C410NL","NVMFS5C410NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C410NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C410NL-D.PDF","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level., 5000 / Tape & Reel.","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","16","2","315","167",,"1.3","0.9","66","143","22","126","8862","4156","116","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C410NL","NVMFS5C410NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C410NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C410NL-D.PDF","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level., 1500 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","16","2","315","167",,"1.3","0.9","66","143","22","126","8862","4156","116","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C410NL","NVMFS5C410NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C410NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C410NL-D.PDF","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level., 5000 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 40V, 315A, 0.9 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","16","2","315","167",,"1.3","0.9","66","143","22","126","8862","4156","116","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C430N","NVMFS5C430NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C430NT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C430N-D.PDF","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL. 1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","185","106",,,"1.7",,"47",,,"3300","1600","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C430N","NVMFS5C430NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C430NT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C430N-D.PDF","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL.5000 / Tape & Reel.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","185","106",,,"1.7",,"47",,,"3300","1600","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C430N","NVMFS5C430NWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C430NWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C430N-D.PDF","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL. 1500 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","185","106",,,"1.7",,"47",,,"3300","1600","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C430N","NVMFS5C430NWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C430NWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C430N-D.PDF","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL. 5000 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 185A, 1.7 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","185","106",,,"1.7",,"47",,,"3300","1600","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C442N","NVMFS5C442NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C442NT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C442N-D.PDF","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, .SO8-FL. 1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","140","83",,,"2.3",,"32",,"40","2100","1100","40","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C442N","NVMFS5C442NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C442NT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C442N-D.PDF","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL. 5000 / Tape & Reel.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","140","83",,,"2.3",,"32",,"40","2100","1100","40","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C442N","NVMFS5C442NWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C442NWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C442N-D.PDF","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL.1500 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","140","83",,,"2.3",,"32",,"40","2100","1100","40","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C442N","NVMFS5C442NWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C442NWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C442N-D.PDF","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL. 5000 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 140A, 2.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","140","83",,,"2.3",,"32",,"40","2100","1100","40","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C450N","NVMFS5C450NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C450NT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C450N-D.PDF","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","102","68",,,"3.3",,"23",,"23","1600","830","28","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C450N","NVMFS5C450NT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C450NT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C450N-D.PDF","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.  5000 / Tape & Reel.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","102","68",,,"3.3",,"23",,"23","1600","830","28","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C450N","NVMFS5C450NWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C450NWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C450N-D.PDF","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL. 1500 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","102","68",,,"3.3",,"23",,"23","1600","830","28","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C450N","NVMFS5C450NWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C450NWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C450N-D.PDF","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL., Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL. 5000 / Tape & Reel. Pb-Free, Wettable Flanks","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 102A, 3.3 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","40","20","4","102","68",,,"3.3",,"23",,"23","1600","830","28","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C456NL","NVMFS5C456NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C456NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C456NL-D.PDF","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 87A 3.7mOhm Single N-Channel SO-8FL","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","81","56",,"6.5","4.3","12","27","4",,"1700","600","22","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C456NL","NVMFS5C456NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C456NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C456NL-D.PDF","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 87A 3.7mOhm Single N-Channel SO-8FL","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","81","56",,"6.5","4.3","12","27","4",,"1700","600","22","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C456NL","NVMFS5C456NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C456NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C456NL-D.PDF","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 87A 3.7mOhm Single N-Channel SO-8FL WF","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","81","56",,"6.5","4.3","12","27","4",,"1700","600","22","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C456NL","NVMFS5C456NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C456NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C456NL-D.PDF","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 87A 3.7mOhm Single N-Channel SO-8FL WF","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 87A, 3.7 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","81","56",,"6.5","4.3","12","27","4",,"1700","600","22","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C468NL","NVMFS5C468NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C468NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C468NL-D.PDF","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 37A 10.3mOhm Single N-Channel SO-8FL","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","35","23",,"17","11","4.4","9.5","1.3",,"600","250","11","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C468NL","NVMFS5C468NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C468NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C468NL-D.PDF","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 37A 10.3mOhm Single N-Channel SO-8FL","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","35","23",,"17","11","4.4","9.5","1.3",,"600","250","11","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C468NL","NVMFS5C468NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C468NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C468NL-D.PDF","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 37A 10.3mOhm Single N-Channel SO-8FL WF","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","35","23",,"17","11","4.4","9.5","1.3",,"600","250","11","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C468NL","NVMFS5C468NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C468NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C468NL-D.PDF","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 40V 37A 10.3mOhm Single N-Channel SO-8FL WF","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 40V, 37A, 10.3 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","40","20","2","35","23",,"17","11","4.4","9.5","1.3",,"600","250","11","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C612NL","NVMFS5C612NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C612NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C612NL-D.PDF","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level, 1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level","N-Channel","Single","60","16","2","235","167",,"2.3","1.5","41","91","10.9","105","6660","2953","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C612NL","NVMFS5C612NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C612NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C612NL-D.PDF","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level, 5000 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level","N-Channel","Single","60","16","2","235","167",,"2.3","1.5","41","91","10.9","105","6660","2953","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C612NL","NVMFS5C612NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C612NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C612NL-D.PDF","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level, 1500 / Tape & Reel (Pb−Free, Wettable Flanks)","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level","N-Channel","Single","60","16","2","235","167",,"2.3","1.5","41","91","10.9","105","6660","2953","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C612NL","NVMFS5C612NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C612NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C612NL-D.PDF","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level, 5000 / Tape & Reel (Pb−Free, Wettable Flanks)","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Power MOSFET 60V 235A 1.5 mOhm Single N-Channel SO8-FL Logic Level","N-Channel","Single","60","16","2","235","167",,"2.3","1.5","41","91","10.9","105","6660","2953","45","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C645NL","NVMFS5C645NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C645NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C645NL-D.PDF","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level., 1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","100","79",,"5.8","4","16","34","5.1","32","2200","900","17","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C645NL","NVMFS5C645NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C645NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C645NL-D.PDF","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level., 5000 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","100","79",,"5.8","4","16","34","5.1","32","2200","900","17","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C645NL","NVMFS5C645NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C645NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C645NL-D.PDF","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level., 1500 / Tape & Reel (Pb?Free, Wettable Flanks)","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","100","79",,"5.8","4","16","34","5.1","32","2200","900","17","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C645NL","NVMFS5C645NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C645NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C645NL-D.PDF","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level., 5000 / Tape & Reel (Pb?Free, Wettable Flanks)","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 100A, 4.0 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","100","79",,"5.8","4","16","34","5.1","32","2200","900","17","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C670NL","NVMFS5C670NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C670NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C670NL-D.PDF","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 60 V, 6.4 mohm, 67 A, Single N-Channel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","71","61",,,"6.1","9","20","2","19","1400","690","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C670NL","NVMFS5C670NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C670NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C670NL-D.PDF","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 60 V, 6.4 mohm, 67 A, Single N-Channel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","71","61",,,"6.1","9","20","2","19","1400","690","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C670NL","NVMFS5C670NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C670NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C670NL-D.PDF","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 60 V, 6.4 mohm, 67 A, Single N-Channel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","71","61",,,"6.1","9","20","2","19","1400","690","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C670NL","NVMFS5C670NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C670NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C670NL-D.PDF","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level., Power MOSFET 60 V, 6.4 mohm, 67 A, Single N-Channel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 71A, 6.1 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","71","61",,,"6.1","9","20","2","19","1400","690","15","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C682NL","NVMFS5C682NLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C682NLT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C682NL-D.PDF","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","26","28",,"30","21","3","6","1",,"450","190","2","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C682NL","NVMFS5C682NLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C682NLT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C682NL-D.PDF","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","26","28",,"30","21","3","6","1",,"450","190","2","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C682NL","NVMFS5C682NLWFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C682NLWFT1G","http://www.onsemi.com/pub/Collateral/NVMFS5C682NL-D.PDF","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","26","28",,"30","21","3","6","1",,"450","190","2","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS5C682NL","NVMFS5C682NLWFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS5C682NLWFT3G","http://www.onsemi.com/pub/Collateral/NVMFS5C682NL-D.PDF","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 60V, 26A, 21 mOhm, Single N-Channel, SO8-FL, Logic Level.","N-Channel","Single","60","20","2","26","28",,"30","21","3","6","1",,"450","190","2","SO-8FL / DFN-5"
"on","IGBT 和 FET---MOSFET","NVMFS6B05N","NVMFS6B05NT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NVMFS6B05NT1G","http://www.onsemi.com/pub/Collateral/NVMFS6B05N-D.PDF","Power MOSFET 100V, 145A, 4.8 mOhm, Single N-Channel, SO8-FL., SO8-FL. 1500 / Tape & Reel","AEC Qualified
PPAP Capable
Pb-free
Halide free","ActiveNEW","Power MOSFET 100V, 145A, 4.8 mOhm, Single N-Channel, SO8-FL.","N-Channel","Single","100","16","4","114","165",,,"8.7",,"44",,"83","3076","568","28","SO-8FL / DFN-5"
