"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Topology","Control Mode","fsw Typ (kHz)","Stand-by Mode","UVLO (V)","Short Circuit Protection","Latch","Soft Start","VCC Max (V)","Drive Cap. (mA)","Package Type"
"on","AC-DC控制器和稳压器---离线控制器","NCP1246","NCP1246ALD100R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1246ALD100R2G","http://www.onsemi.com/pub/Collateral/NCP1246-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters, , OVL Latch, Lower Limits","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1246","NCP1246BD065R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1246BD065R2G","http://www.onsemi.com/pub/Collateral/NCP1246-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1246","NCP1246BD100R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1246BD100R2G","http://www.onsemi.com/pub/Collateral/NCP1246-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1246","NCP1246BLD065R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1246BLD065R2G","http://www.onsemi.com/pub/Collateral/NCP1246-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters, , OVL Autorecovery, Lower Limits","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1246","NCP1246BLD100R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1246BLD100R2G","http://www.onsemi.com/pub/Collateral/NCP1246-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters, , OVL Autorecovery, Lower Limits","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1248","NCP1248AD065R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1248AD065R2G","http://www.onsemi.com/pub/Collateral/NCP1248-D.PDF","Fixed Frequency Current Mode Controller for Flyback Converters","Pb-free
Halide free","Active","Fixed Frequency Current Mode Controller for Flyback Converters","Step-Up/Step-Down","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1248","NCP1248AD100R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1248AD100R2G","http://www.onsemi.com/pub/Collateral/NCP1248-D.PDF","Fixed Frequency Current Mode Controller for Flyback Converters","Pb-free
Halide free","Active","Fixed Frequency Current Mode Controller for Flyback Converters","Step-Up/Step-Down","Current Mode","65
100","Yes","8.9","Yes","Yes","Yes","28","500 / 800","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1250","NCP1250ASN100T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1250ASN100T1G","http://www.onsemi.com/pub/Collateral/NCP1250-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65
100","Yes","8.8","Yes","Yes","Yes","28","300 / 500","PDIP-8
TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1250","NCP1250ASN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1250ASN65T1G","http://www.onsemi.com/pub/Collateral/NCP1250-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65
100","Yes","8.8","Yes","Yes","Yes","28","300 / 500","PDIP-8
TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1250","NCP1250BP65G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1250BP65G","http://www.onsemi.com/pub/Collateral/NCP1250-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65
100","Yes","8.8","Yes","Yes","Yes","28","300 / 500","PDIP-8
TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1250","NCP1250BSN100T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1250BSN100T1G","http://www.onsemi.com/pub/Collateral/NCP1250-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65
100","Yes","8.8","Yes","Yes","Yes","28","300 / 500","PDIP-8
TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1250","NCP1250BSN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1250BSN65T1G","http://www.onsemi.com/pub/Collateral/NCP1250-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65
100","Yes","8.8","Yes","Yes","Yes","28","300 / 500","PDIP-8
TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1252","NCP1252ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1252ADR2G","http://www.onsemi.com/pub/Collateral/NCP1252-D.PDF","PWM Controller, Current Mode, for Forward and Flyback Applications","Pb-free
Halide free","Active","PWM Controller, Current Mode, for Forward and Flyback Applications","Flyback
Forward","Current Mode","Up to 500","Yes","9 to 10","Yes","Yes","Yes","28","500 / 800","PDIP-8
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1252","NCP1252APG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1252APG","http://www.onsemi.com/pub/Collateral/NCP1252-D.PDF","PWM Controller, Current Mode, for Forward and Flyback Applications","Pb-free
Halide free","Active","PWM Controller, Current Mode, for Forward and Flyback Applications","Flyback
Forward","Current Mode","Up to 500","Yes","9 to 10","Yes","Yes","Yes","28","500 / 800","PDIP-8
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1252","NCP1252BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1252BDR2G","http://www.onsemi.com/pub/Collateral/NCP1252-D.PDF","PWM Controller, Current Mode, for Forward and Flyback Applications","Pb-free
Halide free","Active","PWM Controller, Current Mode, for Forward and Flyback Applications","Flyback
Forward","Current Mode","Up to 500","Yes","9 to 10","Yes","Yes","Yes","28","500 / 800","PDIP-8
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1252","NCP1252CDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1252CDR2G","http://www.onsemi.com/pub/Collateral/NCP1252-D.PDF","PWM Controller, Current Mode, for Forward and Flyback Applications","Pb-free
Halide free","Active","PWM Controller, Current Mode, for Forward and Flyback Applications","Flyback
Forward","Current Mode","Up to 500","Yes","9 to 10","Yes","Yes","Yes","28","500 / 800","PDIP-8
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1252","NCP1252DDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1252DDR2G","http://www.onsemi.com/pub/Collateral/NCP1252-D.PDF","PWM Controller, Current Mode, for Forward and Flyback Applications","Pb-free
Halide free","Active","PWM Controller, Current Mode, for Forward and Flyback Applications","Flyback
Forward","Current Mode","Up to 500","Yes","9 to 10","Yes","Yes","Yes","28","500 / 800","PDIP-8
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1254","NCP1254ASN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1254ASN65T1G","http://www.onsemi.com/pub/Collateral/NCP1254-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65","Yes","8.8","Yes","Yes","Yes","35","300 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1254","NCP1254BSN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1254BSN65T1G","http://www.onsemi.com/pub/Collateral/NCP1254-D.PDF","PWM Controller, Current Mode, for Offline Power Supplies","PPAP Capable
Pb-free
Halide free","Active","PWM Controller, Current Mode, for Offline Power Supplies","Flyback","Current Mode","65","Yes","8.8","Yes","Yes","Yes","35","300 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1256","NCP1256ASN100T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1256ASN100T1G","http://www.onsemi.com/pub/Collateral/NCP1256-D.PDF","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","PPAP Capable
Pb-free
Halide free","Product Preview","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","Flyback","Current Mode","65
100","Yes","8.3","Yes","No
Yes","Yes","35","500 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1256","NCP1256ASN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1256ASN65T1G","http://www.onsemi.com/pub/Collateral/NCP1256-D.PDF","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","PPAP Capable
Pb-free
Halide free","Product Preview","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","Flyback","Current Mode","65
100","Yes","8.3","Yes","No
Yes","Yes","35","500 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1256","NCP1256BSN100T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1256BSN100T1G","http://www.onsemi.com/pub/Collateral/NCP1256-D.PDF","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","PPAP Capable
Pb-free
Halide free","Product Preview","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","Flyback","Current Mode","65
100","Yes","8.3","Yes","No
Yes","Yes","35","500 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1256","NCP1256BSN65T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1256BSN65T1G","http://www.onsemi.com/pub/Collateral/NCP1256-D.PDF","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","PPAP Capable
Pb-free
Halide free","Product Preview","Low Power Offline PWM Current Mode Controller with Brown-Out Protection","Flyback","Current Mode","65
100","Yes","8.3","Yes","No
Yes","Yes","35","500 / 500","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1288","NCP1288BD65R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1288BD65R2G","http://www.onsemi.com/pub/Collateral/NCP1288-D.PDF","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Pb-free
Halide free","Active","Controller, Fixed Frequency, Current Mode, for Flyback Converters","Flyback","Current Mode","65","Yes","10","Yes","Yes","Yes","28","1000 / 1000","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1308","NCP1308DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1308DR2G","http://www.onsemi.com/pub/Collateral/NCP1308-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","Yes","Yes","Yes","16","500 / 500","SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1337","NCP1337DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1337DR2G","http://www.onsemi.com/pub/Collateral/NCP1337-D.PDF","Controller, Quasi-Resonant Current Mode, with Overpower Compensation","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode, with Overpower Compensation","Flyback","Current Mode","Variable","Yes","Yes","Yes","Yes","Yes","20","500 / 500","PDIP-8
SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1337","NCP1337PG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1337PG","http://www.onsemi.com/pub/Collateral/NCP1337-D.PDF","Controller, Quasi-Resonant Current Mode, with Overpower Compensation","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode, with Overpower Compensation","Flyback","Current Mode","Variable","Yes","Yes","Yes","Yes","Yes","20","500 / 500","PDIP-8
SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339CDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339CDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339DDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339DDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339EDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339EDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339FDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339FDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339GDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339GDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1339","NCP1339HDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1339HDR2G","http://www.onsemi.com/pub/Collateral/NCP1339-D.PDF","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode , 0.7 us Blanking","Pb-free
Halide free","ActiveNEW","High-Voltage, Quasi-Resonant, Controller Featuring Valley Lock-Out and Power Saving Mode ","Flyback","Current Mode","Variable","Yes","9","Yes","Yes","Yes","30","500 / 800","SOIC-14 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1360","NCP1360AABCYSNT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1360AABCYSNT1G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Pb-free
Halide free","ActiveNEW","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Flyback","Current Mode","Variable","Yes","6.5","Yes","No
Yes","Yes","28","2000 / 1000","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1360","NCP1360BABCYSNT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1360BABCYSNT1G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Pb-free
Halide free","ActiveNEW","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Flyback","Current Mode","Variable","Yes","6.5","Yes","No
Yes","Yes","28","2000 / 1000","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1360","NCP1360BBCCYSNT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1360BBCCYSNT1G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Pb-free
Halide free","ActiveNEW","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Flyback","Current Mode","Variable","Yes","6.5","Yes","No
Yes","Yes","28","2000 / 1000","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1360","NCP1360BCCCYSNT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1360BCCCYSNT1G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Pb-free
Halide free","ActiveNEW","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller","Flyback","Current Mode","Variable","Yes","6.5","Yes","No
Yes","Yes","28","2000 / 1000","TSOP-6"
"on","AC-DC控制器和稳压器---离线控制器","NCP1365","NCP1365AABCYDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1365AABCYDR2G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller with High Voltage Startup Current Source","Pb-free
Halide free","Active","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller with High Voltage Startup Current Source","Flyback","Current Mode","Variable","Yes","6.5","Yes","Yes","Yes","28","2000 / 1000","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1365","NCP1365BABCYDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1365BABCYDR2G","http://www.onsemi.com/pub/Collateral/NCP1360-D.PDF","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller with High Voltage Startup Current Source","Pb-free
Halide free","Active","Low Power Offline Constant Current & Constant Voltage Primary Side PWM Current-Mode Controller with High Voltage Startup Current Source","Flyback","Current Mode","Variable","Yes","6.5","Yes","Yes","Yes","28","2000 / 1000","SOIC-7"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377BD1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377BD1R2G","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377BDR2G","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377BPG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377BPG","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377D1R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377D1R2G","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377DR2G","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1377","NCP1377PG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1377PG","http://www.onsemi.com/pub/Collateral/NCP1377-D.PDF","Controller, Free Running Quasi-Resonant Current Mode","Pb-free
Halide free","Active","Controller, Free Running Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","Yes","No","Yes","Yes","16","500 / 500","PDIP-8
SOIC-7
SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1380","NCP1380ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1380ADR2G","http://www.onsemi.com/pub/Collateral/NCP1380-D.PDF","Controller, Quasi-Resonant Current Mode, overvoltage, overtemperature, latched overpower protection","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","9","Yes","No
Yes","Yes","28","500 / 800","SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1380","NCP1380BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1380BDR2G","http://www.onsemi.com/pub/Collateral/NCP1380-D.PDF","Controller, Quasi-Resonant Current Mode, overvoltage, overtemperature, auto-recovery overpower protection","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","9","Yes","No
Yes","Yes","28","500 / 800","SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1380","NCP1380CDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1380CDR2G","http://www.onsemi.com/pub/Collateral/NCP1380-D.PDF","Controller, Quasi-Resonant Current Mode, brownout, overvoltage, latched overpower protection","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","9","Yes","No
Yes","Yes","28","500 / 800","SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1380","NCP1380DDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1380DDR2G","http://www.onsemi.com/pub/Collateral/NCP1380-D.PDF","Controller, Quasi-Resonant Current Mode, brownout, overvoltage, auto-recovery overpower protection","Pb-free
Halide free","Active","Controller, Quasi-Resonant Current Mode","Flyback","Current Mode","Variable","Yes","9","Yes","No
Yes","Yes","28","500 / 800","SOIC-8"
"on","AC-DC控制器和稳压器---离线控制器","NCP1395","NCP1395ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1395ADR2G","http://www.onsemi.com/pub/Collateral/NCP1395-D.PDF","Controller, High Performance Resonant Mode","Pb-free
Halide free","Active","Controller, High Performance Resonant Mode","Push-Pull","Voltage Mode","1000","Yes","Yes","Yes","Yes","Yes","20","180 / 180","SOIC-16"
"on","AC-DC控制器和稳压器---离线控制器","NCP1395","NCP1395BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1395BDR2G","http://www.onsemi.com/pub/Collateral/NCP1395-D.PDF","Controller, High Performance Resonant Mode","Pb-free
Halide free","Active","Controller, High Performance Resonant Mode","Push-Pull","Voltage Mode","1000","Yes","Yes","Yes","Yes","Yes","20","180 / 180","SOIC-16"
"on","AC-DC控制器和稳压器---离线控制器","NCP1397","NCP1397ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1397ADR2G","http://www.onsemi.com/pub/Collateral/NCP1397-D.PDF","Controller, High Performance, Resonant Mode, with Integrated High Voltage Drivers","PPAP Capable
Pb-free
Halide free","Active","Controller, High Performance, Resonant Mode, with Integrated High Voltage Drivers","Half-Bridge","Current/Voltage Mode","Up to 500","No","9.5/10.5","Yes","Yes","Yes","20","500 / 1000","SOIC-16"
"on","AC-DC控制器和稳压器---离线控制器","NCP1397","NCP1397BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1397BDR2G","http://www.onsemi.com/pub/Collateral/NCP1397-D.PDF","Controller, High Performance, Resonant Mode, with Integrated High Voltage Drivers","PPAP Capable
Pb-free
Halide free","Active","Controller, High Performance, Resonant Mode, with Integrated High Voltage Drivers","Half-Bridge","Current/Voltage Mode","Up to 500","No","9.5/10.5","Yes","Yes","Yes","20","500 / 1000","SOIC-16"
"on","AC-DC控制器和稳压器---离线控制器","NCP1399","NCP1399AADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1399AADR2G","http://www.onsemi.com/pub/Collateral/NCP1399-D.PDF","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance","Pb-free
Halide free","Intro Pending","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance",,,,,,,,,,,"SOIC-16 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1399","NCP1399ABDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1399ABDR2G","http://www.onsemi.com/pub/Collateral/NCP1399-D.PDF","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance","Pb-free
Halide free","Intro Pending","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance",,,,,,,,,,,"SOIC-16 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1399","NCP1399ACDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1399ACDR2G","http://www.onsemi.com/pub/Collateral/NCP1399-D.PDF","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance","Pb-free
Halide free","Intro Pending","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance",,,,,,,,,,,"SOIC-16 NB"
"on","AC-DC控制器和稳压器---离线控制器","NCP1399","NCP1399BADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP1399BADR2G","http://www.onsemi.com/pub/Collateral/NCP1399-D.PDF","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance","Pb-free
Halide free","Intro Pending","Current Mode Resonant Controller with Integrated High Voltage Drivers, High Performance",,,,,,,,,,,"SOIC-16 NB"
