"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Configuration","VRRM Min (V)","VF Max (V)","IRM Max (uA)","IF Max (A)","trr Max (ns)","Cj Max (pF)","Package Type"
"on","二极管和整流器---小信号开关二极管","MMDL6050","SMMDL6050T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMDL6050T1G","http://www.onsemi.com/pub/Collateral/MMDL6050T1-D.PDF","70 V Switching Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Switching Diode","Single","70","0.7","0.1","0.2","4","2.5","SOD-323"
"on","二极管和整流器---小信号开关二极管","MMSD103","MMSD103T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMSD103T1G","http://www.onsemi.com/pub/Collateral/MMSD103T1-D.PDF","250 V High Voltage Switching Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","250 V High Voltage Switching Diode","Single","250","1","1","0.2","50","5","SOD-123"
"on","二极管和整流器---小信号开关二极管","MMSD103","SMMSD103T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMSD103T1G","http://www.onsemi.com/pub/Collateral/MMSD103T1-D.PDF","250 V High Voltage Switching Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","250 V High Voltage Switching Diode","Single","250","1","1","0.2","50","5","SOD-123"
"on","二极管和整流器---小信号开关二极管","MMSD914","MMSD914T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMSD914T1G","http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF","Switching Diode, High Speed, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Switching Diode, High Speed, 100 V","Single","100","1","5","0.2","4","4","SOD-123"
"on","二极管和整流器---小信号开关二极管","MMSD914","MMSD914T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMSD914T3G","http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF","Switching Diode, High Speed, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Switching Diode, High Speed, 100 V","Single","100","1","5","0.2","4","4","SOD-123"
"on","二极管和整流器---小信号开关二极管","MMSD914","SMMSD914T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMSD914T1G","http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF","Switching Diode, High Speed, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Switching Diode, High Speed, 100 V","Single","100","1","5","0.2","4","4","SOD-123"
"on","二极管和整流器---小信号开关二极管","MMSD914","SMMSD914T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMSD914T3G","http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF","Switching Diode, High Speed, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Switching Diode, High Speed, 100 V","Single","100","1","5","0.2","4","4","SOD-123"
"on","二极管和整流器---小信号开关二极管","NSD914F3T5G","NSD914F3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSD914F3T5G","http://www.onsemi.com/pub/Collateral/NSD914F3-D.PDF","Switching Diode","AEC Qualified
Pb-free
Halide free","Active","Switching Diode","Single","100","1","5","0.2","4","4","SOT-1123-3"
"on","二极管和整流器---小信号开关二极管","NSDEMP11XV6","NSDEMP11XV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSDEMP11XV6T1G","http://www.onsemi.com/pub/Collateral/NSDEMP11XV6T1-D.PDF","80 V Common Anode Switching Diode, quad, two duals","AEC Qualified
Pb-free
Halide free","Active","80 V Common Anode Switching Diode, quad, two duals","Dual Common Anode","80","1.2","0.1","0.1","4","3.5",
"RD0106T","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Fast trr type, 1A, 600V, 50ns, TP/TP-FA","Single","600","1.3","10","1","50",,"DPAK / TP-FA
IPAK / TP"
"on","二极管和整流器---小信号开关二极管","NSDEMP11XV6","NSDEMP11XV6T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSDEMP11XV6T5G","http://www.onsemi.com/pub/Collateral/NSDEMP11XV6T1-D.PDF","80 V Common Anode Switching Diode, quad, two duals","AEC Qualified
Pb-free
Halide free","Active","80 V Common Anode Switching Diode, quad, two duals","Dual Common Anode","80","1.2","0.1","0.1","4","3.5",
"RD0106T","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Fast trr type, 1A, 600V, 50ns, TP/TP-FA","Single","600","1.3","10","1","50",,"DPAK / TP-FA
IPAK / TP"
"on","二极管和整流器---小信号开关二极管","RD0306T","RD0306T-H","http://www.onsemi.cn/PowerSolutions/product.do?id=RD0306T-H","http://www.onsemi.com/pub/Collateral/ENA1573-D.PDF","Planar Ultrafast Rectifier, Fast trr type, 3A, 600V, 50ns, TP/TP-FA","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Fast trr type, 3A, 600V, 50ns, TP/TP-FA","Single","600","1.5","100","3","50",,"DPAK / TP-FA
IPAK / TP"
"on","二极管和整流器---小信号开关二极管","RD0306T","RD0306T-TL-H","http://www.onsemi.cn/PowerSolutions/product.do?id=RD0306T-TL-H","http://www.onsemi.com/pub/Collateral/ENA1573-D.PDF","Planar Ultrafast Rectifier, Fast trr type, 3A, 600V, 50ns, TP/TP-FA","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Fast trr type, 3A, 600V, 50ns, TP/TP-FA","Single","600","1.5","100","3","50",,"DPAK / TP-FA
IPAK / TP"
"on","二极管和整流器---小信号开关二极管","RD2006FR","RD2006FR-H","http://www.onsemi.cn/PowerSolutions/product.do?id=RD2006FR-H","http://www.onsemi.com/pub/Collateral/ENA1832-D.PDF","Planar Ultrafast Rectifier, Fast trr type, 20A, 600V, 50ns, TO-220F-2FS","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Fast trr type, 20A, 600V, 50ns, TO-220F-2FS","Single","600","1.75","100",,"50",,"TO-220 FP / TO-220F-2FS"
"on","二极管和整流器---小信号开关二极管","UD1006FR","UD1006FR-H","http://www.onsemi.cn/PowerSolutions/product.do?id=UD1006FR-H","http://www.onsemi.com/pub/Collateral/ENA1745-D.PDF","Planar Ultrafast Rectifier, Low VF type, 10A, 600V, 1.3V, TO-220F-2FS","Pb-free
Halide free","Active","Planar Ultrafast Rectifier, Low VF type, 10A, 600V, 1.3V, TO-220F-2FS","Single","600","1.3","100",,"150",,"TO-220 FP / TO-220F-2FS"
