"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","Resolution (bits)","Control Interface","fs Typ (kHz)","Package Type"
"on","接口---Analog-to-Digital Converters (ADC)","NCD9830","NCD9830DBR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCD9830DBR2G","http://www.onsemi.com/pub/Collateral/NCD9830-D.PDF","ADC, 8-Bit, 8-Chanel, with I2C Interface","Pb-free
Halide free","Active","ADC, 8-Bit, 8-Chanel, with I2C Interface","8","8","I2C",,"TSSOP-16"
