"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","Gain (V/V)","Gain Error Max (%)","VccMin (V)","VccMax (V)","VCM (V)","IDTyp (mA)","GBW Typ (MHz)","VIOMax (mV)","VIODrift Max (µV/°C)","Package Type"
"on","放大器和比较器---Current Sense Amplifiers","NCS210","NCS210SQT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCS210SQT2G","http://www.onsemi.com/pub/Collateral/NCS210-D.PDF","Current-Shunt Monitor, Voltage Output, Bi-Directional Zero-Drift, -0.3V to 26V CMIVR","Pb-free
Halide free","ActiveNEW","Current-Shunt Monitor, Voltage Output, Bi-Directional Zero-Drift, -0.3V to 26V CMIVR","1","200","±1","2.7","26","-0.3 to 26","0.065","0.04","±0.060","0.6","SC-88-6 / SC-70-6 / SOT-363-6"
