"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Density","Organization","Data Transmission Standard","fcycle Max (kHz)","tACC Max ns","VCC Min (V)","VCC Max (V)","Istandby Max (microA)","Iact Max (mA)","T Min (&#0176;C)","T Max (&#0176;C)","Package Type"
"on","存储器---EEPROM存储器","CAT24C256","CAT24C256XE-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C256XE-T2","http://www.onsemi.com/pub/Collateral/CAT24C256-D.PDF","256-kb I","Pb-free
Halide free","Active","256-kb I<sup>2</sup>C Serial CMOS EEPROM Memory","Serial","256 kb","32k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","1
2","1
3","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C256","CAT24C256XI-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C256XI-T2","http://www.onsemi.com/pub/Collateral/CAT24C256-D.PDF","256-kb I","Pb-free
Halide free","Active","256-kb I<sup>2</sup>C Serial CMOS EEPROM Memory","Serial","256 kb","32k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","1
2","1
3","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C256","CAT24C256YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C256YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C256-D.PDF","256-kb I","Pb-free
Halide free","Active","256-kb I<sup>2</sup>C Serial CMOS EEPROM Memory","Serial","256 kb","32k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","1
2","1
3","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512HU5EGT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512HU5EGT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512HU5IGT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512HU5IGT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512WE-GT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512XE-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512XE-T2","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512XI-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512XI-T2","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512YE-GT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24C512","CAT24C512YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24C512YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24C512-D.PDF","512-kb I","Pb-free
Halide free","Active","512-kb I<sup>2</sup>C Serial EEPROM","Serial","512 kb","64k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01HU5I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01HU5I-GT3","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01WE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01WE-GT3","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01WI-GT3","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01XI-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01XI-T2","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01YE-GT3","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT24M01","CAT24M01YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT24M01YI-GT3","http://www.onsemi.com/pub/Collateral/CAT24M01-D.PDF","1-Mb I","Pb-free
Halide free","Active","1-Mb I<sup>2</sup>C Serial EEPROM","Serial","1 Mb","128k x 8","I2C","400
1000","400
900","1.8
2.5","5.5","2
5","1","-40","80
85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25020","CAT25020HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25020HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT25010-D.PDF","2-kb  SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","2-kb  SPI Serial CMOS EEPROM Memory","Serial","2 kb","256 x 8","SPI","10000","-","1.8","5.5","2","2","-40","85","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25020","CAT25020VI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25020VI-G","http://www.onsemi.com/pub/Collateral/CAT25010-D.PDF","2-kb  SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","2-kb  SPI Serial CMOS EEPROM Memory","Serial","2 kb","256 x 8","SPI","10000","-","1.8","5.5","2","2","-40","85","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25020","CAT25020VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25020VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25010-D.PDF","2-kb  SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","2-kb  SPI Serial CMOS EEPROM Memory","Serial","2 kb","256 x 8","SPI","10000","-","1.8","5.5","2","2","-40","85","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25020","CAT25020YI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25020YI-G","http://www.onsemi.com/pub/Collateral/CAT25010-D.PDF","2-kb  SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","2-kb  SPI Serial CMOS EEPROM Memory","Serial","2 kb","256 x 8","SPI","10000","-","1.8","5.5","2","2","-40","85","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25020","CAT25020YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25020YI-GT3","http://www.onsemi.com/pub/Collateral/CAT25010-D.PDF","2-kb  SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","2-kb  SPI Serial CMOS EEPROM Memory","Serial","2 kb","256 x 8","SPI","10000","-","1.8","5.5","2","2","-40","85","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080HU2E-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080HU2E-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080HU2I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080HU2I-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080VE-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080YE-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25080","CAT25080YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25080YI-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","8-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","8-kb SPI Serial CMOS EEPROM Memory","Serial","8 kb","1k x 8","SPI","10000","-","1.8","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25160","CAT25160HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25160HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","16-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","16-kb SPI Serial CMOS EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25160","CAT25160VE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25160VE-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","16-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","16-kb SPI Serial CMOS EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25160","CAT25160VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25160VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","16-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","16-kb SPI Serial CMOS EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25160","CAT25160YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25160YI-GT3","http://www.onsemi.com/pub/Collateral/CAT25080-D.PDF","16-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","16-kb SPI Serial CMOS EEPROM Memory","Serial","16 kb","2k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25320","CAT25320HU3I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25320HU3I-GT3","http://www.onsemi.com/pub/Collateral/CAT25320-D.PDF","32-Kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","32-Kb SPI Serial CMOS EEPROM Memory","Serial","32 kb","4k x 8","SPI","10000","40","1.8","5.5","2
3
5","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25320","CAT25320VI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25320VI-G","http://www.onsemi.com/pub/Collateral/CAT25320-D.PDF","32-Kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","32-Kb SPI Serial CMOS EEPROM Memory","Serial","32 kb","4k x 8","SPI","10000","40","1.8","5.5","2
3
5","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25320","CAT25320VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25320VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25320-D.PDF","32-Kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","32-Kb SPI Serial CMOS EEPROM Memory","Serial","32 kb","4k x 8","SPI","10000","40","1.8","5.5","2
3
5","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25320","CAT25320YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25320YE-GT3","http://www.onsemi.com/pub/Collateral/CAT25320-D.PDF","32-Kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","32-Kb SPI Serial CMOS EEPROM Memory","Serial","32 kb","4k x 8","SPI","10000","40","1.8","5.5","2
3
5","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25320","CAT25320YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25320YI-GT3","http://www.onsemi.com/pub/Collateral/CAT25320-D.PDF","32-Kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","32-Kb SPI Serial CMOS EEPROM Memory","Serial","32 kb","4k x 8","SPI","10000","40","1.8","5.5","2
3
5","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25640","CAT25640HU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25640HU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT25640-D.PDF","64-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","64-kb SPI Serial CMOS EEPROM Memory","Serial","64 kb","8k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25640","CAT25640VI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25640VI-G","http://www.onsemi.com/pub/Collateral/CAT25640-D.PDF","64-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","64-kb SPI Serial CMOS EEPROM Memory","Serial","64 kb","8k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25640","CAT25640VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25640VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25640-D.PDF","64-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","64-kb SPI Serial CMOS EEPROM Memory","Serial","64 kb","8k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25640","CAT25640YE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25640YE-GT3","http://www.onsemi.com/pub/Collateral/CAT25640-D.PDF","64-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","64-kb SPI Serial CMOS EEPROM Memory","Serial","64 kb","8k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25640","CAT25640YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25640YI-GT3","http://www.onsemi.com/pub/Collateral/CAT25640-D.PDF","64-kb SPI Serial CMOS EEPROM Memory","Pb-free
Halide free","Active","64-kb SPI Serial CMOS EEPROM Memory","Serial","64 kb","8k x 8","SPI","10000","40","1.8
2.5","5.5","2","2","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT25M02","CAT25M02DTR","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25M02DTR","http://www.onsemi.com/pub/Collateral/CAT25M02-D.PDF","Serial CMOS EEPROM, 2 Mb SPI , 2Mb SPI Serial EEPROM, Die in Tape & Reel","Pb-free
Halide free","Active","Serial CMOS EEPROM, 2 Mb SPI ","Serial","2 Mb","256k x 8","SPI","10000","40","1.7","5.5","3","2","-40","85","Bare Die
SOIC-8
Wafer"
"on","存储器---EEPROM存储器","CAT25M02","CAT25M02DWF","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25M02DWF","http://www.onsemi.com/pub/Collateral/CAT25M02-D.PDF","Serial CMOS EEPROM, 2 Mb SPI , 2Mb SPI Serial EEPROM, Wafer","Pb-free
Halide free","Active","Serial CMOS EEPROM, 2 Mb SPI ","Serial","2 Mb","256k x 8","SPI","10000","40","1.7","5.5","3","2","-40","85","Bare Die
SOIC-8
Wafer"
"on","存储器---EEPROM存储器","CAT25M02","CAT25M02VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT25M02VI-GT3","http://www.onsemi.com/pub/Collateral/CAT25M02-D.PDF","Serial CMOS EEPROM, 2 Mb SPI , 2Mb SPI Serial EEPROM, SOIC-8","Pb-free
Halide free","Active","Serial CMOS EEPROM, 2 Mb SPI ","Serial","2 Mb","256k x 8","SPI","10000","40","1.7","5.5","3","2","-40","85","Bare Die
SOIC-8
Wafer"
"on","存储器---EEPROM存储器","CAT64LC40","CAT64LC40LI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT64LC40LI-G","http://www.onsemi.com/pub/Collateral/CAT64LC40-D.PDF","4 kb SPI Serial EEPROM Memory","Pb-free
Halide free","Active","4 kb SPI Serial EEPROM Memory","Serial","4 kb","256 x 16","SPI","1000","300","2.5","6","3","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT64LC40","CAT64LC40VI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT64LC40VI-GT3","http://www.onsemi.com/pub/Collateral/CAT64LC40-D.PDF","4 kb SPI Serial EEPROM Memory","Pb-free
Halide free","Active","4 kb SPI Serial EEPROM Memory","Serial","4 kb","256 x 16","SPI","1000","300","2.5","6","3","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT64LC40","CAT64LC40WI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT64LC40WI-GT3","http://www.onsemi.com/pub/Collateral/CAT64LC40-D.PDF","4 kb SPI Serial EEPROM Memory","Pb-free
Halide free","Active","4 kb SPI Serial EEPROM Memory","Serial","4 kb","256 x 16","SPI","1000","300","2.5","6","3","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT64LC40","CAT64LC40YI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT64LC40YI-GT3","http://www.onsemi.com/pub/Collateral/CAT64LC40-D.PDF","4 kb SPI Serial EEPROM Memory","Pb-free
Halide free","Active","4 kb SPI Serial EEPROM Memory","Serial","4 kb","256 x 16","SPI","1000","300","2.5","6","3","3","-40","85","PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BHU4I-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BHU4I-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BVE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BVE-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BVI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BVI-G","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BVI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BVI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BWI-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BXI","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BXI","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BXI-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BXI-T2","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BYE-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BYE-GT3","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
"on","存储器---EEPROM存储器","CAT93C46B","CAT93C46BYI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT93C46BYI-G","http://www.onsemi.com/pub/Collateral/CAT93C46B-D.PDF","Serial EEPROM Memory, 1 Kb Microwire","Pb-free
Halide free","Active","Serial EEPROM Memory, 1 Kb Microwire","Serial","1 Kb","128 x 8","MicroWire","4000","250","1.8","5.5","2
5","1","-40","85
125","SOIC-8
TSSOP-8
UDFN-8"
