"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Density","Organization","Data Transmission Standard","fcycle Max (kHz)","tACC Max ns","VCC Min (V)","VCC Max (V)","Istandby Max (microA)","Iact Max (mA)","T Min (&#0176;C)","T Max (&#0176;C)","Package Type"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-28-G","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-42-G","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025WI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025WI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025YI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025YI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025YI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025YI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025YI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025YI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025YI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025YI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025YI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025YI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025ZI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025ZI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025ZI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025ZI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025ZI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025ZI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025ZI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025ZI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1025","CAT1025ZI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1025ZI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1025-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","40","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027LI-25-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027LI-25-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027LI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027LI-28-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027LI-30-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027LI-30-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027LI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027LI-42-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027LI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027LI-45-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-28-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-45-G","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027WI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027WI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027YI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027YI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027YI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027YI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027YI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027YI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027YI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027YI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027YI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027YI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027ZI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027ZI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027ZI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027ZI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027ZI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027ZI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027ZI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027ZI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1027","CAT1027ZI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1027ZI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1027-D.PDF","CPU Supervisor with 2 k EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 2 k EEPROM Memory","Serial","2 kb","256 x 8","I2C","400","900","2.7","5.5","60","3","-40","85","MSOP-8
PDIP-8
SOIC-8
TSSOP-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162LI-25-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162LI-25-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162LI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162LI-28-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162LI-30-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162LI-30-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162LI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162LI-42-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162LI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162LI-45-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-25-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-25-GT3","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-28-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-28-GT3","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-30-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-30-GT3","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-42-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-42-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-42-GT3","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-45-G","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT1162","CAT1162WI-45-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1162WI-45-GT3","http://www.onsemi.com/pub/Collateral/CAT1162-D.PDF","CPU Supervisor with 16 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 16 k Serial EEPROM Memory","Serial","16 kb","2k x 8","I2C","400","1000","2.7","6","50","3","-40","85","PDIP-8
SOIC-8"
"on","存储器---EEPROM存储器","CAT13001","CAT130019SWI-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT130019SWI-G","http://www.onsemi.com/pub/Collateral/CAT13001-D.PDF","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Pb-free
Halide free","Active","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Serial","1 kb","Split","MicroWire","2000","-","2.5","5.5","25","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT13001","CAT130019SWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT130019SWI-GT3","http://www.onsemi.com/pub/Collateral/CAT13001-D.PDF","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Pb-free
Halide free","Active","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Serial","1 kb","Split","MicroWire","2000","-","2.5","5.5","25","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT13001","CAT130019TWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT130019TWI-GT3","http://www.onsemi.com/pub/Collateral/CAT13001-D.PDF","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Pb-free
Halide free","Active","Voltage Supervisor, 1 k Microwire, with Serial CMOS EEPROM","Serial","1 kb","Split","MicroWire","2000","-","2.5","5.5","25","3","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT1321","CAT1321LI-25-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1321LI-25-G","http://www.onsemi.com/pub/Collateral/CAT1321-D.PDF","CPU Supervisor with 32 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 32 k Serial EEPROM Memory","Serial","32 kb","4k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8"
"on","存储器---EEPROM存储器","CAT1321","CAT1321LI-28-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1321LI-28-G","http://www.onsemi.com/pub/Collateral/CAT1321-D.PDF","CPU Supervisor with 32 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 32 k Serial EEPROM Memory","Serial","32 kb","4k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8"
"on","存储器---EEPROM存储器","CAT1321","CAT1321LI-30-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1321LI-30-G","http://www.onsemi.com/pub/Collateral/CAT1321-D.PDF","CPU Supervisor with 32 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 32 k Serial EEPROM Memory","Serial","32 kb","4k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8"
"on","存储器---EEPROM存储器","CAT1321","CAT1321LI-42-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1321LI-42-G","http://www.onsemi.com/pub/Collateral/CAT1321-D.PDF","CPU Supervisor with 32 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 32 k Serial EEPROM Memory","Serial","32 kb","4k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8"
"on","存储器---EEPROM存储器","CAT1321","CAT1321LI-45-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1321LI-45-G","http://www.onsemi.com/pub/Collateral/CAT1321-D.PDF","CPU Supervisor with 32 k Serial EEPROM Memory","Pb-free
Halide free","Active","CPU Supervisor with 32 k Serial EEPROM Memory","Serial","32 kb","4k x 8","I2C","400","-","3","5.5","40","3","-40","85","PDIP-8"
"on","存储器---EEPROM存储器","CAT14004","CAT140049SWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT140049SWI-GT3","http://www.onsemi.com/pub/Collateral/CAT14004-D.PDF","Supervisor with 4 k I","Pb-free
Halide free","Active","Supervisor with 4 k I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400","-","2.5","5.5","22","1","-40","85","SOIC-8"
"on","存储器---EEPROM存储器","CAT14004","CAT140049TWI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT140049TWI-GT3","http://www.onsemi.com/pub/Collateral/CAT14004-D.PDF","Supervisor with 4 k I","Pb-free
Halide free","Active","Supervisor with 4 k I<sup>2</sup>C Serial EEPROM Memory","Serial","4 kb","512 x 8","I2C","400","-","2.5","5.5","22","1","-40","85","SOIC-8"
