"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","Output","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---缓冲器","74LVC06","74LVC06ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC06ADR2G","http://www.onsemi.com/pub/Collateral/74LVC06A-D.PDF","Low Voltage CMOS Hex Inverter with Open Drain Outputs and 5V-Tolerant I/Os","Pb-free
Halide free","ActiveNEW","Low Voltage CMOS Hex Inverter with Open Drain Outputs and 5V-Tolerant I/Os","6","Open Drain","1.2","5.5","5","32","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","74LVC06","74LVC06ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC06ADTR2G","http://www.onsemi.com/pub/Collateral/74LVC06A-D.PDF","Low Voltage CMOS Hex Inverter with Open Drain Outputs and 5V-Tolerant I/Os","Pb-free
Halide free","ActiveNEW","Low Voltage CMOS Hex Inverter with Open Drain Outputs and 5V-Tolerant I/Os","6","Open Drain","1.2","5.5","5","32","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","74LVC125","74LVC125ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC125ADR2G","http://www.onsemi.com/pub/Collateral/74LVC125A-D.PDF","Low Voltage Quad Non-Inverting Buffer, 3-State","Pb-free
Halide free","ActiveNEW","Low Voltage Quad Non-Inverting Buffer, 3-State","4","3-State","1.2","3.6","6","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","74LVC125","74LVC125ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC125ADTR2G","http://www.onsemi.com/pub/Collateral/74LVC125A-D.PDF","Low Voltage Quad Non-Inverting Buffer, 3-State","Pb-free
Halide free","ActiveNEW","Low Voltage Quad Non-Inverting Buffer, 3-State","4","3-State","1.2","3.6","6","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","74LVC240","74LVC240ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC240ADTR2G","http://www.onsemi.com/pub/Collateral/74LVC240A-D.PDF","Low Voltage Octal Inverting Buffer, 3-State","Pb-free
Halide free","ActiveNEW","Low Voltage Octal Inverting Buffer, 3-State","8","3-State","1.2","3.6","7","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","74LVC240","74LVC240ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC240ADWR2G","http://www.onsemi.com/pub/Collateral/74LVC240A-D.PDF","Low Voltage Octal Inverting Buffer, 3-State","Pb-free
Halide free","ActiveNEW","Low Voltage Octal Inverting Buffer, 3-State","8","3-State","1.2","3.6","7","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","74LVC540","74LVC540ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC540ADTR2G","http://www.onsemi.com/pub/Collateral/74LVC540A-D.PDF","Low Voltage CMOS Octal Buffer Flow Through Pinout","Pb-free
Halide free","ActiveNEW","Low Voltage CMOS Octal Buffer Flow Through Pinout","8","3-State","1.2","3.6","5.3","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","74LVC540","74LVC540ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=74LVC540ADWR2G","http://www.onsemi.com/pub/Collateral/74LVC540A-D.PDF","Low Voltage CMOS Octal Buffer Flow Through Pinout","Pb-free
Halide free","ActiveNEW","Low Voltage CMOS Octal Buffer Flow Through Pinout","8","3-State","1.2","3.6","5.3","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC14049B","MC14049BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14049BDG","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter","6","CMOS","3","18","80","16","SOIC-16"
"on","标准逻辑---缓冲器","MC14049B","MC14049BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14049BDR2G","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter","6","CMOS","3","18","80","16","SOIC-16"
"on","标准逻辑---缓冲器","MC14049B","NLV14049BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14049BDR2G","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter","6","CMOS","3","18","80","16","SOIC-16"
"on","标准逻辑---缓冲器","MC14050B","MC14050BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14050BDG","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","MC14050BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14050BDR2G","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","MC14050BDTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14050BDTG","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","MC14050BDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14050BDTR2G","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","NLV14050BDG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14050BDG","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","NLV14050BDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14050BDR2G","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14050B","NLV14050BDTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14050BDTG","http://www.onsemi.com/pub/Collateral/MC14049B-D.PDF","Hex Buffer","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Buffer","6","CMOS","3","18","80","16","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC14572UB","MC14572UBDG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14572UBDG","http://www.onsemi.com/pub/Collateral/MC14572UB-D.PDF","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","6","CMOS","3","18","100","2.25","SOIC-16"
"on","标准逻辑---缓冲器","MC14572UB","MC14572UBDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC14572UBDR2G","http://www.onsemi.com/pub/Collateral/MC14572UB-D.PDF","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","6","CMOS","3","18","100","2.25","SOIC-16"
"on","标准逻辑---缓冲器","MC14572UB","NLV14572UBDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV14572UBDR2G","http://www.onsemi.com/pub/Collateral/MC14572UB-D.PDF","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Gate; 4 Inverters; 1 NOR; 1 NAND","6","CMOS","3","18","100","2.25","SOIC-16"
"on","标准逻辑---缓冲器","MC74AC125","MC74AC125DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC125DG","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","2","6","7","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74AC125","MC74AC125DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC125DR2G","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","2","6","7","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74AC125","MC74AC125DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC125DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","2","6","7","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74AC244","MC74AC244DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC244DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC244-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","2","6","7","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74AC244","MC74AC244DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC244DWG","http://www.onsemi.com/pub/Collateral/MC74AC244-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","2","6","7","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74AC244","MC74AC244DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC244DWR2G","http://www.onsemi.com/pub/Collateral/MC74AC244-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","2","6","7","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74AC541","MC74AC541DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC541DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","2","6","6","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74AC541","MC74AC541DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC541DWG","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","2","6","6","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74AC541","MC74AC541DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74AC541DWR2G","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","2","6","6","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT125","MC74ACT125DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT125DG","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","4.5","5.5","9","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74ACT125","MC74ACT125DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT125DR2G","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","4.5","5.5","9","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74ACT125","MC74ACT125DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT125DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC125-D.PDF","Quad Buffer with 3-State Outputs","Pb-free
Halide free","Active","Quad Buffer with 3-State Outputs","4","3-State","4.5","5.5","9","24","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74ACT241","MC74ACT241DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT241DTR2G","http://www.onsemi.com/pub/Collateral/MC74ACT241-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","4.5","5.5","9","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT241","MC74ACT241DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT241DWG","http://www.onsemi.com/pub/Collateral/MC74ACT241-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","4.5","5.5","9","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT241","MC74ACT241DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT241DWR2G","http://www.onsemi.com/pub/Collateral/MC74ACT241-D.PDF","Octal Buffer/Line Driver, 3-State","Pb-free
Halide free","Active","Octal Buffer/Line Driver, 3-State","8","3-State","4.5","5.5","9","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT540","MC74ACT540DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT540DTR2G","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","4.5","5.5","8","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT540","MC74ACT540DWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT540DWG","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","4.5","5.5","8","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74ACT540","MC74ACT540DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74ACT540DWR2G","http://www.onsemi.com/pub/Collateral/MC74AC540-D.PDF","Octal Buffer/Line Driver with 3-State Outputs","Pb-free
Halide free","Active","Octal Buffer/Line Driver with 3-State Outputs","8","3-State","4.5","5.5","8","24","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC05A","MC74HC05ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC05ADG","http://www.onsemi.com/pub/Collateral/MC74HC05A-D.PDF","Hex Inverter with Open Drain Outputs","Pb-free
Halide free","Active","Hex Inverter with Open Drain Outputs","6","Open Drain","2","6","15","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC05A","MC74HC05ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC05ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC05A-D.PDF","Hex Inverter with Open Drain Outputs","Pb-free
Halide free","Active","Hex Inverter with Open Drain Outputs","6","Open Drain","2","6","15","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC05A","MC74HC05ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC05ADTG","http://www.onsemi.com/pub/Collateral/MC74HC05A-D.PDF","Hex Inverter with Open Drain Outputs","Pb-free
Halide free","Active","Hex Inverter with Open Drain Outputs","6","Open Drain","2","6","15","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC05A","MC74HC05ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC05ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC05A-D.PDF","Hex Inverter with Open Drain Outputs","Pb-free
Halide free","Active","Hex Inverter with Open Drain Outputs","6","Open Drain","2","6","15","5.2","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC126A","MC74HC126ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC126ADG","http://www.onsemi.com/pub/Collateral/MC74HC125A-D.PDF","Quad Non-inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad Non-inverting Buffer, 3-State","4","3-State","2","6","24","6","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC126A","MC74HC126ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC126ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC125A-D.PDF","Quad Non-inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad Non-inverting Buffer, 3-State","4","3-State","2","6","24","6","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC126A","MC74HC126ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC126ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC125A-D.PDF","Quad Non-inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad Non-inverting Buffer, 3-State","4","3-State","2","6","24","6","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC126A","NLV74HC126ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC126ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC125A-D.PDF","Quad Non-inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad Non-inverting Buffer, 3-State","4","3-State","2","6","24","6","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC126A","NLV74HC126ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC126ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC125A-D.PDF","Quad Non-inverting Buffer, 3-State","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Quad Non-inverting Buffer, 3-State","4","3-State","2","6","24","6","SOIC-14
TSSOP-14"
"on","标准逻辑---缓冲器","MC74HC244A","MC74HC244ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC244ADTG","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC244A","MC74HC244ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC244ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC244A","MC74HC244ADWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC244ADWG","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC244A","MC74HC244ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC244ADWR2G","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC244A","NLV74HC244ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC244ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC244A","NLV74HC244ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC244ADWR2G","http://www.onsemi.com/pub/Collateral/MC74HC244A-D.PDF","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-Inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","22","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC367A","MC74HC367ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC367ADG","http://www.onsemi.com/pub/Collateral/MC74HC367A-D.PDF","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","Pb-free
Halide free","Active","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","6","3-State","2","6","24","24","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC74HC367A","MC74HC367ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC367ADR2G","http://www.onsemi.com/pub/Collateral/MC74HC367A-D.PDF","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","Pb-free
Halide free","Active","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","6","3-State","2","6","24","24","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC74HC367A","MC74HC367ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC367ADTG","http://www.onsemi.com/pub/Collateral/MC74HC367A-D.PDF","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","Pb-free
Halide free","Active","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","6","3-State","2","6","24","24","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC74HC367A","MC74HC367ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC367ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC367A-D.PDF","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","Pb-free
Halide free","Active","Hex 3-State NonInverting Buffer with Separate 2-Bit and 4-Bit Sections","6","3-State","2","6","24","24","SOIC-16
TSSOP-16"
"on","标准逻辑---缓冲器","MC74HC541A","MC74HC541ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC541ADTG","http://www.onsemi.com/pub/Collateral/MC74HC541A-D.PDF","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","25","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC541A","MC74HC541ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC541ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC541A-D.PDF","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","25","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC541A","MC74HC541ADWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC541ADWG","http://www.onsemi.com/pub/Collateral/MC74HC541A-D.PDF","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","25","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC541A","MC74HC541ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HC541ADWR2G","http://www.onsemi.com/pub/Collateral/MC74HC541A-D.PDF","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","25","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HC541A","NLV74HC541ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HC541ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HC541A-D.PDF","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Octal 3-State Non-inverting Buffer/Line Driver/Line Receiver","8","3-State","2","6","25","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HCT241A","MC74HCT241ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT241ADTG","http://www.onsemi.com/pub/Collateral/MC74HCT241A-D.PDF","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","8","3-State","4.5","5.5","23","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HCT241A","MC74HCT241ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT241ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT241A-D.PDF","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","8","3-State","4.5","5.5","23","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HCT241A","MC74HCT241ADWG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT241ADWG","http://www.onsemi.com/pub/Collateral/MC74HCT241A-D.PDF","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","8","3-State","4.5","5.5","23","6","SOIC-20W
TSSOP-20"
"on","标准逻辑---缓冲器","MC74HCT241A","MC74HCT241ADWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT241ADWR2G","http://www.onsemi.com/pub/Collateral/MC74HCT241A-D.PDF","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","Pb-free
Halide free","Active","Octal 3-State Noninverting Buffer/Line Driver/Line Receiver with LSTTL-Compatible Inputs","8","3-State","4.5","5.5","23","6","SOIC-20W
TSSOP-20"
