"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","Number of Switches","Configuration","Icc Max (uA)","ron Max (Ohms)","VCC Min (V)","VCC Max (V)","Package Type"
"on","模拟开关---信号开关","NLAS54405","NLAS54405MT2TBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS54405MT2TBG","http://www.onsemi.com/pub/Collateral/NLAS54405-D.PDF","Low THD+N Stereo SPDT
Switch with Click and Pop
Elimination","Pb-free
Halide free","ActiveNEW","Low THD+N Stereo SPDT
Switch with Click and Pop
Elimination","2",,,,,,,"QFN-16"
"on","模拟开关---信号开关","NLAS7222A","NLAS7222AMTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS7222AMTR2G","http://www.onsemi.com/pub/Collateral/NLAS7222A-D.PDF","USB 2.0 DPDT Analog Switch with Enable","Pb-free
Halide free","Active","USB 2.0 DPDT Analog Switch with Enable","2",,,,,,,"UQFN-10
WQFN-10"
"on","模拟开关---信号开关","NLAS7222A","NLAS7222AMUR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS7222AMUR2G","http://www.onsemi.com/pub/Collateral/NLAS7222A-D.PDF","USB 2.0 DPDT Analog Switch with Enable","Pb-free
Halide free","Active","USB 2.0 DPDT Analog Switch with Enable","2",,,,,,,"UQFN-10
WQFN-10"
"on","模拟开关---信号开关","NLAS7222A","NLAS7222AMUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS7222AMUTAG","http://www.onsemi.com/pub/Collateral/NLAS7222A-D.PDF","USB 2.0 DPDT Analog Switch with Enable","Pb-free
Halide free","Active","USB 2.0 DPDT Analog Switch with Enable","2",,,,,,,"UQFN-10
WQFN-10"
"on","模拟开关---信号开关","NLAS7222C","NLAS7222CMUTBG","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS7222CMUTBG","http://www.onsemi.com/pub/Collateral/NLAS7222B.PDF","USB 2.0 4.5V DPDT Analog Switch with Enable  and Flow Thru Pinout","Pb-free
Halide free","Active","USB 2.0 4.5V DPDT Analog Switch with Enable  and Flow Thru Pinout ","2",,,,,,,"UQFN-10"
"on","模拟开关---信号开关","NLAS9431","NLAS9431MTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAS9431MTR2G","http://www.onsemi.com/pub/Collateral/NLAS9431-D.PDF","Analog Switch, Dual DPDT, Single Supply, Low Voltage","Pb-free
Halide free","Active","Analog Switch, Dual DPDT, Single Supply, Low Voltage","2","4","DPDT","8","30","2","5.5","QFN-16"
"on","模拟开关---信号开关","NLAST4051","NLAST4051DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAST4051DTR2G","http://www.onsemi.com/pub/Collateral/NLAST4051-D.PDF","Analog Multiplexer/Demultiplexer","Pb-free
Halide free","Active","Analog Multiplexer/Demultiplexer","1","8","SP8T","80","37","2.5","5.5","TSSOP-16"
"on","模拟开关---信号开关","NLAST4501","NLAST4501DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAST4501DFT2G","http://www.onsemi.com/pub/Collateral/NLAST4501-D.PDF","SPST Analog Switch Single Supply, TTL Level","Pb-free
Halide free","Active","SPST Analog Switch Single Supply, TTL Level","1","1","SPST","2","30","2","5.5","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","模拟开关---信号开关","NLAST4501","NLAST4501DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAST4501DTT1G","http://www.onsemi.com/pub/Collateral/NLAST4501-D.PDF","SPST Analog Switch Single Supply, TTL Level","Pb-free
Halide free","Active","SPST Analog Switch Single Supply, TTL Level","1","1","SPST","2","30","2","5.5","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","模拟开关---信号开关","NLAST9431","NLAST9431MTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLAST9431MTR2G","http://www.onsemi.com/pub/Collateral/NLAST9431-D.PDF","Dual DPDT Analog Switch","Pb-free
Halide free","Active","Dual DPDT Analog Switch","4","8","DPDT","8","30","2","5.5","QFN-16"
"on","模拟开关---信号开关","NS3L500","NS3L500MTTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NS3L500MTTWG","http://www.onsemi.com/pub/Collateral/NS3L500-D.PDF","Ethernet LAN Switch, 3 V, 8-Channel, 2:1 Gigabit, with LED Switch","Pb-free
Halide free","Active","Ethernet LAN Switch, 3 V, 8-Channel, 2:1 Gigabit, with LED Switch","11",,,,,,,"WQFN-56"
"on","模拟开关---信号开关","NS5B1G384","NS5B1G384DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS5B1G384DFT2G","http://www.onsemi.com/pub/Collateral/NS5B1G384-D.PDF","Single (NC) Normally Closed SPST Analog Switch","Pb-free
Halide free","Active","Single (NC) Normally Closed SPST Analog Switch","1",,,,,,,"SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","模拟开关---信号开关","NS5B1G384","NS5B1G384DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS5B1G384DTT1G","http://www.onsemi.com/pub/Collateral/NS5B1G384-D.PDF","Single (NC) Normally Closed SPST Analog Switch","Pb-free
Halide free","Active","Single (NC) Normally Closed SPST Analog Switch","1",,,,,,,"SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","模拟开关---信号开关","NS5S1153","NS5S1153MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NS5S1153MUTAG","http://www.onsemi.com/pub/Collateral/NS5S1153-D.PDF","DP2T USB 2.0 High Speed / Audio Switch with Negative Swing Capability","Pb-free
Halide free","Active","DP2T USB 2.0 High Speed / Audio Switch with Negative Swing Capability","2","4","DPDT","35","4.6","2.7","5","UQFN-10"
