"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Dir","V(BR) Typ (V)","PPK Max (W)","VRWM Max (V)","IR Max (uA)","VC Max (V)","Package Type"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB40CA","SZ1SMB40CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB40CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 40 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 40 V Bidirectional","Bidirectional","46.75","600","40","5","64.5","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB43CA","1SMB43CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB43CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 43 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 43 V Bidirectional","Bidirectional","50.3","600","43","5","69.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB43CA","SZ1SMB43CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB43CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 43 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 43 V Bidirectional","Bidirectional","50.3","600","43","5","69.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB45CA","1SMB45CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB45CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 45 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 45 V Bidirectional","Bidirectional","52.65","600","45","5","72.7","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB45CA","SZ1SMB45CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB45CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 45 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 45 V Bidirectional","Bidirectional","52.65","600","45","5","72.7","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB48CA","1SMB48CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB48CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 48 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 48 V Bidirectional","Bidirectional","56.1","600","48","5","77.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB48CA","SZ1SMB48CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB48CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 48 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 48 V Bidirectional","Bidirectional","56.1","600","48","5","77.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB51A","1SMB51AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB51AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 51 V Unidirectional","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","600 Watt SMB Transient Voltage Suppressor, 51 V Unidirectional","Unidirectional","59.7","600","51","5","82.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB51A","SZ1SMB51AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB51AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 51 V Unidirectional","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","600 Watt SMB Transient Voltage Suppressor, 51 V Unidirectional","Unidirectional","59.7","600","51","5","82.4","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB54A","1SMB54AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB54AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 54 V Unidirectional","Pb-free
Halide free","Active","600 Watt SMB Transient Voltage Suppressor, 54 V Unidirectional","Unidirectional","63.15","600","54","5","87.1","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB58A","1SMB58AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB58AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","Zener Transient Voltage Suppressor, 58 V, 600 Watt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Zener Transient Voltage Suppressor, 58 V, 600 Watt","Unidirectional","67.8","600","58","5","93.6","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB58A","SZ1SMB58AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB58AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","Zener Transient Voltage Suppressor, 58 V, 600 Watt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Zener Transient Voltage Suppressor, 58 V, 600 Watt","Unidirectional","67.8","600","58","5","93.6","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB60A","1SMB60AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB60AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 60 V Unidirectional","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","600 Watt SMB Transient Voltage Suppressor, 60 V Unidirectional","Unidirectional","70.2","600","60","5","96.8","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB60A","SZ1SMB60AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB60AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 60 V Unidirectional","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","600 Watt SMB Transient Voltage Suppressor, 60 V Unidirectional","Unidirectional","70.2","600","60","5","96.8","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB64A","1SMB64AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB64AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 64 V Unidirectional","Pb-free
Halide free","Active","600 Watt SMB Transient Voltage Suppressor, 64 V Unidirectional","Unidirectional","74.85","600","64","5","103","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB70A","1SMB70AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB70AT3G","http://www.onsemi.com/pub/Collateral/1SMB5.0AT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 70 V Unidirectional","Pb-free
Halide free","Active","600 Watt SMB Transient Voltage Suppressor, 70 V Unidirectional","Unidirectional","81.9","600","70","5","113","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB75CA","1SMB75CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMB75CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 75 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 75 V Bidirectional","Bidirectional","87.7","600","75","5","121","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMB75CA","SZ1SMB75CAT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMB75CAT3G","http://www.onsemi.com/pub/Collateral/1SMB10CAT3-D.PDF","600 Watt SMB Transient Voltage Suppressor, 75 V Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","600 Watt SMB Transient Voltage Suppressor, 75 V Bidirectional","Bidirectional","87.7","600","75","5","121","SMB-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC10A","1SMC10AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC10AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","Zener Transient Voltage Suppressor, 10 V, 1500 Watt","AEC Qualified
Pb-free
Halide free","Active","Zener Transient Voltage Suppressor, 10 V, 1500 Watt","Unidirectional","11.7","1500","10","5","17","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC13A","1SMC13AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC13AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 13 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","1500 Watt SMC Transient Voltage Suppressor, 13 V Unidirectional","Unidirectional","15.15","1500","13","5","21.5","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC13A","SZ1SMC13AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC13AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 13 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","1500 Watt SMC Transient Voltage Suppressor, 13 V Unidirectional","Unidirectional","15.15","1500","13","5","21.5","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC15A","1SMC15AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC15AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","Zener Transient Voltage Suppressor, 15 V, 1500 Watt","AEC Qualified
Pb-free
Halide free","Active","Zener Transient Voltage Suppressor, 15 V, 1500 Watt","Unidirectional","17.6","1500","15","5","24.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC17A","1SMC17AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC17AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 17 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 17 V Unidirectional","Unidirectional","19.9","1500","17","5","27.6","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC17A","SZ1SMC17AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC17AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 17 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 17 V Unidirectional","Unidirectional","19.9","1500","17","5","27.6","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC20A","1SMC20AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC20AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 20 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 20 V Unidirectional","Unidirectional","23.35","1500","20","5","32.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC20A","SZ1SMC20AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC20AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 20 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 20 V Unidirectional","Unidirectional","23.35","1500","20","5","32.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC24A","1SMC24AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC24AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","Transient Voltage Suppressor, Unidirectional, 24 V, 1500 Watt","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Unidirectional, 24 V, 1500 Watt","Unidirectional","28.1","1500","24","5","38.9","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC24A","SZ1SMC24AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC24AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","Transient Voltage Suppressor, Unidirectional, 24 V, 1500 Watt","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Unidirectional, 24 V, 1500 Watt","Unidirectional","28.1","1500","24","5","38.9","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC28A","1SMC28AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC28AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 28 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 28 V Unidirectional","Unidirectional","32.75","1500","28","5","45.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC28A","SZ1SMC28AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC28AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 28 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 28 V Unidirectional","Unidirectional","32.75","1500","28","5","45.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC33A","1SMC33AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC33AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 33 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 33 V Unidirectional","Unidirectional","38.65","1500","33","5","53.3","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC33A","SZ1SMC33AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC33AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 33 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 33 V Unidirectional","Unidirectional","38.65","1500","33","5","53.3","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC40A","1SMC40AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC40AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 40 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 40 V Unidirectional","Unidirectional","46.75","1500","40","5","64.5","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC40A","SZ1SMC40AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC40AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 40 V Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","1500 Watt SMC Transient Voltage Suppressor, 40 V Unidirectional","Unidirectional","46.75","1500","40","5","64.5","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC48A","1SMC48AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC48AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 48 V Unidirectional","AEC Qualified
Pb-free
Halide free","Active","1500 Watt SMC Transient Voltage Suppressor, 48 V Unidirectional","Unidirectional","56.1","1500","48","5","77.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC48A","SZ1SMC48AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZ1SMC48AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 48 V Unidirectional","AEC Qualified
Pb-free
Halide free","Active","1500 Watt SMC Transient Voltage Suppressor, 48 V Unidirectional","Unidirectional","56.1","1500","48","5","77.4","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC54A","1SMC54AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC54AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 54 V Unidirectional","AEC Qualified
Pb-free
Halide free","Active","1500 Watt SMC Transient Voltage Suppressor, 54 V Unidirectional","Unidirectional","63.15","1500","54","5","87.1","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC60A","1SMC60AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC60AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 60 V Unidirectional","AEC Qualified
Pb-free
Halide free","Active","1500 Watt SMC Transient Voltage Suppressor, 60 V Unidirectional","Unidirectional","70.2","1500","60","5","96.8","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","1SMC75A","1SMC75AT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=1SMC75AT3G","http://www.onsemi.com/pub/Collateral/1SMC5.0AT3-D.PDF","1500 Watt SMC Transient Voltage Suppressor, 75 V Unidirectional","AEC Qualified
Pb-free
Halide free","Active","1500 Watt SMC Transient Voltage Suppressor, 75 V Unidirectional","Unidirectional","87.7","1500","75","5","121","SMC-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","BZG03C15","BZG03C15G","http://www.onsemi.cn/PowerSolutions/product.do?id=BZG03C15G","http://www.onsemi.com/pub/Collateral/BZG03C15-D.PDF","Transient Voltage Suppressor, Surge Rated, 600 Watt","AEC Qualified
Pb-free
Halide free","Active","Transient Voltage Suppressor, Surge Rated, 600 Watt","Unidirectional","15","600","11","1","21.5","SMA-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5101","ESD5101FCT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5101FCT5G","http://www.onsemi.com/pub/Collateral/ESD5101-D.PDF","Low Capacitance LVPT ESD Protection Diode in WLCSP2","Pb-free
Halide free","ActiveNEW","Low Capacitance LVPT ESD Protection Diode in WLCSP2",,,,,,,"DSN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5481","ESD5481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5481MUT5G","http://www.onsemi.com/pub/Collateral/ESD5481-D.PDF","ESD Protection Zener","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Zener ","Bidirectional","-","10.7","5","1","12.5","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5481","SESD5481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SESD5481MUT5G","http://www.onsemi.com/pub/Collateral/ESD5481-D.PDF","ESD Protection Zener","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Zener ","Bidirectional","-","10.7","5","1","12.5","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5B","ESD5B5.0ST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5B5.0ST1G","http://www.onsemi.com/pub/Collateral/ESD5B5.0ST1-D.PDF","ESD Protection Diode, Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, Bidirectional","Bidirectional","6.8","50","5","1","-","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5B","ESD5B5.0ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD5B5.0ST5G","http://www.onsemi.com/pub/Collateral/ESD5B5.0ST1-D.PDF","ESD Protection Diode, Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, Bidirectional","Bidirectional","6.8","50","5","1","-","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD5B","SZESD5B5.0ST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD5B5.0ST1G","http://www.onsemi.com/pub/Collateral/ESD5B5.0ST1-D.PDF","ESD Protection Diode, Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, Bidirectional","Bidirectional","6.8","50","5","1","-","SOD-523-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7002","ESD7002WTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7002WTT1G","http://www.onsemi.com/pub/Collateral/ESD7002-D.PDF","Low Capacitance ESD Protection for High Speed, Low Capacitance ESD Protection Diode for High Speed Data Line","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection for High Speed","Unidirectional","23",,"16","1",,"SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7002","SZESD7002WTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7002WTT1G","http://www.onsemi.com/pub/Collateral/ESD7002-D.PDF","Low Capacitance ESD Protection for High Speed, Low Capacitance ESD Protection Diode for High Speed Data Line (PPAP)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection for High Speed","Unidirectional","23",,"16","1",,"SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","ESD7351HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7351HT1G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-323","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","ESD7351P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7351P2T5G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-923","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","ESD7351XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7351XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","SZESD7351HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7351HT1G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-323 Automotive","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","SZESD7351P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7351P2T5G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-923 Automotive","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7351","SZESD7351XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7351XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7351-D.PDF","Transient Voltage Suppressors, SOD-523 Automotive","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressors",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7371","ESD7371HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7371HT1G","http://www.onsemi.com/pub/Collateral/ESD7371-D.PDF","Low Capacitance ESD Protection, SOD-323","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7371","ESD7371P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7371P2T5G","http://www.onsemi.com/pub/Collateral/ESD7371-D.PDF","Low Capacitance ESD Protection, SOD-923","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7371","ESD7371XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7371XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7371-D.PDF","Low Capacitance ESD Protection, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
