"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Dir","V(BR) Typ (V)","PPK Max (W)","VRWM Max (V)","IR Max (uA)","VC Max (V)","Package Type"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7371","SZESD7371P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7371P2T5G","http://www.onsemi.com/pub/Collateral/ESD7371-D.PDF","Low Capacitance ESD Protection, SOD-923","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7371","SZESD7371XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7371XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7371-D.PDF","Low Capacitance ESD Protection, SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection",,,,,,,"SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD7L","ESD7L5.0DT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7L5.0DT5G","http://www.onsemi.com/pub/Collateral/ESD7L-D.PDF","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","Unidirectional",,"12","5","1","10.4","SOT-723-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8011","ESD8011MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8011MUT5G","http://www.onsemi.com/pub/Collateral/ESD8011-D.PDF","Ultra Low Capacitance ESD Protection Diode for High Speed Data Lines, Ultra Low Capacitance ESD Protection Diode","Pb-free
Halide free","Active","Ultra Low Capacitance ESD Protection Diode for High Speed Data Lines",,,,,,,"X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8111","ESD8111FCT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8111FCT5G","http://www.onsemi.com/pub/Collateral/ESD8101-D.PDF","Low Capacitance SCR ESD Protection Diode in WLCSP2","Pb-free
Halide free","ActiveNEW","Low Capacitance SCR ESD Protection Diode in WLCSP2",,,,,,,"WLCSP-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8451","ESD8451MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8451MUT5G","http://www.onsemi.com/pub/Collateral/ESD8451-D.PDF","Bi Directional SCR ESD Protection","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Bi Directional SCR ESD Protection","Bidirectional","7",,"3.3","0.05","7","X3DFN-2
XDFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8451","ESD8451N2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8451N2T5G","http://www.onsemi.com/pub/Collateral/ESD8451-D.PDF","Bi Directional SCR ESD Protection","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Bi Directional SCR ESD Protection","Bidirectional","7",,"3.3","0.05","7","X3DFN-2
XDFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8451","SZESD8451MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD8451MUT5G","http://www.onsemi.com/pub/Collateral/ESD8451-D.PDF","Bi Directional SCR ESD Protection","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Bi Directional SCR ESD Protection","Bidirectional","7",,"3.3","0.05","7","X3DFN-2
XDFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD8451","SZESD8451N2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD8451N2T5G","http://www.onsemi.com/pub/Collateral/ESD8451-D.PDF","Bi Directional SCR ESD Protection","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Bi Directional SCR ESD Protection","Bidirectional","7",,"3.3","0.05","7","X3DFN-2
XDFN-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD9M","ESD9M5.0ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD9M5.0ST5G","http://www.onsemi.com/pub/Collateral/ESD9M5.0S-D.PDF","Low Capacitance ESD Protection; Unidirectional","AEC Qualified
Pb-free
Halide free","Active","Low Capacitance ESD Protection; Unidirectional","Unidirectional","-","0.15","5","1","9.8","SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD9X12S","ESD9X12ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD9X12ST5G","http://www.onsemi.com/pub/Collateral/ESD9X3.3ST5G-D.PDF","ESD Protection Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode","Unidirectional","15","140","12","1","23.7","SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESD9X12S","SZESD9X12ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD9X12ST5G","http://www.onsemi.com/pub/Collateral/ESD9X3.3ST5G-D.PDF","ESD Protection Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode","Unidirectional","15","140","12","1","23.7","SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","ESDR7534","ESDR7534W1T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESDR7534W1T2G","http://www.onsemi.com/pub/Collateral/ESDR7534-D.PDF","Transient Voltage Suppressor with 4 lines in SC88 Package","Pb-free
Halide free","Active","Transient Voltage Suppressor with 4 lines in SC88 Package","Unidirectional","8","300","5","3","30","SC-88-6 / SC-70-6 / SOT-363-6"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MA3075","MA3075WALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MA3075WALT1G","http://www.onsemi.com/pub/Collateral/MA3075WALT1-D.PDF","ESD Protection Dual Common Anode Diodes SOT-23","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Dual Common Anode Diodes SOT-23","Unidirectional","7.5","15","6.5","60",,"SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MA3075","SZMA3075WALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMA3075WALT1G","http://www.onsemi.com/pub/Collateral/MA3075WALT1-D.PDF","ESD Protection Dual Common Anode Diodes SOT-23","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Dual Common Anode Diodes SOT-23","Unidirectional","7.5","15","6.5","60",,"SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ15V","MMBZ15VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ15VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","15","40","12","0.05","21","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ15V","SZMMBZ15VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ15VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","15","40","12","0.05","21","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ15V","SZMMBZ15VALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ15VALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","15 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","15","40","12","0.05","21","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ18V","MMBZ18VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ18VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","18","40","14.5","0.05","25","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ18V","SZMMBZ18VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ18VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","18","40","14.5","0.05","25","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ18V","SZMMBZ18VALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ18VALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","18 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","18","40","14.5","0.05","25","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","MMBZ27VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ27VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","MMBZ27VALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ27VALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","SZMMBZ27VALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ27VALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","SZMMBZ27VALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ27VALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","SZMMBZ4252T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ4252T1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27V","SZMMBZ4252T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ4252T3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 27 V, Common Anode","Unidirectional","27","40","22","0.05","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27VCW","MMBZ27VCWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ27VCWT1G","http://www.onsemi.com/pub/Collateral/MMBZ27VCW-D.PDF","Zener Transient Voltage Suppressor, Common Cathode, 40 Watt Peak Power","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Suppressor, Common Cathode, 40 Watt Peak Power","Unidirectional","27","40","22","0.05","38","SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ27VCW","SZMMBZ27VCWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ27VCWT1G","http://www.onsemi.com/pub/Collateral/MMBZ27VCW-D.PDF","Zener Transient Voltage Suppressor, Common Cathode, 40 Watt Peak Power","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Suppressor, Common Cathode, 40 Watt Peak Power","Unidirectional","27","40","22","0.05","38","SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ5V6A","MMBZ5V6ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ5V6ALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","Unidirectional","5.6","24","3","5","8","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ5V6A","MMBZ5V6ALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ5V6ALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","Unidirectional","5.6","24","3","5","8","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ5V6A","SZMMBZ5V6ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ5V6ALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Zener Transient Voltage Supressor, Dual, 5.6 V, Common Anode","Unidirectional","5.6","24","3","5","8","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ6V8A","MMBZ6V8ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBZ6V8ALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","6.8","24","4.5","0.5","9.6","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ6V8A","SZMMBZ6V8ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ6V8ALT1G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","6.8","24","4.5","0.5","9.6","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMBZ6V8A","SZMMBZ6V8ALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMBZ6V8ALT3G","http://www.onsemi.com/pub/Collateral/MMBZ5V6ALT1-D.PDF","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","6.8 V Dual Common Anode Zener Diode Transient Voltage Suppressor","Unidirectional","6.8","24","4.5","0.5","9.6","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA15V","MMQA15VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMQA15VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59, 15 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","15","150","11","0.075","21.7","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA15V","SZMMQA15VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMQA15VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","15","150","11","0.075","21.7","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA20V","MMQA20VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMQA20VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59, 20 V","AEC Qualified
Pb-free
Halide free","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","20","150",,"0.075","28.6","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA24V","MMQA24VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMQA24VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59, 24 V","AEC Qualified
Pb-free
Halide free","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","24","150",,"0.075","34.6","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA33V","MMQA33VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMQA33VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59, 33 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","33","150","25","0.075","48.6","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA33V","SZMMQA33VT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMQA33VT1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","33","150","25","0.075","48.6","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA6V2","MMQA6V2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMQA6V2T1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59, 6.2 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","6.2","150","4","0.7","9","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","MMQA6V2","SZMMQA6V2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZMMQA6V2T1G","http://www.onsemi.com/pub/Collateral/MMQA-D.PDF","Transient Voltage Suppressor, Common Anode, SC-59","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Transient Voltage Suppressor, Common Anode, SC-59","Unidirectional","6.2","150","4","0.7","9","SC-74"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NS6A12AF","NS6A12AFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS6A12AFT3G","http://www.onsemi.com/pub/Collateral/NS6A5.0AF-D.PDF","Unidirectional Transient Voltage Suppressor, 600 W","AEC Qualified
Pb-free
Halide free","Active","Unidirectional Transient Voltage Suppressor, 600 W","Unidirectional","14","600","12","0.5","19.5","SMA-FL"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NS6A13AF","NS6A13AFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS6A13AFT3G","http://www.onsemi.com/pub/Collateral/NS6A5.0AF-D.PDF","Unidirectional Transient Voltage Suppressor, 600 W","AEC Qualified
Pb-free
Halide free","Active","Unidirectional Transient Voltage Suppressor, 600 W","Unidirectional","15.15","600","13","5","21.5","SMA-FL"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NS6A28AF","NS6A28AFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS6A28AFT3G","http://www.onsemi.com/pub/Collateral/NS6A5.0AF-D.PDF","600 Watt Peak Power Zener
Transient Voltage
Suppressors
Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Product Preview","600 Watt Peak Power Zener
Transient Voltage
Suppressors
Unidirectional","Unidirectional","32.75","600","28","5","45.4","SMA-FL"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NS6A28AF","SZNS6A28AFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZNS6A28AFT3G","http://www.onsemi.com/pub/Collateral/NS6A5.0AF-D.PDF","600 Watt Peak Power Zener
Transient Voltage
Suppressors
Unidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Product Preview","600 Watt Peak Power Zener
Transient Voltage
Suppressors
Unidirectional","Unidirectional","32.75","600","28","5","45.4","SMA-FL"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NSQA6V8A","NSQA12VAW5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSQA12VAW5T2G","http://www.onsemi.com/pub/Collateral/NSQA6V8AW5T2-D.PDF","Low Capacitance Transient Voltage Suppressor Array","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance Transient Voltage Suppressor Array","Unidirectional","6.8
12","20","5
9","0.05
1","13
23","SC-88A-5 / SC-70-5 / SOT-323-5"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NSQA6V8A","NSQA6V8AW5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSQA6V8AW5T2G","http://www.onsemi.com/pub/Collateral/NSQA6V8AW5T2-D.PDF","Low Capacitance Transient Voltage Suppressor Array","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance Transient Voltage Suppressor Array","Unidirectional","6.8
12","20","5
9","0.05
1","13
23","SC-88A-5 / SC-70-5 / SOT-323-5"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NSQA6V8A","SZNSQA6V8AW5T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZNSQA6V8AW5T2G","http://www.onsemi.com/pub/Collateral/NSQA6V8AW5T2-D.PDF","Low Capacitance Transient Voltage Suppressor Array","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance Transient Voltage Suppressor Array","Unidirectional","6.8
12","20","5
9","0.05
1","13
23","SC-88A-5 / SC-70-5 / SOT-323-5"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NUP2105","NUP2105LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NUP2105LT1G","http://www.onsemi.com/pub/Collateral/NUP2105L-D.PDF","CAN Bus Protector, Dual Line","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","CAN Bus Protector, Dual Line","Bidirectional","27","350","22","0.1","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NUP2105","SZNUP2105LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZNUP2105LT1G","http://www.onsemi.com/pub/Collateral/NUP2105L-D.PDF","CAN Bus Protector, Dual Line","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","CAN Bus Protector, Dual Line","Bidirectional","27","350","22","0.1","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NUP2105","SZNUP2105LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZNUP2105LT3G","http://www.onsemi.com/pub/Collateral/NUP2105L-D.PDF","CAN Bus Protector, Dual Line","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","CAN Bus Protector, Dual Line","Bidirectional","27","350","22","0.1","40","SOT-23-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NUP4000","NUP4000DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NUP4000DR2G","http://www.onsemi.com/pub/Collateral/NUP4000-D.PDF","Bi-Directional Transient Voltage Suppressor Array for High Speed Data Line Protection","Pb-free
Halide free","Active","Bi-Directional Transient Voltage Suppressor Array for High Speed Data Line Protection","Bidirectional","-","400","15","1","30","SOIC-8"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NUP4201","NUP4201DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NUP4201DR2G","http://www.onsemi.com/pub/Collateral/NUP4201DR2-D.PDF","Transient Voltage Suppressor, Low Capacitance, for High Speed Data Interfaces","Pb-free","Active","Transient Voltage Suppressor, Low Capacitance, for High Speed Data Interfaces","Unidirectional","-","500","5","10","9.8","SOIC-8"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NZL6V8AXV3","NZL6V8AXV3T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NZL6V8AXV3T1G","http://www.onsemi.com/pub/Collateral/NZL5V6AXV3T1-D.PDF","ESD Protection Common Anode Diodes","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Common Anode Diodes","Unidirectional","6.8","73","4.5","1","11.9","SC-89-3"
"on","ESD及EMI保护二极管及滤波器---瞬态电压抑制器 (TVS)","NZL6V8AXV3","NZL6V8AXV3T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NZL6V8AXV3T3G","http://www.onsemi.com/pub/Collateral/NZL5V6AXV3T1-D.PDF","ESD Protection Common Anode Diodes","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Common Anode Diodes","Unidirectional","6.8","73","4.5","1","11.9","SC-89-3"
