"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Configuration","VRRM Min (V)","VF Max (V)","IRM Max (uA)","IO(rec) Max (A)","IFSM Max (A)","trr Max (ns)","Cj Max (pF)","Package Type"
"on","二极管和整流器---肖特基二极管及整流器","MBRF2045CTG","MBRF2045CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF2045CTG","http://www.onsemi.com/pub/Collateral/MBR2045CT-D.PDF","Schottky Barrier Rectifier, 45 V, 20 A","Pb-free","Active","Schottky Barrier Rectifier, 45 V, 20 A","Common Cathode","45","0.84","100","20","150",,,"TO-220 FULLPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF20H150CTG","MBR20H150CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR20H150CTG","http://www.onsemi.com/pub/Collateral/MBRF20H150CT-D.PDF","150 V, 20 A H-Series Dual Schottky Rectifier","Pb-free","Active","150 V, 20 A H-Series Dual Schottky Rectifier","Common Cathode","150","0.68","50","20","180",,,"TO-220 FULLPAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF20H150CTG","MBRF20H150CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF20H150CTG","http://www.onsemi.com/pub/Collateral/MBRF20H150CT-D.PDF","150 V, 20 A H-Series Dual Schottky Rectifier","Pb-free","Active","150 V, 20 A H-Series Dual Schottky Rectifier","Common Cathode","150","0.68","50","20","180",,,"TO-220 FULLPAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF2545CT","MBRF2545CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF2545CTG","http://www.onsemi.com/pub/Collateral/MBRF2545CT-D.PDF","Schottky Barrier Rectifier, 25 A, 45 V","Pb-free","Active","Schottky Barrier Rectifier, 25 A, 45 V","Common Cathode","45","0.7","200","25","150",,,"TO-220 FULLPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF30H150CTG","MBR30H150CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR30H150CTG","http://www.onsemi.com/pub/Collateral/MBRF30H150C-D.PDF","150 V, 30 A H-Series Dual Schottky Rectifier","Pb-free","Active","150 V, 30 A H-Series Dual Schottky Rectifier","Common Cathode","150","0.73","60","30","200",,,"TO-220 FULLPAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF30H150CTG","MBRF30H150CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF30H150CTG","http://www.onsemi.com/pub/Collateral/MBRF30H150C-D.PDF","150 V, 30 A H-Series Dual Schottky Rectifier","Pb-free","Active","150 V, 30 A H-Series Dual Schottky Rectifier","Common Cathode","150","0.73","60","30","200",,,"TO-220 FULLPAK-3
TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRF40250T","MBRF40250TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRF40250TG","http://www.onsemi.com/pub/Collateral/MBR40250-D.PDF","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Pb-free","Active","Schottky Power Rectifier, Switch-mode, 40 A, 250 V","Single","250","0.97","30","40","150","35","500","TO-220 FULLPAK-3"
"on","二极管和整流器---肖特基二极管及整流器","MBRM110L","MBRM110LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM110LT1G","http://www.onsemi.com/pub/Collateral/MBRM110L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","Single","10","0.365","500","1","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM110L","MBRM110LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM110LT3G","http://www.onsemi.com/pub/Collateral/MBRM110L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","Single","10","0.365","500","1","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM110L","NRVBM110LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM110LT1G","http://www.onsemi.com/pub/Collateral/MBRM110L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","Single","10","0.365","500","1","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM110L","NRVBM110LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM110LT3G","http://www.onsemi.com/pub/Collateral/MBRM110L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 10 V","Single","10","0.365","500","1","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM120L","MBRM120LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM120LT1G","http://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM120L","MBRM120LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM120LT3G","http://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM120L","NRVBM120LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM120LT1G","http://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM120L","NRVBM120LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM120LT3G","http://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM140","MBRM140T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM140T1G","http://www.onsemi.com/pub/Collateral/MBRM140-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM140","MBRM140T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM140T3G","http://www.onsemi.com/pub/Collateral/MBRM140-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM140","NRVBM140T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM140T1G","http://www.onsemi.com/pub/Collateral/MBRM140-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM140","NRVBM140T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM140T3G","http://www.onsemi.com/pub/Collateral/MBRM140-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","50","-","-","POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM2H100","MBRM2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRM2H100T3G","http://www.onsemi.com/pub/Collateral/MBRM2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.84","20","2","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRM2H100","NRVBM2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBM2H100T3G","http://www.onsemi.com/pub/Collateral/MBRM2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.84","20","2","50",,,"POWERMITE-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS120","MBRS120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS120T3G","http://www.onsemi.com/pub/Collateral/MBRS120T3-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.6","1000","1","40",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS120","SBRS8120T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRS8120T3G","http://www.onsemi.com/pub/Collateral/MBRS120T3-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.6","1000","1","40",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS130L","MBRS130LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS130LT3G","http://www.onsemi.com/pub/Collateral/MBRS130LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","Single","30","0.395","1000","1","40",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS130L","SBRS8130LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRS8130LT3G","http://www.onsemi.com/pub/Collateral/MBRS130LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","Single","30","0.395","1000","1","40",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS1540","MBRS1540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS1540T3G","http://www.onsemi.com/pub/Collateral/MBRS1540T3-D.PDF","40 V, 1.5 A Schottky Rectifier","AEC Qualified
Pb-free
Halide free","Active","40 V, 1.5 A Schottky Rectifier","Single","40","0.46","80","1.5","40",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS2040L","MBRS2040LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS2040LT3G","http://www.onsemi.com/pub/Collateral/MBRS2040LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","Single","40","0.43","80","2","70",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS2040L","NRVBS2040LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS2040LT3G","http://www.onsemi.com/pub/Collateral/MBRS2040LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","Single","40","0.43","80","2","70",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS240L","MBRS240LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS240LT3G","http://www.onsemi.com/pub/Collateral/MBRS240LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","Single","40","0.43","2000","2","25",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS240L","NRVBS240LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS240LT3G","http://www.onsemi.com/pub/Collateral/MBRS240LT3-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 40 V","Single","40","0.43","2000","2","25",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS2H100T3G","MBRS2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS2H100T3G","http://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.79","8","2","130",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS2H100T3G","NBRS2H100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NBRS2H100T3G","http://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 2.0 A, 100 V","Single","100","0.79","8","2","130",,,"SMB-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS3100T3","MBRS3100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS3100T3G","http://www.onsemi.com/pub/Collateral/MBRS3100T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 100 V","Single","100","0.79","50","3","130",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS3100T3","NRVBS3100T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS3100T3G","http://www.onsemi.com/pub/Collateral/MBRS3100T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 100 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 100 V","Single","100","0.79","50","3","130",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS3201","MBRS3201T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS3201T3G","http://www.onsemi.com/pub/Collateral/MBRS3201T3-D.PDF","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 3.0 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 3.0 A, 200 V","Single","200","0.84","1000","3","100","35",,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS3201","NRVBS3201T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS3201T3G","http://www.onsemi.com/pub/Collateral/MBRS3201T3-D.PDF","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 3.0 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 3.0 A, 200 V","Single","200","0.84","1000","3","100","35",,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS320P","MBRS320PT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS320PT3G","http://www.onsemi.com/pub/Collateral/MBRS320P-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 20 V","Pb-free
Halide free","ActiveNEW","Schottky Power Rectifier, Surface Mount, 3.0 A, 20 V","Single","20","0.5","2000","3","80",,,"SMC 2-Lead"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","MBRS320T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS320T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","MBRS330T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS330T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","MBRS340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS340T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","NRVBS330T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS330T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","SBRS8320T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRS8320T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS340","SBRS8340T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBRS8340T3G","http://www.onsemi.com/pub/Collateral/MBRS340T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 40 V","Single","20
30
40","0.5","2000","3","80",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS360","MBRS360BT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS360BT3G","http://www.onsemi.com/pub/Collateral/MBRS360T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","Single","60","0.74","150","3","125",,,"SMB-2
SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS360","MBRS360T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS360T3G","http://www.onsemi.com/pub/Collateral/MBRS360T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","Single","60","0.74","150","3","125",,,"SMB-2
SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS360","NRVBS360T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS360T3G","http://www.onsemi.com/pub/Collateral/MBRS360T3-D.PDF","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 3.0 A, 60 V","Single","60","0.74","150","3","125",,,"SMB-2
SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS410ET3","MBRS410ET3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS410ET3G","http://www.onsemi.com/pub/Collateral/MBRS410ET3-D.PDF","Schottky Power Rectifier, Surface Mount, 4.0 A, 10 V","AEC Qualified
Pb-free
Halide free","Active","Schottky Power Rectifier, Surface Mount, 4.0 A, 10 V","Single","10","0.5","150","4","250",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS4201","MBRS4201T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS4201T3G","http://www.onsemi.com/pub/Collateral/MBRS4201T3-D.PDF","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 4.0 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 4.0 A, 200 V","Single","200","0.8","0.35","4","100","35",,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS4201","NRVBS4201T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS4201T3G","http://www.onsemi.com/pub/Collateral/MBRS4201T3-D.PDF","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 4.0 A, 200 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, Fast Soft-Recovery, 4.0 A, 200 V","Single","200","0.8","0.35","4","100","35",,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS540","MBRS540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBRS540T3G","http://www.onsemi.com/pub/Collateral/MBRS540T3-D.PDF","Schottky Power Rectifier, Surface Mount, 5.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 5.0 A, 40 V","Single","40","0.5","0.3
300","5","190",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MBRS540","NRVBS540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVBS540T3G","http://www.onsemi.com/pub/Collateral/MBRS540T3-D.PDF","Schottky Power Rectifier, Surface Mount, 5.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 5.0 A, 40 V","Single","40","0.5","0.3
300","5","190",,,"SMC-2"
"on","二极管和整流器---肖特基二极管及整流器","MMBD101L","MMBD101LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD101LT1G","http://www.onsemi.com/pub/Collateral/MBD101-D.PDF","7.0 V Low Noise Schottky Diode","AEC Qualified
Pb-free
Halide free","Active","7.0 V Low Noise Schottky Diode","Single","7","0.6","2.5","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD301M3T5G","MMBD301M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD301M3T5G","http://www.onsemi.com/pub/Collateral/MMBD301M3-D.PDF","Schottky Diode","AEC Qualified
Pb-free
Halide free","Active","Schottky Diode","Single","30","0.45","0.2","-","-","-","1.5","SOT-723-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD352L","MMBD352LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD352LT1G","http://www.onsemi.com/pub/Collateral/MMBD352LT1-D.PDF","7.0 V Schottky Diode, dual, series, UHF","AEC Qualified
Pb-free
Halide free","Active","7.0 V Schottky Diode, dual, series, UHF","Series","7","0.6","0.25","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD353L","MMBD353LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD353LT1G","http://www.onsemi.com/pub/Collateral/MMBD352LT1-D.PDF","7.0 V Schottky Diode, dual, series reverse","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","7.0 V Schottky Diode, dual, series reverse","Series","7","0.6","0.25","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD353L","NSVMMBD353LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBD353LT1G","http://www.onsemi.com/pub/Collateral/MMBD352LT1-D.PDF","7.0 V Schottky Diode, dual, series reverse","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","7.0 V Schottky Diode, dual, series reverse","Series","7","0.6","0.25","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD355L","MMBD355LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD355LT1G","http://www.onsemi.com/pub/Collateral/MMBD352LT1-D.PDF","7.0 V Dual Common Anode Schottky Diode","AEC Qualified
Pb-free
Halide free","Active","7.0 V Dual Common Anode Schottky Diode","Common Anode","7","0.6","0.25","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD701L","MMBD701LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD701LT1G","http://www.onsemi.com/pub/Collateral/MBD701-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.5","0.2","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD701L","SMMBD701LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBD701LT1G","http://www.onsemi.com/pub/Collateral/MBD701-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.5","0.2","-","-","-","1","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD770","MMBD770T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBD770T1G","http://www.onsemi.com/pub/Collateral/MMBD330T1-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.5","0.2","0.2","1","-","1","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","MMBD770","SMMBD770T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBD770T1G","http://www.onsemi.com/pub/Collateral/MMBD330T1-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.5","0.2","0.2","1","-","1","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","MMDL301","MMDL301T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMDL301T1G","http://www.onsemi.com/pub/Collateral/MMDL301T1-D.PDF","Schottky Diode UHF 30 V","AEC Qualified
Pb-free
Halide free","Active","Schottky Diode UHF 30 V","Single","30","0.45","0.2","-","-","-","1.5","SOD-323"
